Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-08-06T18:30Z,115,112,moderate
2024-08-06T19:00Z,124,111,moderate
2024-08-06T19:30Z,125,116,moderate
2024-08-06T20:00Z,124,114,moderate
2024-08-06T20:30Z,121,117,moderate
2024-08-06T21:00Z,113,116,moderate
2024-08-06T21:30Z,98,110,low
2024-08-06T22:00Z,66,100,low
2024-08-06T22:30Z,61,97,low
2024-08-06T23:00Z,59,95,low
2024-08-06T23:30Z,57,94,low
2024-08-07T00:00Z,58,91,low
2024-08-07T00:30Z,57,90,low
2024-08-07T01:00Z,57,89,low
2024-08-07T01:30Z,54,90,low
2024-08-07T02:00Z,57,88,low
2024-08-07T02:30Z,57,54,low
2024-08-07T03:00Z,57,55,low
2024-08-07T03:30Z,58,56,low
2024-08-07T04:00Z,58,57,low
2024-08-07T04:30Z,56,57,low
2024-08-07T05:00Z,54,57,low
2024-08-07T05:30Z,62,55,low
2024-08-07T06:00Z,66,53,low
2024-08-07T06:30Z,64,58,low
2024-08-07T07:00Z,64,57,low
2024-08-07T07:30Z,63,50,low
2024-08-07T08:00Z,59,55,low
2024-08-07T08:30Z,55,51,low
2024-08-07T09:00Z,50,51,low
2024-08-07T09:30Z,47,36,low
2024-08-07T10:00Z,46,51,low
2024-08-07T10:30Z,44,48,low
2024-08-07T11:00Z,46,45,low
2024-08-07T11:30Z,46,45,low
2024-08-07T12:00Z,43,45,low
2024-08-07T12:30Z,37,45,low
2024-08-07T13:00Z,43,44,low
2024-08-07T13:30Z,47,38,low
2024-08-07T14:00Z,46,41,low
2024-08-07T14:30Z,47,46,low
2024-08-07T15:00Z,49,47,low
2024-08-07T15:30Z,49,50,low
2024-08-07T16:00Z,55,50,low
2024-08-07T16:30Z,62,49,low
2024-08-07T17:00Z,62,55,low
2024-08-07T17:30Z,60,58,low
2024-08-07T18:00Z,66,62,low
2024-08-07T18:30Z,67,62,low
2024-08-07T19:00Z,74,69,low
2024-08-07T19:30Z,80,68,low
2024-08-07T20:00Z,84,72,low
2024-08-07T20:30Z,84,76,low
2024-08-07T21:00Z,84,82,low
2024-08-07T21:30Z,75,81,low
2024-08-07T22:00Z,69,80,low
2024-08-07T22:30Z,65,68,low
2024-08-07T23:00Z,67,72,low
2024-08-07T23:30Z,62,85,low
2024-08-08T00:00Z,71,86,low
2024-08-08T00:30Z,75,63,low
2024-08-08T01:00Z,74,75,low
2024-08-08T01:30Z,70,77,low
2024-08-08T02:00Z,69,78,low
2024-08-08T02:30Z,71,72,low
2024-08-08T03:00Z,66,71,low
2024-08-08T03:30Z,75,72,low
2024-08-08T04:00Z,75,71,low
2024-08-08T04:30Z,78,76,low
2024-08-08T05:00Z,88,80,low
2024-08-08T05:30Z,97,81,low
2024-08-08T06:00Z,93,93,low
2024-08-08T06:30Z,97,93,low
2024-08-08T07:00Z,96,98,low
2024-08-08T07:30Z,98,96,low
2024-08-08T08:00Z,97,96,low
2024-08-08T08:30Z,95,106,low
2024-08-08T09:00Z,95,93,low
2024-08-08T09:30Z,92,96,low
2024-08-08T10:00Z,86,97,low
2024-08-08T10:30Z,78,91,low
2024-08-08T11:00Z,76,95,low
2024-08-08T11:30Z,71,79,low
2024-08-08T12:00Z,72,77,low
2024-08-08T12:30Z,64,76,low
2024-08-08T13:00Z,63,74,low
2024-08-08T13:30Z,62,67,low
2024-08-08T14:00Z,67,64,low
2024-08-08T14:30Z,71,64,low
2024-08-08T15:00Z,71,67,low
2024-08-08T15:30Z,72,70,low
2024-08-08T16:00Z,73,72,low
2024-08-08T16:30Z,70,75,low
2024-08-08T17:00Z,62,74,low
2024-08-08T17:30Z,63,71,low
2024-08-08T18:00Z,60,62,low
2024-08-08T18:30Z,54,63,low
2024-08-08T19:00Z,52,60,low
2024-08-08T19:30Z,53,56,low
2024-08-08T20:00Z,59,52,low
2024-08-08T20:30Z,50,52,low
2024-08-08T21:00Z,46,57,low
2024-08-08T21:30Z,46,52,low
2024-08-08T22:00Z,50,43,low
2024-08-08T22:30Z,48,44,low
2024-08-08T23:00Z,49,47,low
2024-08-08T23:30Z,48,47,low
2024-08-09T00:00Z,47,45,low
2024-08-09T00:30Z,48,46,low
2024-08-09T01:00Z,48,48,low
2024-08-09T01:30Z,47,47,low
2024-08-09T02:00Z,46,47,low
2024-08-09T02:30Z,48,46,low
2024-08-09T03:00Z,46,46,low
2024-08-09T03:30Z,47,44,low
2024-08-09T04:00Z,47,44,low
2024-08-09T04:30Z,49,44,low
2024-08-09T05:00Z,50,48,low
2024-08-09T05:30Z,56,46,low
2024-08-09T06:00Z,50,46,low
2024-08-09T06:30Z,49,49,low
2024-08-09T07:00Z,40,46,low
2024-08-09T07:30Z,42,38,low
2024-08-09T08:00Z,45,35,low
2024-08-09T08:30Z,43,36,low
2024-08-09T09:00Z,45,41,low
2024-08-09T09:30Z,40,41,low
2024-08-09T10:00Z,38,44,low
2024-08-09T10:30Z,34,39,very low
2024-08-09T11:00Z,36,37,low
2024-08-09T11:30Z,37,33,low
2024-08-09T12:00Z,41,33,low
2024-08-09T12:30Z,38,35,low
2024-08-09T13:00Z,38,38,low
2024-08-09T13:30Z,41,36,low
2024-08-09T14:00Z,45,37,low
2024-08-09T14:30Z,47,39,low
2024-08-09T15:00Z,48,42,low
2024-08-09T15:30Z,48,49,low
2024-08-09T16:00Z,51,47,low
2024-08-09T16:30Z,56,50,low
2024-08-09T17:00Z,57,51,low
2024-08-09T17:30Z,66,57,low
2024-08-09T18:00Z,68,55,low
2024-08-09T18:30Z,73,61,low
2024-08-09T19:00Z,84,64,low
2024-08-09T19:30Z,91,69,low
2024-08-09T20:00Z,98,72,low
2024-08-09T20:30Z,93,74,low
2024-08-09T21:00Z,83,81,low
2024-08-09T21:30Z,68,85,low
2024-08-09T22:00Z,65,81,low
2024-08-09T22:30Z,58,64,low
2024-08-09T23:00Z,57,66,low
2024-08-09T23:30Z,56,66,low
2024-08-10T00:00Z,57,65,low
2024-08-10T00:30Z,59,54,low
2024-08-10T01:00Z,60,55,low
2024-08-10T01:30Z,60,56,low
2024-08-10T02:00Z,69,56,low
2024-08-10T02:30Z,72,60,low
2024-08-10T03:00Z,64,65,low
2024-08-10T03:30Z,60,70,low
2024-08-10T04:00Z,60,65,low
2024-08-10T04:30Z,59,57,low
2024-08-10T05:00Z,58,59,low
2024-08-10T05:30Z,59,57,low
2024-08-10T06:00Z,64,58,low
2024-08-10T06:30Z,65,58,low
2024-08-10T07:00Z,59,63,low
2024-08-10T07:30Z,60,63,low
2024-08-10T08:00Z,53,49,low
2024-08-10T08:30Z,52,49,low
2024-08-10T09:00Z,50,47,low
2024-08-10T09:30Z,49,50,low
2024-08-10T10:00Z,46,45,low
2024-08-10T10:30Z,41,47,low
2024-08-10T11:00Z,36,45,low
2024-08-10T11:30Z,36,39,low
2024-08-10T12:00Z,39,34,low
2024-08-10T12:30Z,37,34,low
2024-08-10T13:00Z,37,36,low
2024-08-10T13:30Z,35,36,low
2024-08-10T14:00Z,37,35,low
2024-08-10T14:30Z,38,35,low
2024-08-10T15:00Z,44,37,low
2024-08-10T15:30Z,56,37,low
2024-08-10T16:00Z,52,40,low
2024-08-10T16:30Z,64,56,low
2024-08-10T17:00Z,74,53,low
2024-08-10T17:30Z,86,66,low
2024-08-10T18:00Z,99,79,low
2024-08-10T18:30Z,107,89,low
2024-08-10T19:00Z,114,103,moderate
2024-08-10T19:30Z,119,110,moderate
2024-08-10T20:00Z,120,116,moderate
2024-08-10T20:30Z,118,116,moderate
2024-08-10T21:00Z,110,114,moderate
2024-08-10T21:30Z,109,115,low
2024-08-10T22:00Z,106,112,low
2024-08-10T22:30Z,109,114,low
2024-08-10T23:00Z,108,116,low
2024-08-10T23:30Z,102,114,low
2024-08-11T00:00Z,98,116,low
2024-08-11T00:30Z,99,109,low
2024-08-11T01:00Z,103,105,low
2024-08-11T01:30Z,102,102,low
2024-08-11T02:00Z,105,106,low
2024-08-11T02:30Z,105,107,low
2024-08-11T03:00Z,102,106,low
2024-08-11T03:30Z,99,110,low
2024-08-11T04:00Z,94,104,low
2024-08-11T04:30Z,95,102,low
2024-08-11T05:00Z,96,98,low
2024-08-11T05:30Z,101,100,low
2024-08-11T06:00Z,98,98,low
2024-08-11T06:30Z,96,108,low
2024-08-11T07:00Z,93,95,low
2024-08-11T07:30Z,91,89,low
2024-08-11T08:00Z,84,84,low
2024-08-11T08:30Z,79,85,low
2024-08-11T09:00Z,74,75,low
2024-08-11T09:30Z,71,71,low
2024-08-11T10:00Z,67,64,low
2024-08-11T10:30Z,62,63,low
2024-08-11T11:00Z,59,61,low
2024-08-11T11:30Z,58,57,low
2024-08-11T12:00Z,58,54,low
2024-08-11T12:30Z,52,54,low
2024-08-11T13:00Z,50,53,low
2024-08-11T13:30Z,50,49,low
2024-08-11T14:00Z,51,45,low
2024-08-11T14:30Z,51,45,low
2024-08-11T15:00Z,51,46,low
2024-08-11T15:30Z,53,44,low
2024-08-11T16:00Z,60,47,low
2024-08-11T16:30Z,66,46,low
2024-08-11T17:00Z,73,63,low
2024-08-11T17:30Z,79,65,low
2024-08-11T18:00Z,85,70,low
2024-08-11T18:30Z,87,63,low
2024-08-11T19:00Z,86,93,low
2024-08-11T19:30Z,82,77,low
2024-08-11T20:00Z,76,84,low
2024-08-11T20:30Z,70,76,low
2024-08-11T21:00Z,60,81,low
2024-08-11T21:30Z,55,70,low
2024-08-11T22:00Z,49,62,low
2024-08-11T22:30Z,49,57,low
2024-08-11T23:00Z,52,50,low
2024-08-11T23:30Z,50,51,low
2024-08-12T00:00Z,53,52,low
2024-08-12T00:30Z,52,50,low
2024-08-12T01:00Z,54,50,low
2024-08-12T01:30Z,50,51,low
2024-08-12T02:00Z,45,52,low
2024-08-12T02:30Z,45,49,low
2024-08-12T03:00Z,51,44,low
2024-08-12T03:30Z,51,43,low
2024-08-12T04:00Z,47,46,low
2024-08-12T04:30Z,50,48,low
2024-08-12T05:00Z,58,46,low
2024-08-12T05:30Z,63,47,low
2024-08-12T06:00Z,60,57,low
2024-08-12T06:30Z,61,47,low
2024-08-12T07:00Z,56,54,low
2024-08-12T07:30Z,57,51,low
2024-08-12T08:00Z,52,47,low
2024-08-12T08:30Z,49,46,low
2024-08-12T09:00Z,48,46,low
2024-08-12T09:30Z,49,46,low
2024-08-12T10:00Z,50,46,low
2024-08-12T10:30Z,51,45,low
2024-08-12T11:00Z,50,41,low
2024-08-12T11:30Z,51,41,low
2024-08-12T12:00Z,50,41,low
2024-08-12T12:30Z,49,41,low
2024-08-12T13:00Z,60,41,low
2024-08-12T13:30Z,61,40,low
2024-08-12T14:00Z,58,41,low
2024-08-12T14:30Z,52,42,low
2024-08-12T15:00Z,56,41,low
2024-08-12T15:30Z,73,47,low
2024-08-12T16:00Z,93,55,low
2024-08-12T16:30Z,106,70,low
2024-08-12T17:00Z,114,102,moderate
2024-08-12T17:30Z,121,109,moderate
2024-08-12T18:00Z,132,120,moderate
2024-08-12T18:30Z,140,129,moderate
2024-08-12T19:00Z,143,140,moderate
2024-08-12T19:30Z,142,143,moderate
2024-08-12T20:00Z,130,145,moderate
2024-08-12T20:30Z,129,141,moderate
2024-08-12T21:00Z,131,127,moderate
2024-08-12T21:30Z,115,132,moderate
2024-08-12T22:00Z,86,132,low
2024-08-12T22:30Z,68,113,low
2024-08-12T23:00Z,76,90,low
2024-08-12T23:30Z,74,85,low
2024-08-13T00:00Z,70,83,low
2024-08-13T00:30Z,73,73,low
2024-08-13T01:00Z,80,68,low
2024-08-13T01:30Z,86,72,low
2024-08-13T02:00Z,80,79,low
2024-08-13T02:30Z,76,86,low
2024-08-13T03:00Z,73,79,low
2024-08-13T03:30Z,75,75,low
2024-08-13T04:00Z,79,70,low
2024-08-13T04:30Z,78,70,low
2024-08-13T05:00Z,82,77,low
2024-08-13T05:30Z,88,73,low
2024-08-13T06:00Z,88,79,low
2024-08-13T06:30Z,89,76,low
2024-08-13T07:00Z,86,80,low
2024-08-13T07:30Z,81,80,low
2024-08-13T08:00Z,80,74,low
2024-08-13T08:30Z,75,67,low
2024-08-13T09:00Z,65,67,low
2024-08-13T09:30Z,59,63,low
2024-08-13T10:00Z,56,55,low
2024-08-13T10:30Z,53,51,low
2024-08-13T11:00Z,49,42,low
2024-08-13T11:30Z,48,41,low
2024-08-13T12:00Z,52,41,low
2024-08-13T12:30Z,51,40,low
2024-08-13T13:00Z,50,42,low
2024-08-13T13:30Z,55,43,low
2024-08-13T14:00Z,59,45,low
2024-08-13T14:30Z,64,48,low
2024-08-13T15:00Z,73,62,low
2024-08-13T15:30Z,93,67,low
2024-08-13T16:00Z,115,73,moderate
2024-08-13T16:30Z,131,90,moderate
2024-08-13T17:00Z,142,105,moderate
2024-08-13T17:30Z,151,108,moderate
2024-08-13T18:00Z,159,142,moderate
2024-08-13T18:30Z,162,151,moderate
2024-08-13T19:00Z,161,144,moderate
2024-08-13T19:30Z,162,154,moderate
2024-08-13T20:00Z,165,159,moderate
2024-08-13T20:30Z,164,159,moderate
2024-08-13T21:00Z,163,159,moderate
2024-08-13T21:30Z,146,158,moderate
2024-08-13T22:00Z,127,158,moderate
2024-08-13T22:30Z,122,144,moderate
2024-08-13T23:00Z,109,128,low
2024-08-13T23:30Z,109,127,low
2024-08-14T00:00Z,109,128,low
2024-08-14T00:30Z,111,116,moderate
2024-08-14T01:00Z,106,120,low
2024-08-14T01:30Z,98,118,low
2024-08-14T02:00Z,96,110,low
2024-08-14T02:30Z,90,103,low
2024-08-14T03:00Z,89,101,low
2024-08-14T03:30Z,89,92,low
2024-08-14T04:00Z,90,92,low
2024-08-14T04:30Z,94,85,low
2024-08-14T05:00Z,119,91,moderate
2024-08-14T05:30Z,136,108,moderate
2024-08-14T06:00Z,152,132,moderate
2024-08-14T06:30Z,155,139,moderate
2024-08-14T07:00Z,153,162,moderate
2024-08-14T07:30Z,153,159,moderate
2024-08-14T08:00Z,149,158,moderate
2024-08-14T08:30Z,147,157,moderate
2024-08-14T09:00Z,147,152,moderate
2024-08-14T09:30Z,142,147,moderate
2024-08-14T10:00Z,132,147,moderate
2024-08-14T10:30Z,127,146,moderate
2024-08-14T11:00Z,124,144,moderate
2024-08-14T11:30Z,124,123,moderate
2024-08-14T12:00Z,123,122,moderate
2024-08-14T12:30Z,125,119,moderate
2024-08-14T13:00Z,127,116,moderate
2024-08-14T13:30Z,126,119,moderate
2024-08-14T14:00Z,127,118,moderate
2024-08-14T14:30Z,128,111,moderate
2024-08-14T15:00Z,129,122,moderate
2024-08-14T15:30Z,136,122,moderate
2024-08-14T16:00Z,142,130,moderate
2024-08-14T16:30Z,150,140,moderate
2024-08-14T17:00Z,155,151,moderate
2024-08-14T17:30Z,160,154,moderate
2024-08-14T18:00Z,162,163,moderate
2024-08-14T18:30Z,165,164,moderate
2024-08-14T19:00Z,167,164,moderate
2024-08-14T19:30Z,166,155,moderate
2024-08-14T20:00Z,169,149,moderate
2024-08-14T20:30Z,157,139,moderate
2024-08-14T21:00Z,148,132,moderate
2024-08-14T21:30Z,142,133,moderate
2024-08-14T22:00Z,115,137,moderate
2024-08-14T22:30Z,106,133,low
2024-08-14T23:00Z,103,117,low
2024-08-14T23:30Z,99,96,low
2024-08-15T00:00Z,96,86,low
2024-08-15T00:30Z,93,100,low
2024-08-15T01:00Z,84,95,low
2024-08-15T01:30Z,75,94,low
2024-08-15T02:00Z,74,95,low
2024-08-15T02:30Z,76,74,low
2024-08-15T03:00Z,85,74,low
2024-08-15T03:30Z,77,75,low
2024-08-15T04:00Z,72,72,low
2024-08-15T04:30Z,74,78,low
2024-08-15T05:00Z,64,78,low
2024-08-15T05:30Z,66,72,low
2024-08-15T06:00Z,60,67,low
2024-08-15T06:30Z,61,67,low
2024-08-15T07:00Z,52,59,low
2024-08-15T07:30Z,50,56,low
2024-08-15T08:00Z,45,50,low
2024-08-15T08:30Z,37,47,low
2024-08-15T09:00Z,37,43,low
2024-08-15T09:30Z,37,43,low
2024-08-15T10:00Z,35,44,low
2024-08-15T10:30Z,34,43,very low
2024-08-15T11:00Z,34,51,very low
2024-08-15T11:30Z,34,28,very low
2024-08-15T12:00Z,34,38,very low
2024-08-15T12:30Z,34,35,very low
2024-08-15T13:00Z,30,28,very low
2024-08-15T13:30Z,31,33,very low
2024-08-15T14:00Z,33,27,very low
2024-08-15T14:30Z,42,28,low
2024-08-15T15:00Z,44,29,low
2024-08-15T15:30Z,50,31,low
2024-08-15T16:00Z,56,33,low
2024-08-15T16:30Z,60,47,low
2024-08-15T17:00Z,64,58,low
2024-08-15T17:30Z,69,62,low
2024-08-15T18:00Z,75,63,low
2024-08-15T18:30Z,77,66,low
2024-08-15T19:00Z,77,69,low
