Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-05-02T00:00Z,60,66,low
2024-05-02T00:30Z,60,67,low
2024-05-02T01:00Z,59,65,low
2024-05-02T01:30Z,59,67,low
2024-05-02T02:00Z,62,67,low
2024-05-02T02:30Z,64,65,low
2024-05-02T03:00Z,64,67,low
2024-05-02T03:30Z,65,69,low
2024-05-02T04:00Z,71,69,low
2024-05-02T04:30Z,66,69,low
2024-05-02T05:00Z,64,76,low
2024-05-02T05:30Z,70,71,low
2024-05-02T06:00Z,79,69,low
2024-05-02T06:30Z,79,73,low
2024-05-02T07:00Z,78,92,low
2024-05-02T07:30Z,80,86,low
2024-05-02T08:00Z,78,81,low
2024-05-02T08:30Z,72,84,low
2024-05-02T09:00Z,70,82,low
2024-05-02T09:30Z,65,85,low
2024-05-02T10:00Z,60,81,low
2024-05-02T10:30Z,56,80,low
2024-05-02T11:00Z,51,73,low
2024-05-02T11:30Z,52,69,low
2024-05-02T12:00Z,53,68,low
2024-05-02T12:30Z,50,69,low
2024-05-02T13:00Z,50,67,low
2024-05-02T13:30Z,52,63,low
2024-05-02T14:00Z,52,61,low
2024-05-02T14:30Z,56,64,low
2024-05-02T15:00Z,60,64,low
2024-05-02T15:30Z,71,69,low
2024-05-02T16:00Z,81,63,low
2024-05-02T16:30Z,89,48,low
2024-05-02T17:00Z,95,78,low
2024-05-02T17:30Z,103,91,low
2024-05-02T18:00Z,110,99,moderate
2024-05-02T18:30Z,113,108,moderate
2024-05-02T19:00Z,113,110,moderate
2024-05-02T19:30Z,117,116,moderate
2024-05-02T20:00Z,112,114,moderate
2024-05-02T20:30Z,100,118,low
2024-05-02T21:00Z,91,116,low
2024-05-02T21:30Z,81,119,low
2024-05-02T22:00Z,72,91,low
2024-05-02T22:30Z,71,82,low
2024-05-02T23:00Z,68,74,low
2024-05-02T23:30Z,69,64,low
2024-05-03T00:00Z,70,64,low
2024-05-03T00:30Z,69,65,low
2024-05-03T01:00Z,72,70,low
2024-05-03T01:30Z,72,73,low
2024-05-03T02:00Z,70,73,low
2024-05-03T02:30Z,73,69,low
2024-05-03T03:00Z,75,74,low
2024-05-03T03:30Z,78,79,low
2024-05-03T04:00Z,80,79,low
2024-05-03T04:30Z,92,79,low
2024-05-03T05:00Z,114,81,moderate
2024-05-03T05:30Z,128,88,moderate
2024-05-03T06:00Z,137,107,moderate
2024-05-03T06:30Z,136,133,moderate
2024-05-03T07:00Z,131,144,moderate
2024-05-03T07:30Z,128,150,moderate
2024-05-03T08:00Z,120,124,moderate
2024-05-03T08:30Z,117,128,moderate
2024-05-03T09:00Z,122,116,moderate
2024-05-03T09:30Z,120,114,moderate
2024-05-03T10:00Z,116,116,moderate
2024-05-03T10:30Z,112,111,moderate
2024-05-03T11:00Z,112,105,moderate
2024-05-03T11:30Z,113,108,moderate
2024-05-03T12:00Z,113,104,moderate
2024-05-03T12:30Z,111,107,moderate
2024-05-03T13:00Z,109,108,low
2024-05-03T13:30Z,109,109,low
2024-05-03T14:00Z,110,107,moderate
2024-05-03T14:30Z,116,107,moderate
2024-05-03T15:00Z,124,109,moderate
2024-05-03T15:30Z,132,118,moderate
2024-05-03T16:00Z,138,126,moderate
2024-05-03T16:30Z,143,138,moderate
2024-05-03T17:00Z,142,133,moderate
2024-05-03T17:30Z,143,148,moderate
2024-05-03T18:00Z,142,147,moderate
2024-05-03T18:30Z,148,144,moderate
2024-05-03T19:00Z,152,126,moderate
2024-05-03T19:30Z,151,141,moderate
2024-05-03T20:00Z,148,151,moderate
2024-05-03T20:30Z,149,137,moderate
2024-05-03T21:00Z,146,140,moderate
2024-05-03T21:30Z,136,140,moderate
2024-05-03T22:00Z,118,144,moderate
2024-05-03T22:30Z,107,153,low
2024-05-03T23:00Z,108,127,low
2024-05-03T23:30Z,107,118,low
2024-05-04T00:00Z,106,119,low
2024-05-04T00:30Z,108,123,low
2024-05-04T01:00Z,109,109,low
2024-05-04T01:30Z,107,110,low
2024-05-04T02:00Z,111,114,moderate
2024-05-04T02:30Z,114,112,moderate
2024-05-04T03:00Z,112,116,moderate
2024-05-04T03:30Z,115,119,moderate
2024-05-04T04:00Z,114,121,moderate
2024-05-04T04:30Z,113,122,moderate
2024-05-04T05:00Z,112,118,moderate
2024-05-04T05:30Z,114,115,moderate
2024-05-04T06:00Z,120,117,moderate
2024-05-04T06:30Z,120,117,moderate
2024-05-04T07:00Z,129,118,moderate
2024-05-04T07:30Z,129,118,moderate
2024-05-04T08:00Z,124,117,moderate
2024-05-04T08:30Z,115,115,moderate
2024-05-04T09:00Z,113,111,moderate
2024-05-04T09:30Z,107,104,low
2024-05-04T10:00Z,107,101,low
2024-05-04T10:30Z,105,97,low
2024-05-04T11:00Z,98,100,low
2024-05-04T11:30Z,98,97,low
2024-05-04T12:00Z,99,90,low
2024-05-04T12:30Z,100,93,low
2024-05-04T13:00Z,94,97,low
2024-05-04T13:30Z,99,98,low
2024-05-04T14:00Z,110,101,moderate
2024-05-04T14:30Z,116,103,moderate
2024-05-04T15:00Z,121,108,moderate
2024-05-04T15:30Z,134,118,moderate
2024-05-04T16:00Z,148,126,moderate
2024-05-04T16:30Z,159,143,moderate
2024-05-04T17:00Z,161,159,moderate
2024-05-04T17:30Z,167,169,moderate
2024-05-04T18:00Z,175,177,moderate
2024-05-04T18:30Z,181,175,moderate
2024-05-04T19:00Z,185,190,moderate
2024-05-04T19:30Z,188,189,moderate
2024-05-04T20:00Z,190,187,high
2024-05-04T20:30Z,191,189,high
2024-05-04T21:00Z,189,188,moderate
2024-05-04T21:30Z,184,187,moderate
2024-05-04T22:00Z,164,198,moderate
2024-05-04T22:30Z,160,197,moderate
2024-05-04T23:00Z,157,170,moderate
2024-05-04T23:30Z,151,176,moderate
2024-05-05T00:00Z,156,185,moderate
2024-05-05T00:30Z,158,158,moderate
2024-05-05T01:00Z,161,160,moderate
2024-05-05T01:30Z,162,165,moderate
2024-05-05T02:00Z,161,168,moderate
2024-05-05T02:30Z,161,171,moderate
2024-05-05T03:00Z,159,162,moderate
2024-05-05T03:30Z,156,164,moderate
2024-05-05T04:00Z,157,168,moderate
2024-05-05T04:30Z,158,163,moderate
2024-05-05T05:00Z,167,166,moderate
2024-05-05T05:30Z,167,164,moderate
2024-05-05T06:00Z,169,177,moderate
2024-05-05T06:30Z,168,170,moderate
2024-05-05T07:00Z,163,173,moderate
2024-05-05T07:30Z,156,169,moderate
2024-05-05T08:00Z,147,164,moderate
2024-05-05T08:30Z,142,155,moderate
2024-05-05T09:00Z,137,145,moderate
2024-05-05T09:30Z,132,139,moderate
2024-05-05T10:00Z,131,138,moderate
2024-05-05T10:30Z,131,136,moderate
2024-05-05T11:00Z,128,130,moderate
2024-05-05T11:30Z,129,132,moderate
2024-05-05T12:00Z,132,131,moderate
2024-05-05T12:30Z,134,134,moderate
2024-05-05T13:00Z,138,134,moderate
2024-05-05T13:30Z,140,136,moderate
2024-05-05T14:00Z,148,137,moderate
2024-05-05T14:30Z,153,140,moderate
2024-05-05T15:00Z,167,146,moderate
2024-05-05T15:30Z,176,156,moderate
2024-05-05T16:00Z,184,176,moderate
2024-05-05T16:30Z,187,179,moderate
2024-05-05T17:00Z,190,193,high
2024-05-05T17:30Z,195,200,high
2024-05-05T18:00Z,193,200,high
2024-05-05T18:30Z,198,204,high
2024-05-05T19:00Z,202,199,high
2024-05-05T19:30Z,202,205,high
2024-05-05T20:00Z,202,206,high
2024-05-05T20:30Z,202,206,high
2024-05-05T21:00Z,192,196,high
2024-05-05T21:30Z,181,204,moderate
2024-05-05T22:00Z,162,198,moderate
2024-05-05T22:30Z,157,182,moderate
2024-05-05T23:00Z,155,173,moderate
2024-05-05T23:30Z,155,170,moderate
2024-05-06T00:00Z,159,172,moderate
2024-05-06T00:30Z,165,162,moderate
2024-05-06T01:00Z,167,165,moderate
2024-05-06T01:30Z,165,172,moderate
2024-05-06T02:00Z,163,176,moderate
2024-05-06T02:30Z,161,172,moderate
2024-05-06T03:00Z,168,173,moderate
2024-05-06T03:30Z,166,174,moderate
2024-05-06T04:00Z,177,182,moderate
2024-05-06T04:30Z,173,180,moderate
2024-05-06T05:00Z,169,181,moderate
2024-05-06T05:30Z,169,180,moderate
2024-05-06T06:00Z,163,173,moderate
2024-05-06T06:30Z,161,170,moderate
2024-05-06T07:00Z,163,167,moderate
2024-05-06T07:30Z,160,169,moderate
2024-05-06T08:00Z,153,159,moderate
2024-05-06T08:30Z,148,156,moderate
2024-05-06T09:00Z,145,155,moderate
2024-05-06T09:30Z,142,153,moderate
2024-05-06T10:00Z,138,138,moderate
2024-05-06T10:30Z,138,144,moderate
2024-05-06T11:00Z,131,138,moderate
2024-05-06T11:30Z,130,139,moderate
2024-05-06T12:00Z,132,132,moderate
2024-05-06T12:30Z,130,131,moderate
2024-05-06T13:00Z,132,131,moderate
2024-05-06T13:30Z,132,129,moderate
2024-05-06T14:00Z,132,131,moderate
2024-05-06T14:30Z,141,135,moderate
2024-05-06T15:00Z,155,137,moderate
2024-05-06T15:30Z,168,154,moderate
2024-05-06T16:00Z,172,159,moderate
2024-05-06T16:30Z,173,177,moderate
2024-05-06T17:00Z,182,181,moderate
2024-05-06T17:30Z,184,179,moderate
2024-05-06T18:00Z,189,180,moderate
2024-05-06T18:30Z,194,188,high
2024-05-06T19:00Z,191,191,high
2024-05-06T19:30Z,193,197,high
2024-05-06T20:00Z,191,197,high
2024-05-06T20:30Z,187,197,moderate
2024-05-06T21:00Z,183,184,moderate
2024-05-06T21:30Z,176,182,moderate
2024-05-06T22:00Z,166,170,moderate
2024-05-06T22:30Z,160,157,moderate
2024-05-06T23:00Z,153,176,moderate
2024-05-06T23:30Z,156,165,moderate
2024-05-07T00:00Z,155,170,moderate
2024-05-07T00:30Z,156,159,moderate
2024-05-07T01:00Z,158,159,moderate
2024-05-07T01:30Z,157,158,moderate
2024-05-07T02:00Z,161,161,moderate
2024-05-07T02:30Z,160,164,moderate
2024-05-07T03:00Z,164,169,moderate
2024-05-07T03:30Z,167,171,moderate
2024-05-07T04:00Z,175,167,moderate
2024-05-07T04:30Z,184,171,moderate
2024-05-07T05:00Z,195,182,high
2024-05-07T05:30Z,193,207,high
2024-05-07T06:00Z,189,208,moderate
2024-05-07T06:30Z,181,201,moderate
2024-05-07T07:00Z,176,183,moderate
2024-05-07T07:30Z,168,177,moderate
2024-05-07T08:00Z,160,178,moderate
2024-05-07T08:30Z,155,172,moderate
2024-05-07T09:00Z,147,157,moderate
2024-05-07T09:30Z,142,156,moderate
2024-05-07T10:00Z,140,150,moderate
2024-05-07T10:30Z,138,136,moderate
2024-05-07T11:00Z,136,152,moderate
2024-05-07T11:30Z,135,150,moderate
2024-05-07T12:00Z,129,133,moderate
2024-05-07T12:30Z,130,128,moderate
2024-05-07T13:00Z,132,125,moderate
2024-05-07T13:30Z,129,132,moderate
2024-05-07T14:00Z,137,132,moderate
2024-05-07T14:30Z,145,140,moderate
2024-05-07T15:00Z,155,150,moderate
2024-05-07T15:30Z,167,165,moderate
2024-05-07T16:00Z,178,166,moderate
2024-05-07T16:30Z,186,172,moderate
2024-05-07T17:00Z,188,170,moderate
2024-05-07T17:30Z,194,173,high
2024-05-07T18:00Z,197,197,high
2024-05-07T18:30Z,200,202,high
2024-05-07T19:00Z,205,205,high
2024-05-07T19:30Z,212,204,high
2024-05-07T20:00Z,206,207,high
2024-05-07T20:30Z,204,217,high
2024-05-07T21:00Z,196,208,high
2024-05-07T21:30Z,187,205,moderate
2024-05-07T22:00Z,171,199,moderate
2024-05-07T22:30Z,164,189,moderate
2024-05-07T23:00Z,161,172,moderate
2024-05-07T23:30Z,160,169,moderate
2024-05-08T00:00Z,161,166,moderate
2024-05-08T00:30Z,159,165,moderate
2024-05-08T01:00Z,160,160,moderate
2024-05-08T01:30Z,158,163,moderate
2024-05-08T02:00Z,161,166,moderate
2024-05-08T02:30Z,161,161,moderate
2024-05-08T03:00Z,165,167,moderate
2024-05-08T03:30Z,172,166,moderate
2024-05-08T04:00Z,182,172,moderate
2024-05-08T04:30Z,189,174,moderate
2024-05-08T05:00Z,198,193,high
2024-05-08T05:30Z,202,201,high
2024-05-08T06:00Z,201,215,high
2024-05-08T06:30Z,200,207,high
2024-05-08T07:00Z,191,202,high
2024-05-08T07:30Z,182,201,moderate
2024-05-08T08:00Z,175,189,moderate
2024-05-08T08:30Z,162,179,moderate
2024-05-08T09:00Z,143,170,moderate
2024-05-08T09:30Z,125,155,moderate
2024-05-08T10:00Z,106,136,low
2024-05-08T10:30Z,98,125,low
2024-05-08T11:00Z,94,104,low
2024-05-08T11:30Z,92,97,low
2024-05-08T12:00Z,93,94,low
2024-05-08T12:30Z,90,93,low
2024-05-08T13:00Z,88,95,low
2024-05-08T13:30Z,92,91,low
2024-05-08T14:00Z,91,87,low
2024-05-08T14:30Z,98,96,low
2024-05-08T15:00Z,118,96,moderate
2024-05-08T15:30Z,131,105,moderate
2024-05-08T16:00Z,152,126,moderate
2024-05-08T16:30Z,162,138,moderate
2024-05-08T17:00Z,167,164,moderate
2024-05-08T17:30Z,172,174,moderate
2024-05-08T18:00Z,178,178,moderate
2024-05-08T18:30Z,182,179,moderate
2024-05-08T19:00Z,183,178,moderate
2024-05-08T19:30Z,183,180,moderate
2024-05-08T20:00Z,181,184,moderate
2024-05-08T20:30Z,175,178,moderate
2024-05-08T21:00Z,157,176,moderate
2024-05-08T21:30Z,143,171,moderate
2024-05-08T22:00Z,134,174,moderate
2024-05-08T22:30Z,126,144,moderate
2024-05-08T23:00Z,116,169,moderate
2024-05-08T23:30Z,112,131,moderate
2024-05-09T00:00Z,116,120,moderate
2024-05-09T00:30Z,112,130,moderate
2024-05-09T01:00Z,110,118,moderate
2024-05-09T01:30Z,109,114,low
2024-05-09T02:00Z,111,116,moderate
2024-05-09T02:30Z,112,117,moderate
2024-05-09T03:00Z,108,119,low
2024-05-09T03:30Z,112,121,moderate
2024-05-09T04:00Z,113,117,moderate
2024-05-09T04:30Z,115,120,moderate
2024-05-09T05:00Z,121,120,moderate
2024-05-09T05:30Z,132,123,moderate
2024-05-09T06:00Z,150,134,moderate
2024-05-09T06:30Z,150,137,moderate
2024-05-09T07:00Z,147,154,moderate
2024-05-09T07:30Z,140,148,moderate
2024-05-09T08:00Z,137,144,moderate
2024-05-09T08:30Z,122,137,moderate
2024-05-09T09:00Z,113,132,moderate
2024-05-09T09:30Z,106,123,low
2024-05-09T10:00Z,103,113,low
2024-05-09T10:30Z,101,109,low
2024-05-09T11:00Z,98,105,low
2024-05-09T11:30Z,97,104,low
2024-05-09T12:00Z,95,100,low
2024-05-09T12:30Z,96,101,low
2024-05-09T13:00Z,95,99,low
2024-05-09T13:30Z,98,103,low
2024-05-09T14:00Z,106,100,low
2024-05-09T14:30Z,115,104,moderate
2024-05-09T15:00Z,125,115,moderate
2024-05-09T15:30Z,143,126,moderate
2024-05-09T16:00Z,158,138,moderate
2024-05-09T16:30Z,173,140,moderate
2024-05-09T17:00Z,177,166,moderate
2024-05-09T17:30Z,186,180,moderate
2024-05-09T18:00Z,198,188,high
2024-05-09T18:30Z,200,190,high
2024-05-09T19:00Z,202,198,high
2024-05-09T19:30Z,206,207,high
2024-05-09T20:00Z,208,207,high
2024-05-09T20:30Z,207,211,high
2024-05-09T21:00Z,209,212,high
2024-05-09T21:30Z,202,210,high
2024-05-09T22:00Z,193,210,high
2024-05-09T22:30Z,187,196,moderate
2024-05-09T23:00Z,180,193,moderate
2024-05-09T23:30Z,174,195,moderate
2024-05-10T00:00Z,174,178,moderate
2024-05-10T00:30Z,173,180,moderate
2024-05-10T01:00Z,170,175,moderate
2024-05-10T01:30Z,169,178,moderate
2024-05-10T02:00Z,172,176,moderate
2024-05-10T02:30Z,174,174,moderate
2024-05-10T03:00Z,173,178,moderate
2024-05-10T03:30Z,174,178,moderate
2024-05-10T04:00Z,178,175,moderate
2024-05-10T04:30Z,180,179,moderate
2024-05-10T05:00Z,182,185,moderate
2024-05-10T05:30Z,186,191,moderate
2024-05-10T06:00Z,186,196,moderate
2024-05-10T06:30Z,183,202,moderate
2024-05-10T07:00Z,180,196,moderate
2024-05-10T07:30Z,172,187,moderate
2024-05-10T08:00Z,166,180,moderate
2024-05-10T08:30Z,155,176,moderate
2024-05-10T09:00Z,145,169,moderate
2024-05-10T09:30Z,138,157,moderate
2024-05-10T10:00Z,129,147,moderate
2024-05-10T10:30Z,123,139,moderate
2024-05-10T11:00Z,116,133,moderate
2024-05-10T11:30Z,110,130,moderate
2024-05-10T12:00Z,103,121,low
2024-05-10T12:30Z,100,111,low
2024-05-10T13:00Z,100,103,low
2024-05-10T13:30Z,99,105,low
2024-05-10T14:00Z,100,105,low
2024-05-10T14:30Z,105,105,low
2024-05-10T15:00Z,112,107,moderate
2024-05-10T15:30Z,122,114,moderate
2024-05-10T16:00Z,136,125,moderate
2024-05-10T16:30Z,144,132,moderate
2024-05-10T17:00Z,155,146,moderate
2024-05-10T17:30Z,159,150,moderate
2024-05-10T18:00Z,167,167,moderate
2024-05-10T18:30Z,175,173,moderate
2024-05-10T19:00Z,179,173,moderate
2024-05-10T19:30Z,183,176,moderate
2024-05-10T20:00Z,185,179,moderate
2024-05-10T20:30Z,189,181,moderate
2024-05-10T21:00Z,189,180,moderate
2024-05-10T21:30Z,182,166,moderate
2024-05-10T22:00Z,163,159,moderate
2024-05-10T22:30Z,150,146,moderate
2024-05-10T23:00Z,149,191,moderate
2024-05-10T23:30Z,145,203,moderate
2024-05-11T00:00Z,147,161,moderate
2024-05-11T00:30Z,146,145,moderate
2024-05-11T01:00Z,134,143,moderate
2024-05-11T01:30Z,130,139,moderate
2024-05-11T02:00Z,120,139,moderate
2024-05-11T02:30Z,118,141,moderate
2024-05-11T03:00Z,117,134,moderate
2024-05-11T03:30Z,115,136,moderate
2024-05-11T04:00Z,116,136,moderate
2024-05-11T04:30Z,117,134,moderate
2024-05-11T05:00Z,119,133,moderate
2024-05-11T05:30Z,121,131,moderate
2024-05-11T06:00Z,132,124,moderate
2024-05-11T06:30Z,128,118,moderate
2024-05-11T07:00Z,128,111,moderate
2024-05-11T07:30Z,122,105,moderate
2024-05-11T08:00Z,116,101,moderate
2024-05-11T08:30Z,109,95,low
2024-05-11T09:00Z,94,89,low
2024-05-11T09:30Z,88,87,low
2024-05-11T10:00Z,75,84,low
2024-05-11T10:30Z,68,79,low
2024-05-11T11:00Z,60,74,low
2024-05-11T11:30Z,54,74,low
2024-05-11T12:00Z,51,77,low
2024-05-11T12:30Z,50,78,low
2024-05-11T13:00Z,52,75,low
2024-05-11T13:30Z,52,75,low
2024-05-11T14:00Z,48,78,low
2024-05-11T14:30Z,48,81,low
2024-05-11T15:00Z,47,85,low
2024-05-11T15:30Z,57,87,low
2024-05-11T16:00Z,62,90,low
2024-05-11T16:30Z,77,92,low
2024-05-11T17:00Z,88,94,low
2024-05-11T17:30Z,99,96,low
2024-05-11T18:00Z,108,99,low
2024-05-11T18:30Z,111,104,moderate
2024-05-11T19:00Z,105,107,low
2024-05-11T19:30Z,104,111,low
2024-05-11T20:00Z,103,110,low
2024-05-11T20:30Z,98,110,low
2024-05-11T21:00Z,87,111,low
2024-05-11T21:30Z,76,109,low
2024-05-11T22:00Z,80,90,low
2024-05-11T22:30Z,79,88,low
2024-05-11T23:00Z,78,82,low
2024-05-11T23:30Z,77,80,low
2024-05-12T00:00Z,79,80,low
2024-05-12T00:30Z,78,77,low
2024-05-12T01:00Z,77,76,low
2024-05-12T01:30Z,74,78,low
2024-05-12T02:00Z,71,80,low
2024-05-12T02:30Z,68,81,low
2024-05-12T03:00Z,65,73,low
2024-05-12T03:30Z,66,74,low
2024-05-12T04:00Z,75,70,low
2024-05-12T04:30Z,75,67,low
2024-05-12T05:00Z,79,77,low
2024-05-12T05:30Z,78,77,low
2024-05-12T06:00Z,79,83,low
2024-05-12T06:30Z,80,79,low
2024-05-12T07:00Z,79,79,low
2024-05-12T07:30Z,78,82,low
2024-05-12T08:00Z,68,77,low
2024-05-12T08:30Z,60,76,low
2024-05-12T09:00Z,56,68,low
2024-05-12T09:30Z,51,56,low
2024-05-12T10:00Z,42,54,low
2024-05-12T10:30Z,41,45,low
2024-05-12T11:00Z,40,40,low
2024-05-12T11:30Z,44,40,low
2024-05-12T12:00Z,38,39,low
2024-05-12T12:30Z,35,44,low
2024-05-12T13:00Z,37,39,low
2024-05-12T13:30Z,40,37,low
2024-05-12T14:00Z,49,39,low
2024-05-12T14:30Z,54,41,low
2024-05-12T15:00Z,57,48,low
2024-05-12T15:30Z,68,54,low
2024-05-12T16:00Z,79,54,low
2024-05-12T16:30Z,84,71,low
2024-05-12T17:00Z,94,82,low
2024-05-12T17:30Z,108,92,low
2024-05-12T18:00Z,117,106,moderate
2024-05-12T18:30Z,121,114,moderate
2024-05-12T19:00Z,126,117,moderate
2024-05-12T19:30Z,127,120,moderate
2024-05-12T20:00Z,125,126,moderate
2024-05-12T20:30Z,120,127,moderate
2024-05-12T21:00Z,116,126,moderate
2024-05-12T21:30Z,115,135,moderate
2024-05-12T22:00Z,102,120,low
2024-05-12T22:30Z,86,111,low
2024-05-12T23:00Z,87,95,low
2024-05-12T23:30Z,92,89,low
2024-05-13T00:00Z,90,111,low
2024-05-13T00:30Z,86,95,low
2024-05-13T01:00Z,85,93,low
2024-05-13T01:30Z,86,88,low
2024-05-13T02:00Z,95,86,low
2024-05-13T02:30Z,101,85,low
2024-05-13T03:00Z,101,94,low
2024-05-13T03:30Z,108,99,low
2024-05-13T04:00Z,98,103,low
2024-05-13T04:30Z,105,113,low
2024-05-13T05:00Z,116,104,moderate
2024-05-13T05:30Z,128,99,moderate
2024-05-13T06:00Z,135,114,moderate
2024-05-13T06:30Z,143,122,moderate
2024-05-13T07:00Z,150,129,moderate
2024-05-13T07:30Z,147,129,moderate
2024-05-13T08:00Z,143,135,moderate
2024-05-13T08:30Z,138,134,moderate
2024-05-13T09:00Z,136,124,moderate
2024-05-13T09:30Z,126,122,moderate
2024-05-13T10:00Z,123,117,moderate
2024-05-13T10:30Z,118,155,moderate
2024-05-13T11:00Z,114,113,moderate
2024-05-13T11:30Z,110,109,moderate
2024-05-13T12:00Z,106,109,low
2024-05-13T12:30Z,102,105,low
2024-05-13T13:00Z,98,103,low
2024-05-13T13:30Z,97,98,low
2024-05-13T14:00Z,94,93,low
2024-05-13T14:30Z,94,99,low
2024-05-13T15:00Z,99,95,low
2024-05-13T15:30Z,106,98,low
2024-05-13T16:00Z,108,99,low
2024-05-13T16:30Z,113,109,moderate
2024-05-13T17:00Z,116,109,moderate
2024-05-13T17:30Z,120,115,moderate
2024-05-13T18:00Z,123,107,moderate
2024-05-13T18:30Z,125,110,moderate
2024-05-13T19:00Z,118,116,moderate
2024-05-13T19:30Z,119,116,moderate
2024-05-13T20:00Z,121,116,moderate
2024-05-13T20:30Z,117,111,moderate
2024-05-13T21:00Z,102,118,low
2024-05-13T21:30Z,94,117,low
2024-05-13T22:00Z,94,117,low
2024-05-13T22:30Z,83,92,low
2024-05-13T23:00Z,80,92,low
2024-05-13T23:30Z,82,97,low
2024-05-14T00:00Z,74,87,low
2024-05-14T00:30Z,74,83,low
2024-05-14T01:00Z,68,74,low
2024-05-14T01:30Z,67,74,low
2024-05-14T02:00Z,73,70,low
2024-05-14T02:30Z,73,67,low
2024-05-14T03:00Z,63,71,low
2024-05-14T03:30Z,62,70,low
2024-05-14T04:00Z,62,71,low
2024-05-14T04:30Z,69,71,low
2024-05-14T05:00Z,91,74,low
2024-05-14T05:30Z,100,71,low
2024-05-14T06:00Z,114,72,moderate
2024-05-14T06:30Z,123,71,moderate
2024-05-14T07:00Z,130,112,moderate
2024-05-14T07:30Z,133,122,moderate
2024-05-14T08:00Z,139,121,moderate
2024-05-14T08:30Z,140,117,moderate
2024-05-14T09:00Z,138,131,moderate
2024-05-14T09:30Z,137,125,moderate
2024-05-14T10:00Z,136,122,moderate
2024-05-14T10:30Z,134,118,moderate
2024-05-14T11:00Z,133,113,moderate
2024-05-14T11:30Z,130,123,moderate
2024-05-14T12:00Z,128,122,moderate
2024-05-14T12:30Z,125,122,moderate
2024-05-14T13:00Z,124,122,moderate
2024-05-14T13:30Z,127,123,moderate
2024-05-14T14:00Z,133,118,moderate
2024-05-14T14:30Z,140,122,moderate
2024-05-14T15:00Z,148,125,moderate
2024-05-14T15:30Z,156,142,moderate
2024-05-14T16:00Z,165,165,moderate
2024-05-14T16:30Z,170,153,moderate
2024-05-14T17:00Z,178,178,moderate
2024-05-14T17:30Z,181,177,moderate
2024-05-14T18:00Z,191,181,high
2024-05-14T18:30Z,191,177,high
2024-05-14T19:00Z,185,191,moderate
2024-05-14T19:30Z,184,177,moderate
2024-05-14T20:00Z,184,180,moderate
2024-05-14T20:30Z,178,173,moderate
2024-05-14T21:00Z,161,162,moderate
2024-05-14T21:30Z,150,158,moderate
2024-05-14T22:00Z,129,156,moderate
2024-05-14T22:30Z,115,145,moderate
2024-05-14T23:00Z,115,164,moderate
2024-05-14T23:30Z,118,141,moderate
2024-05-15T00:00Z,124,123,moderate
2024-05-15T00:30Z,125,125,moderate
2024-05-15T01:00Z,121,129,moderate
2024-05-15T01:30Z,122,127,moderate
2024-05-15T02:00Z,124,122,moderate
2024-05-15T02:30Z,125,122,moderate
2024-05-15T03:00Z,128,126,moderate
2024-05-15T03:30Z,132,130,moderate
2024-05-15T04:00Z,149,127,moderate
2024-05-15T04:30Z,158,95,moderate
2024-05-15T05:00Z,174,153,moderate
2024-05-15T05:30Z,184,167,moderate
2024-05-15T06:00Z,193,190,high
2024-05-15T06:30Z,191,192,high
