Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-12-03T00:30Z,150,135,moderate
2024-12-03T01:00Z,153,142,moderate
2024-12-03T01:30Z,158,142,moderate
2024-12-03T02:00Z,164,142,moderate
2024-12-03T02:30Z,165,146,moderate
2024-12-03T03:00Z,166,163,moderate
2024-12-03T03:30Z,166,163,moderate
2024-12-03T04:00Z,163,157,moderate
2024-12-03T04:30Z,173,170,moderate
2024-12-03T05:00Z,203,169,high
2024-12-03T05:30Z,218,185,high
2024-12-03T06:00Z,243,213,high
2024-12-03T06:30Z,254,232,high
2024-12-03T07:00Z,259,257,high
2024-12-03T07:30Z,259,260,high
2024-12-03T08:00Z,249,260,high
2024-12-03T08:30Z,250,240,high
2024-12-03T09:00Z,250,249,high
2024-12-03T09:30Z,247,246,high
2024-12-03T10:00Z,242,245,high
2024-12-03T10:30Z,241,241,high
2024-12-03T11:00Z,239,240,high
2024-12-03T11:30Z,235,241,high
2024-12-03T12:00Z,229,238,high
2024-12-03T12:30Z,229,234,high
2024-12-03T13:00Z,225,225,high
2024-12-03T13:30Z,225,227,high
2024-12-03T14:00Z,226,227,high
2024-12-03T14:30Z,227,223,high
2024-12-03T15:00Z,220,227,high
2024-12-03T15:30Z,226,226,high
2024-12-03T16:00Z,229,220,high
2024-12-03T16:30Z,230,222,high
2024-12-03T17:00Z,227,221,high
2024-12-03T17:30Z,219,224,high
2024-12-03T18:00Z,217,222,high
2024-12-03T18:30Z,214,219,high
2024-12-03T19:00Z,219,216,high
2024-12-03T19:30Z,221,212,high
2024-12-03T20:00Z,227,219,high
2024-12-03T20:30Z,225,217,high
2024-12-03T21:00Z,231,219,high
2024-12-03T21:30Z,222,222,high
2024-12-03T22:00Z,223,224,high
2024-12-03T22:30Z,223,221,high
2024-12-03T23:00Z,209,218,high
2024-12-03T23:30Z,208,209,high
2024-12-04T00:00Z,205,210,high
2024-12-04T00:30Z,205,205,high
2024-12-04T01:00Z,200,201,high
2024-12-04T01:30Z,196,220,high
2024-12-04T02:00Z,194,223,high
2024-12-04T02:30Z,195,208,high
2024-12-04T03:00Z,200,223,high
2024-12-04T03:30Z,201,230,high
2024-12-04T04:00Z,210,217,high
2024-12-04T04:30Z,216,203,high
2024-12-04T05:00Z,229,224,high
2024-12-04T05:30Z,242,216,high
2024-12-04T06:00Z,255,221,high
2024-12-04T06:30Z,261,237,high
2024-12-04T07:00Z,254,247,high
2024-12-04T07:30Z,256,253,high
2024-12-04T08:00Z,248,256,high
2024-12-04T08:30Z,249,241,high
2024-12-04T09:00Z,245,256,high
2024-12-04T09:30Z,245,239,high
2024-12-04T10:00Z,244,245,high
2024-12-04T10:30Z,241,239,high
2024-12-04T11:00Z,239,236,high
2024-12-04T11:30Z,237,229,high
2024-12-04T12:00Z,229,225,high
2024-12-04T12:30Z,222,221,high
2024-12-04T13:00Z,222,214,high
2024-12-04T13:30Z,216,210,high
2024-12-04T14:00Z,215,204,high
2024-12-04T14:30Z,213,207,high
2024-12-04T15:00Z,216,208,high
2024-12-04T15:30Z,217,207,high
2024-12-04T16:00Z,215,209,high
2024-12-04T16:30Z,211,205,high
2024-12-04T17:00Z,207,199,high
2024-12-04T17:30Z,202,197,high
2024-12-04T18:00Z,206,190,high
2024-12-04T18:30Z,198,182,high
2024-12-04T19:00Z,192,186,high
2024-12-04T19:30Z,183,174,moderate
2024-12-04T20:00Z,174,156,moderate
2024-12-04T20:30Z,162,136,moderate
2024-12-04T21:00Z,149,130,moderate
2024-12-04T21:30Z,134,124,moderate
2024-12-04T22:00Z,114,111,moderate
2024-12-04T22:30Z,99,107,low
2024-12-04T23:00Z,85,95,low
2024-12-04T23:30Z,79,92,low
2024-12-05T00:00Z,77,80,low
2024-12-05T00:30Z,79,77,low
2024-12-05T01:00Z,77,74,low
2024-12-05T01:30Z,72,73,low
2024-12-05T02:00Z,70,75,low
2024-12-05T02:30Z,69,70,low
2024-12-05T03:00Z,59,67,low
2024-12-05T03:30Z,58,63,low
2024-12-05T04:00Z,62,57,low
2024-12-05T04:30Z,60,55,low
2024-12-05T05:00Z,58,58,low
2024-12-05T05:30Z,68,126,low
2024-12-05T06:00Z,95,59,low
2024-12-05T06:30Z,112,67,moderate
2024-12-05T07:00Z,125,92,moderate
2024-12-05T07:30Z,130,108,moderate
2024-12-05T08:00Z,130,125,moderate
2024-12-05T08:30Z,132,129,moderate
2024-12-05T09:00Z,137,130,moderate
2024-12-05T09:30Z,139,128,moderate
2024-12-05T10:00Z,135,139,moderate
2024-12-05T10:30Z,133,136,moderate
2024-12-05T11:00Z,131,130,moderate
2024-12-05T11:30Z,130,130,moderate
2024-12-05T12:00Z,129,133,moderate
2024-12-05T12:30Z,128,136,moderate
2024-12-05T13:00Z,126,140,moderate
2024-12-05T13:30Z,125,134,moderate
2024-12-05T14:00Z,133,139,moderate
2024-12-05T14:30Z,132,117,moderate
2024-12-05T15:00Z,121,123,moderate
2024-12-05T15:30Z,112,124,moderate
2024-12-05T16:00Z,108,119,low
2024-12-05T16:30Z,108,107,low
2024-12-05T17:00Z,113,103,moderate
2024-12-05T17:30Z,109,102,low
2024-12-05T18:00Z,101,105,low
2024-12-05T18:30Z,94,97,low
2024-12-05T19:00Z,88,84,low
2024-12-05T19:30Z,77,81,low
2024-12-05T20:00Z,70,71,low
2024-12-05T20:30Z,64,64,low
2024-12-05T21:00Z,67,57,low
2024-12-05T21:30Z,62,81,low
2024-12-05T22:00Z,61,51,low
2024-12-05T22:30Z,58,45,low
2024-12-05T23:00Z,52,39,low
2024-12-05T23:30Z,53,57,low
2024-12-06T00:00Z,54,41,low
2024-12-06T00:30Z,58,45,low
2024-12-06T01:00Z,61,48,low
2024-12-06T01:30Z,62,49,low
2024-12-06T02:00Z,63,52,low
2024-12-06T02:30Z,61,52,low
2024-12-06T03:00Z,60,52,low
2024-12-06T03:30Z,59,53,low
2024-12-06T04:00Z,57,55,low
2024-12-06T04:30Z,59,49,low
2024-12-06T05:00Z,60,43,low
2024-12-06T05:30Z,66,50,low
2024-12-06T06:00Z,84,52,low
2024-12-06T06:30Z,104,58,low
2024-12-06T07:00Z,124,69,moderate
2024-12-06T07:30Z,137,99,moderate
2024-12-06T08:00Z,147,120,moderate
2024-12-06T08:30Z,152,116,moderate
2024-12-06T09:00Z,158,139,moderate
2024-12-06T09:30Z,158,155,moderate
2024-12-06T10:00Z,158,154,moderate
2024-12-06T10:30Z,157,160,moderate
2024-12-06T11:00Z,155,160,moderate
2024-12-06T11:30Z,164,164,moderate
2024-12-06T12:00Z,169,164,moderate
2024-12-06T12:30Z,174,174,moderate
2024-12-06T13:00Z,179,176,moderate
2024-12-06T13:30Z,185,177,moderate
2024-12-06T14:00Z,198,185,high
2024-12-06T14:30Z,198,187,high
2024-12-06T15:00Z,193,193,high
2024-12-06T15:30Z,186,195,moderate
2024-12-06T16:00Z,182,192,moderate
2024-12-06T16:30Z,177,179,moderate
2024-12-06T17:00Z,179,180,moderate
2024-12-06T17:30Z,169,177,moderate
2024-12-06T18:00Z,167,173,moderate
2024-12-06T18:30Z,159,165,moderate
2024-12-06T19:00Z,134,159,moderate
2024-12-06T19:30Z,111,141,moderate
2024-12-06T20:00Z,87,116,low
2024-12-06T20:30Z,76,93,low
2024-12-06T21:00Z,69,74,low
2024-12-06T21:30Z,65,63,low
2024-12-06T22:00Z,60,57,low
2024-12-06T22:30Z,57,55,low
2024-12-06T23:00Z,56,54,low
2024-12-06T23:30Z,55,47,low
2024-12-07T00:00Z,56,43,low
2024-12-07T00:30Z,60,51,low
2024-12-07T01:00Z,58,56,low
2024-12-07T01:30Z,56,54,low
2024-12-07T02:00Z,57,57,low
2024-12-07T02:30Z,60,54,low
2024-12-07T03:00Z,65,55,low
2024-12-07T03:30Z,63,59,low
2024-12-07T04:00Z,62,64,low
2024-12-07T04:30Z,58,59,low
2024-12-07T05:00Z,56,57,low
2024-12-07T05:30Z,57,59,low
2024-12-07T06:00Z,55,55,low
2024-12-07T06:30Z,55,53,low
2024-12-07T07:00Z,57,53,low
2024-12-07T07:30Z,63,56,low
2024-12-07T08:00Z,64,53,low
2024-12-07T08:30Z,69,50,low
2024-12-07T09:00Z,80,57,low
2024-12-07T09:30Z,96,70,low
2024-12-07T10:00Z,108,80,low
2024-12-07T10:30Z,110,96,moderate
2024-12-07T11:00Z,112,99,moderate
2024-12-07T11:30Z,113,100,moderate
2024-12-07T12:00Z,112,102,moderate
2024-12-07T12:30Z,109,98,low
2024-12-07T13:00Z,108,102,low
2024-12-07T13:30Z,95,94,low
2024-12-07T14:00Z,86,93,low
2024-12-07T14:30Z,83,78,low
2024-12-07T15:00Z,82,77,low
2024-12-07T15:30Z,84,73,low
2024-12-07T16:00Z,83,78,low
2024-12-07T16:30Z,85,78,low
2024-12-07T17:00Z,90,78,low
2024-12-07T17:30Z,91,73,low
2024-12-07T18:00Z,86,73,low
2024-12-07T18:30Z,81,72,low
2024-12-07T19:00Z,79,68,low
2024-12-07T19:30Z,74,70,low
2024-12-07T20:00Z,73,70,low
2024-12-07T20:30Z,67,62,low
2024-12-07T21:00Z,67,64,low
2024-12-07T21:30Z,65,62,low
2024-12-07T22:00Z,65,60,low
2024-12-07T22:30Z,58,58,low
2024-12-07T23:00Z,63,68,low
2024-12-07T23:30Z,58,58,low
2024-12-08T00:00Z,57,64,low
2024-12-08T00:30Z,60,58,low
2024-12-08T01:00Z,58,56,low
2024-12-08T01:30Z,55,59,low
2024-12-08T02:00Z,54,57,low
2024-12-08T02:30Z,57,53,low
2024-12-08T03:00Z,59,52,low
2024-12-08T03:30Z,57,58,low
2024-12-08T04:00Z,60,56,low
2024-12-08T04:30Z,58,53,low
2024-12-08T05:00Z,56,59,low
2024-12-08T05:30Z,54,55,low
2024-12-08T06:00Z,58,54,low
2024-12-08T06:30Z,57,59,low
2024-12-08T07:00Z,55,57,low
2024-12-08T07:30Z,57,55,low
2024-12-08T08:00Z,57,51,low
2024-12-08T08:30Z,57,49,low
2024-12-08T09:00Z,59,55,low
2024-12-08T09:30Z,63,53,low
2024-12-08T10:00Z,63,56,low
2024-12-08T10:30Z,61,61,low
2024-12-08T11:00Z,58,63,low
2024-12-08T11:30Z,60,60,low
2024-12-08T12:00Z,62,58,low
2024-12-08T12:30Z,63,56,low
2024-12-08T13:00Z,68,57,low
2024-12-08T13:30Z,69,58,low
2024-12-08T14:00Z,71,63,low
2024-12-08T14:30Z,72,64,low
2024-12-08T15:00Z,78,65,low
2024-12-08T15:30Z,83,75,low
2024-12-08T16:00Z,97,78,low
2024-12-08T16:30Z,105,82,low
2024-12-08T17:00Z,106,99,low
2024-12-08T17:30Z,106,103,low
2024-12-08T18:00Z,105,105,low
2024-12-08T18:30Z,97,104,low
2024-12-08T19:00Z,92,100,low
2024-12-08T19:30Z,90,92,low
2024-12-08T20:00Z,83,89,low
2024-12-08T20:30Z,76,88,low
2024-12-08T21:00Z,63,77,low
2024-12-08T21:30Z,55,68,low
2024-12-08T22:00Z,54,62,low
2024-12-08T22:30Z,52,54,low
2024-12-08T23:00Z,50,51,low
2024-12-08T23:30Z,49,49,low
2024-12-09T00:00Z,48,49,low
2024-12-09T00:30Z,48,48,low
2024-12-09T01:00Z,50,47,low
2024-12-09T01:30Z,49,46,low
2024-12-09T02:00Z,51,49,low
2024-12-09T02:30Z,50,49,low
2024-12-09T03:00Z,51,50,low
2024-12-09T03:30Z,52,49,low
2024-12-09T04:00Z,54,50,low
2024-12-09T04:30Z,56,51,low
2024-12-09T05:00Z,59,52,low
2024-12-09T05:30Z,67,59,low
2024-12-09T06:00Z,82,60,low
2024-12-09T06:30Z,109,78,low
2024-12-09T07:00Z,140,97,moderate
2024-12-09T07:30Z,158,112,moderate
2024-12-09T08:00Z,160,130,moderate
2024-12-09T08:30Z,160,148,moderate
2024-12-09T09:00Z,163,161,moderate
2024-12-09T09:30Z,163,158,moderate
2024-12-09T10:00Z,165,163,moderate
2024-12-09T10:30Z,162,157,moderate
2024-12-09T11:00Z,164,163,moderate
2024-12-09T11:30Z,163,162,moderate
2024-12-09T12:00Z,164,163,moderate
2024-12-09T12:30Z,164,162,moderate
2024-12-09T13:00Z,169,162,moderate
2024-12-09T13:30Z,170,162,moderate
2024-12-09T14:00Z,172,167,moderate
2024-12-09T14:30Z,174,168,moderate
2024-12-09T15:00Z,176,169,moderate
2024-12-09T15:30Z,176,172,moderate
2024-12-09T16:00Z,177,172,moderate
2024-12-09T16:30Z,180,173,moderate
2024-12-09T17:00Z,182,173,moderate
2024-12-09T17:30Z,182,176,moderate
2024-12-09T18:00Z,180,176,moderate
2024-12-09T18:30Z,182,175,moderate
2024-12-09T19:00Z,179,175,moderate
2024-12-09T19:30Z,177,175,moderate
2024-12-09T20:00Z,172,179,moderate
2024-12-09T20:30Z,165,173,moderate
2024-12-09T21:00Z,156,168,moderate
2024-12-09T21:30Z,147,163,moderate
2024-12-09T22:00Z,138,160,moderate
2024-12-09T22:30Z,122,146,moderate
2024-12-09T23:00Z,108,137,low
2024-12-09T23:30Z,103,115,low
2024-12-10T00:00Z,107,101,low
2024-12-10T00:30Z,110,104,moderate
2024-12-10T01:00Z,112,103,moderate
2024-12-10T01:30Z,107,104,low
2024-12-10T02:00Z,107,111,low
2024-12-10T02:30Z,105,105,low
2024-12-10T03:00Z,102,107,low
2024-12-10T03:30Z,102,101,low
2024-12-10T04:00Z,105,94,low
2024-12-10T04:30Z,106,97,low
2024-12-10T05:00Z,132,106,moderate
2024-12-10T05:30Z,152,113,moderate
2024-12-10T06:00Z,200,140,high
2024-12-10T06:30Z,215,171,high
2024-12-10T07:00Z,224,204,high
2024-12-10T07:30Z,227,213,high
2024-12-10T08:00Z,224,224,high
2024-12-10T08:30Z,224,221,high
2024-12-10T09:00Z,211,224,high
2024-12-10T09:30Z,213,225,high
2024-12-10T10:00Z,209,218,high
2024-12-10T10:30Z,210,216,high
2024-12-10T11:00Z,212,210,high
2024-12-10T11:30Z,213,209,high
2024-12-10T12:00Z,215,211,high
2024-12-10T12:30Z,214,210,high
2024-12-10T13:00Z,212,213,high
2024-12-10T13:30Z,215,211,high
2024-12-10T14:00Z,215,213,high
2024-12-10T14:30Z,216,214,high
2024-12-10T15:00Z,218,218,high
2024-12-10T15:30Z,220,214,high
2024-12-10T16:00Z,214,214,high
2024-12-10T16:30Z,219,218,high
2024-12-10T17:00Z,219,210,high
2024-12-10T17:30Z,222,212,high
2024-12-10T18:00Z,223,209,high
2024-12-10T18:30Z,223,213,high
2024-12-10T19:00Z,223,216,high
2024-12-10T19:30Z,225,221,high
2024-12-10T20:00Z,226,223,high
2024-12-10T20:30Z,228,224,high
2024-12-10T21:00Z,239,223,high
2024-12-10T21:30Z,241,217,high
2024-12-10T22:00Z,244,232,high
2024-12-10T22:30Z,242,232,high
2024-12-10T23:00Z,245,233,high
2024-12-10T23:30Z,246,235,high
2024-12-11T00:00Z,248,234,high
2024-12-11T00:30Z,250,244,high
2024-12-11T01:00Z,249,247,high
2024-12-11T01:30Z,247,245,high
2024-12-11T02:00Z,248,248,high
2024-12-11T02:30Z,249,247,high
2024-12-11T03:00Z,249,247,high
2024-12-11T03:30Z,248,246,high
2024-12-11T04:00Z,251,247,high
2024-12-11T04:30Z,251,247,high
2024-12-11T05:00Z,259,259,high
2024-12-11T05:30Z,264,255,high
2024-12-11T06:00Z,266,270,high
2024-12-11T06:30Z,274,269,very high
2024-12-11T07:00Z,259,269,high
2024-12-11T07:30Z,265,270,high
2024-12-11T08:00Z,262,259,high
2024-12-11T08:30Z,265,256,high
2024-12-11T09:00Z,267,260,high
2024-12-11T09:30Z,268,259,high
2024-12-11T10:00Z,269,263,high
2024-12-11T10:30Z,267,264,high
2024-12-11T11:00Z,266,264,high
2024-12-11T11:30Z,268,263,high
2024-12-11T12:00Z,265,262,high
2024-12-11T12:30Z,264,263,high
2024-12-11T13:00Z,262,260,high
2024-12-11T13:30Z,266,259,high
2024-12-11T14:00Z,265,258,high
2024-12-11T14:30Z,264,259,high
2024-12-11T15:00Z,264,259,high
2024-12-11T15:30Z,263,259,high
2024-12-11T16:00Z,263,256,high
2024-12-11T16:30Z,264,257,high
2024-12-11T17:00Z,262,256,high
2024-12-11T17:30Z,263,257,high
2024-12-11T18:00Z,262,255,high
2024-12-11T18:30Z,265,256,high
2024-12-11T19:00Z,265,257,high
2024-12-11T19:30Z,265,260,high
2024-12-11T20:00Z,270,264,very high
2024-12-11T20:30Z,269,260,high
2024-12-11T21:00Z,271,265,very high
2024-12-11T21:30Z,269,267,high
2024-12-11T22:00Z,283,274,very high
2024-12-11T22:30Z,282,264,very high
2024-12-11T23:00Z,284,274,very high
2024-12-11T23:30Z,284,278,very high
2024-12-12T00:00Z,284,279,very high
2024-12-12T00:30Z,284,282,very high
2024-12-12T01:00Z,283,284,very high
2024-12-12T01:30Z,284,286,very high
2024-12-12T02:00Z,283,284,very high
2024-12-12T02:30Z,284,284,very high
2024-12-12T03:00Z,285,285,very high
2024-12-12T03:30Z,285,283,very high
2024-12-12T04:00Z,289,284,very high
2024-12-12T04:30Z,292,285,very high
2024-12-12T05:00Z,297,294,very high
2024-12-12T05:30Z,297,296,very high
2024-12-12T06:00Z,299,303,very high
2024-12-12T06:30Z,303,307,very high
2024-12-12T07:00Z,289,309,very high
2024-12-12T07:30Z,289,307,very high
2024-12-12T08:00Z,286,284,very high
2024-12-12T08:30Z,286,283,very high
2024-12-12T09:00Z,283,279,very high
2024-12-12T09:30Z,283,275,very high
2024-12-12T10:00Z,281,271,very high
2024-12-12T10:30Z,276,274,very high
2024-12-12T11:00Z,273,273,very high
2024-12-12T11:30Z,273,270,very high
2024-12-12T12:00Z,273,265,very high
2024-12-12T12:30Z,273,270,very high
2024-12-12T13:00Z,272,267,very high
2024-12-12T13:30Z,274,269,very high
2024-12-12T14:00Z,278,270,very high
2024-12-12T14:30Z,276,262,very high
2024-12-12T15:00Z,272,268,very high
2024-12-12T15:30Z,272,268,very high
2024-12-12T16:00Z,268,262,high
2024-12-12T16:30Z,269,263,high
2024-12-12T17:00Z,267,260,high
2024-12-12T17:30Z,265,259,high
2024-12-12T18:00Z,261,258,high
2024-12-12T18:30Z,260,256,high
2024-12-12T19:00Z,267,253,high
2024-12-12T19:30Z,266,255,high
2024-12-12T20:00Z,261,259,high
2024-12-12T20:30Z,265,262,high
2024-12-12T21:00Z,269,259,high
2024-12-12T21:30Z,268,263,high
2024-12-12T22:00Z,280,266,very high
2024-12-12T22:30Z,279,262,very high
2024-12-12T23:00Z,282,277,very high
2024-12-12T23:30Z,283,277,very high
2024-12-13T00:00Z,281,273,very high
2024-12-13T00:30Z,279,282,very high
2024-12-13T01:00Z,278,279,very high
2024-12-13T01:30Z,278,277,very high
2024-12-13T02:00Z,278,277,very high
2024-12-13T02:30Z,275,279,very high
2024-12-13T03:00Z,277,277,very high
2024-12-13T03:30Z,278,276,very high
2024-12-13T04:00Z,279,276,very high
2024-12-13T04:30Z,280,277,very high
2024-12-13T05:00Z,288,285,very high
2024-12-13T05:30Z,293,288,very high
2024-12-13T06:00Z,298,293,very high
2024-12-13T06:30Z,303,295,very high
2024-12-13T07:00Z,293,301,very high
2024-12-13T07:30Z,291,299,very high
2024-12-13T08:00Z,282,291,very high
2024-12-13T08:30Z,282,287,very high
2024-12-13T09:00Z,280,278,very high
2024-12-13T09:30Z,281,275,very high
2024-12-13T10:00Z,283,274,very high
2024-12-13T10:30Z,277,275,very high
2024-12-13T11:00Z,277,277,very high
2024-12-13T11:30Z,277,270,very high
2024-12-13T12:00Z,273,269,very high
2024-12-13T12:30Z,271,270,very high
2024-12-13T13:00Z,270,267,very high
2024-12-13T13:30Z,273,265,very high
2024-12-13T14:00Z,278,265,very high
2024-12-13T14:30Z,278,269,very high
2024-12-13T15:00Z,284,275,very high
2024-12-13T15:30Z,276,272,very high
2024-12-13T16:00Z,276,278,very high
2024-12-13T16:30Z,273,270,very high
2024-12-13T17:00Z,272,266,very high
2024-12-13T17:30Z,270,265,very high
2024-12-13T18:00Z,269,265,high
2024-12-13T18:30Z,267,261,high
2024-12-13T19:00Z,263,259,high
2024-12-13T19:30Z,256,261,high
2024-12-13T20:00Z,257,260,high
2024-12-13T20:30Z,254,257,high
2024-12-13T21:00Z,255,252,high
2024-12-13T21:30Z,250,249,high
2024-12-13T22:00Z,252,249,high
2024-12-13T22:30Z,246,240,high
2024-12-13T23:00Z,219,248,high
2024-12-13T23:30Z,208,229,high
2024-12-14T00:00Z,199,202,high
2024-12-14T00:30Z,191,200,high
2024-12-14T01:00Z,182,193,moderate
2024-12-14T01:30Z,172,182,moderate
2024-12-14T02:00Z,171,157,moderate
2024-12-14T02:30Z,164,164,moderate
2024-12-14T03:00Z,155,153,moderate
2024-12-14T03:30Z,149,161,moderate
2024-12-14T04:00Z,148,148,moderate
2024-12-14T04:30Z,148,149,moderate
2024-12-14T05:00Z,154,152,moderate
2024-12-14T05:30Z,158,152,moderate
2024-12-14T06:00Z,166,157,moderate
2024-12-14T06:30Z,165,159,moderate
2024-12-14T07:00Z,169,169,moderate
2024-12-14T07:30Z,170,172,moderate
2024-12-14T08:00Z,161,171,moderate
2024-12-14T08:30Z,167,174,moderate
2024-12-14T09:00Z,152,164,moderate
2024-12-14T09:30Z,148,176,moderate
2024-12-14T10:00Z,146,157,moderate
2024-12-14T10:30Z,141,147,moderate
2024-12-14T11:00Z,144,156,moderate
2024-12-14T11:30Z,140,143,moderate
2024-12-14T12:00Z,134,140,moderate
2024-12-14T12:30Z,133,145,moderate
2024-12-14T13:00Z,132,136,moderate
2024-12-14T13:30Z,132,137,moderate
2024-12-14T14:00Z,142,137,moderate
2024-12-14T14:30Z,148,135,moderate
2024-12-14T15:00Z,153,148,moderate
2024-12-14T15:30Z,158,160,moderate
2024-12-14T16:00Z,155,165,moderate
2024-12-14T16:30Z,156,169,moderate
2024-12-14T17:00Z,152,169,moderate
2024-12-14T17:30Z,151,168,moderate
2024-12-14T18:00Z,149,154,moderate
2024-12-14T18:30Z,141,153,moderate
2024-12-14T19:00Z,126,142,moderate
2024-12-14T19:30Z,119,146,moderate
2024-12-14T20:00Z,109,128,low
2024-12-14T20:30Z,98,115,low
2024-12-14T21:00Z,95,106,low
2024-12-14T21:30Z,89,97,low
2024-12-14T22:00Z,84,92,low
2024-12-14T22:30Z,73,88,low
2024-12-14T23:00Z,57,80,low
2024-12-14T23:30Z,49,76,low
2024-12-15T00:00Z,53,59,low
2024-12-15T00:30Z,56,49,low
2024-12-15T01:00Z,58,53,low
2024-12-15T01:30Z,55,54,low
2024-12-15T02:00Z,53,56,low
2024-12-15T02:30Z,51,55,low
2024-12-15T03:00Z,52,51,low
2024-12-15T03:30Z,48,52,low
2024-12-15T04:00Z,50,52,low
2024-12-15T04:30Z,50,49,low
2024-12-15T05:00Z,55,50,low
2024-12-15T05:30Z,57,51,low
2024-12-15T06:00Z,59,55,low
2024-12-15T06:30Z,62,58,low
2024-12-15T07:00Z,62,57,low
2024-12-15T07:30Z,69,61,low
2024-12-15T08:00Z,74,60,low
2024-12-15T08:30Z,74,68,low
2024-12-15T09:00Z,71,72,low
2024-12-15T09:30Z,71,68,low
2024-12-15T10:00Z,61,68,low
2024-12-15T10:30Z,61,67,low
2024-12-15T11:00Z,61,63,low
2024-12-15T11:30Z,63,60,low
2024-12-15T12:00Z,63,60,low
2024-12-15T12:30Z,58,62,low
2024-12-15T13:00Z,55,62,low
2024-12-15T13:30Z,55,59,low
2024-12-15T14:00Z,55,57,low
2024-12-15T14:30Z,57,56,low
2024-12-15T15:00Z,60,57,low
2024-12-15T15:30Z,70,56,low
2024-12-15T16:00Z,73,61,low
2024-12-15T16:30Z,77,55,low
2024-12-15T17:00Z,80,75,low
