Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-03-01T23:30Z,133,145,moderate
2024-03-02T00:00Z,143,139,moderate
2024-03-02T00:30Z,150,136,moderate
2024-03-02T01:00Z,148,144,moderate
2024-03-02T01:30Z,139,146,moderate
2024-03-02T02:00Z,140,151,moderate
2024-03-02T02:30Z,140,147,moderate
2024-03-02T03:00Z,142,140,moderate
2024-03-02T03:30Z,138,136,moderate
2024-03-02T04:00Z,137,132,moderate
2024-03-02T04:30Z,131,130,moderate
2024-03-02T05:00Z,131,137,moderate
2024-03-02T05:30Z,128,137,moderate
2024-03-02T06:00Z,126,140,moderate
2024-03-02T06:30Z,126,141,moderate
2024-03-02T07:00Z,136,137,moderate
2024-03-02T07:30Z,137,133,moderate
2024-03-02T08:00Z,145,137,moderate
2024-03-02T08:30Z,150,139,moderate
2024-03-02T09:00Z,153,151,moderate
2024-03-02T09:30Z,150,150,moderate
2024-03-02T10:00Z,145,153,moderate
2024-03-02T10:30Z,143,151,moderate
2024-03-02T11:00Z,141,144,moderate
2024-03-02T11:30Z,138,145,moderate
2024-03-02T12:00Z,133,143,moderate
2024-03-02T12:30Z,133,143,moderate
2024-03-02T13:00Z,133,137,moderate
2024-03-02T13:30Z,127,137,moderate
2024-03-02T14:00Z,121,138,moderate
2024-03-02T14:30Z,122,127,moderate
2024-03-02T15:00Z,120,118,moderate
2024-03-02T15:30Z,127,120,moderate
2024-03-02T16:00Z,145,123,moderate
2024-03-02T16:30Z,155,136,moderate
2024-03-02T17:00Z,162,158,moderate
2024-03-02T17:30Z,166,167,moderate
2024-03-02T18:00Z,165,171,moderate
2024-03-02T18:30Z,163,170,moderate
2024-03-02T19:00Z,165,171,moderate
2024-03-02T19:30Z,166,166,moderate
2024-03-02T20:00Z,163,169,moderate
2024-03-02T20:30Z,160,167,moderate
2024-03-02T21:00Z,157,170,moderate
2024-03-02T21:30Z,154,162,moderate
2024-03-02T22:00Z,151,156,moderate
2024-03-02T22:30Z,146,154,moderate
2024-03-02T23:00Z,139,151,moderate
2024-03-02T23:30Z,137,147,moderate
2024-03-03T00:00Z,139,139,moderate
2024-03-03T00:30Z,146,144,moderate
2024-03-03T01:00Z,144,150,moderate
2024-03-03T01:30Z,146,156,moderate
2024-03-03T02:00Z,148,147,moderate
2024-03-03T02:30Z,149,154,moderate
2024-03-03T03:00Z,152,155,moderate
2024-03-03T03:30Z,152,156,moderate
2024-03-03T04:00Z,149,157,moderate
2024-03-03T04:30Z,149,158,moderate
2024-03-03T05:00Z,151,156,moderate
2024-03-03T05:30Z,154,157,moderate
2024-03-03T06:00Z,155,155,moderate
2024-03-03T06:30Z,162,162,moderate
2024-03-03T07:00Z,169,164,moderate
2024-03-03T07:30Z,173,143,moderate
2024-03-03T08:00Z,173,179,moderate
2024-03-03T08:30Z,169,176,moderate
2024-03-03T09:00Z,165,175,moderate
2024-03-03T09:30Z,165,173,moderate
2024-03-03T10:00Z,162,167,moderate
2024-03-03T10:30Z,161,163,moderate
2024-03-03T11:00Z,164,162,moderate
2024-03-03T11:30Z,165,162,moderate
2024-03-03T12:00Z,168,163,moderate
2024-03-03T12:30Z,170,168,moderate
2024-03-03T13:00Z,173,174,moderate
2024-03-03T13:30Z,171,175,moderate
2024-03-03T14:00Z,178,179,moderate
2024-03-03T14:30Z,185,178,moderate
2024-03-03T15:00Z,195,190,high
2024-03-03T15:30Z,210,194,high
2024-03-03T16:00Z,225,203,high
2024-03-03T16:30Z,233,214,high
2024-03-03T17:00Z,234,233,high
2024-03-03T17:30Z,237,241,high
2024-03-03T18:00Z,238,240,high
2024-03-03T18:30Z,235,243,high
2024-03-03T19:00Z,238,241,high
2024-03-03T19:30Z,240,240,high
2024-03-03T20:00Z,246,239,high
2024-03-03T20:30Z,242,233,high
2024-03-03T21:00Z,244,247,high
2024-03-03T21:30Z,236,248,high
2024-03-03T22:00Z,208,247,high
2024-03-03T22:30Z,201,244,high
2024-03-03T23:00Z,203,212,high
2024-03-03T23:30Z,202,211,high
2024-03-04T00:00Z,201,213,high
2024-03-04T00:30Z,204,213,high
2024-03-04T01:00Z,206,207,high
2024-03-04T01:30Z,206,210,high
2024-03-04T02:00Z,206,212,high
2024-03-04T02:30Z,203,216,high
2024-03-04T03:00Z,207,219,high
2024-03-04T03:30Z,207,209,high
2024-03-04T04:00Z,216,206,high
2024-03-04T04:30Z,218,208,high
2024-03-04T05:00Z,238,223,high
2024-03-04T05:30Z,248,219,high
2024-03-04T06:00Z,253,236,high
2024-03-04T06:30Z,255,245,high
2024-03-04T07:00Z,247,227,high
2024-03-04T07:30Z,244,212,high
2024-03-04T08:00Z,242,243,high
2024-03-04T08:30Z,231,235,high
2024-03-04T09:00Z,224,242,high
2024-03-04T09:30Z,214,224,high
2024-03-04T10:00Z,202,218,high
2024-03-04T10:30Z,189,211,moderate
2024-03-04T11:00Z,176,201,moderate
2024-03-04T11:30Z,168,185,moderate
2024-03-04T12:00Z,162,177,moderate
2024-03-04T12:30Z,158,178,moderate
2024-03-04T13:00Z,160,167,moderate
2024-03-04T13:30Z,159,153,moderate
2024-03-04T14:00Z,167,159,moderate
2024-03-04T14:30Z,167,159,moderate
2024-03-04T15:00Z,174,167,moderate
2024-03-04T15:30Z,175,171,moderate
2024-03-04T16:00Z,175,175,moderate
2024-03-04T16:30Z,172,171,moderate
2024-03-04T17:00Z,188,174,moderate
2024-03-04T17:30Z,183,174,moderate
2024-03-04T18:00Z,179,175,moderate
2024-03-04T18:30Z,173,172,moderate
2024-03-04T19:00Z,170,172,moderate
2024-03-04T19:30Z,160,170,moderate
2024-03-04T20:00Z,151,163,moderate
2024-03-04T20:30Z,139,154,moderate
2024-03-04T21:00Z,121,138,moderate
2024-03-04T21:30Z,111,135,moderate
2024-03-04T22:00Z,102,126,low
2024-03-04T22:30Z,94,101,low
2024-03-04T23:00Z,119,112,moderate
2024-03-04T23:30Z,128,91,moderate
2024-03-05T00:00Z,128,82,moderate
2024-03-05T00:30Z,135,78,moderate
2024-03-05T01:00Z,131,107,moderate
2024-03-05T01:30Z,138,123,moderate
2024-03-05T02:00Z,138,105,moderate
2024-03-05T02:30Z,139,112,moderate
2024-03-05T03:00Z,140,113,moderate
2024-03-05T03:30Z,139,116,moderate
2024-03-05T04:00Z,138,115,moderate
2024-03-05T04:30Z,145,112,moderate
2024-03-05T05:00Z,161,117,moderate
2024-03-05T05:30Z,175,130,moderate
2024-03-05T06:00Z,197,158,high
2024-03-05T06:30Z,212,188,high
2024-03-05T07:00Z,206,195,high
2024-03-05T07:30Z,213,205,high
2024-03-05T08:00Z,215,203,high
2024-03-05T08:30Z,213,208,high
2024-03-05T09:00Z,206,214,high
2024-03-05T09:30Z,203,215,high
2024-03-05T10:00Z,200,207,high
2024-03-05T10:30Z,196,199,high
2024-03-05T11:00Z,192,201,high
2024-03-05T11:30Z,190,198,high
2024-03-05T12:00Z,190,194,high
2024-03-05T12:30Z,189,193,moderate
2024-03-05T13:00Z,193,193,high
2024-03-05T13:30Z,193,193,high
2024-03-05T14:00Z,194,200,high
2024-03-05T14:30Z,199,203,high
2024-03-05T15:00Z,211,203,high
2024-03-05T15:30Z,226,211,high
2024-03-05T16:00Z,235,221,high
2024-03-05T16:30Z,236,231,high
2024-03-05T17:00Z,244,244,high
2024-03-05T17:30Z,247,245,high
2024-03-05T18:00Z,256,253,high
2024-03-05T18:30Z,259,255,high
2024-03-05T19:00Z,254,260,high
2024-03-05T19:30Z,252,263,high
2024-03-05T20:00Z,258,263,high
2024-03-05T20:30Z,258,258,high
2024-03-05T21:00Z,255,264,high
2024-03-05T21:30Z,248,257,high
2024-03-05T22:00Z,242,254,high
2024-03-05T22:30Z,231,239,high
2024-03-05T23:00Z,224,229,high
2024-03-05T23:30Z,217,229,high
2024-03-06T00:00Z,215,198,high
2024-03-06T00:30Z,215,193,high
2024-03-06T01:00Z,213,194,high
2024-03-06T01:30Z,210,192,high
2024-03-06T02:00Z,211,190,high
2024-03-06T02:30Z,208,193,high
2024-03-06T03:00Z,211,188,high
2024-03-06T03:30Z,212,187,high
2024-03-06T04:00Z,210,185,high
2024-03-06T04:30Z,213,191,high
2024-03-06T05:00Z,233,184,high
2024-03-06T05:30Z,239,206,high
2024-03-06T06:00Z,256,227,high
2024-03-06T06:30Z,262,238,high
2024-03-06T07:00Z,257,249,high
2024-03-06T07:30Z,259,252,high
2024-03-06T08:00Z,243,248,high
2024-03-06T08:30Z,242,252,high
2024-03-06T09:00Z,235,233,high
2024-03-06T09:30Z,229,237,high
2024-03-06T10:00Z,219,227,high
2024-03-06T10:30Z,214,224,high
2024-03-06T11:00Z,210,217,high
2024-03-06T11:30Z,203,212,high
2024-03-06T12:00Z,199,212,high
2024-03-06T12:30Z,199,201,high
2024-03-06T13:00Z,205,198,high
2024-03-06T13:30Z,209,206,high
2024-03-06T14:00Z,218,221,high
2024-03-06T14:30Z,223,214,high
2024-03-06T15:00Z,226,218,high
2024-03-06T15:30Z,231,224,high
2024-03-06T16:00Z,226,236,high
2024-03-06T16:30Z,234,247,high
2024-03-06T17:00Z,247,253,high
2024-03-06T17:30Z,249,250,high
2024-03-06T18:00Z,240,247,high
2024-03-06T18:30Z,240,252,high
2024-03-06T19:00Z,247,240,high
2024-03-06T19:30Z,243,241,high
2024-03-06T20:00Z,238,251,high
2024-03-06T20:30Z,232,243,high
2024-03-06T21:00Z,220,233,high
2024-03-06T21:30Z,214,230,high
2024-03-06T22:00Z,214,184,high
2024-03-06T22:30Z,207,189,high
2024-03-06T23:00Z,184,191,moderate
2024-03-06T23:30Z,176,176,moderate
2024-03-07T00:00Z,171,176,moderate
2024-03-07T00:30Z,171,153,moderate
2024-03-07T01:00Z,171,156,moderate
2024-03-07T01:30Z,169,137,moderate
2024-03-07T02:00Z,167,136,moderate
2024-03-07T02:30Z,163,139,moderate
2024-03-07T03:00Z,169,139,moderate
2024-03-07T03:30Z,173,140,moderate
2024-03-07T04:00Z,186,143,moderate
2024-03-07T04:30Z,183,150,moderate
2024-03-07T05:00Z,200,163,high
2024-03-07T05:30Z,205,153,high
2024-03-07T06:00Z,199,176,high
2024-03-07T06:30Z,204,190,high
2024-03-07T07:00Z,192,188,high
2024-03-07T07:30Z,188,153,moderate
2024-03-07T08:00Z,176,175,moderate
2024-03-07T08:30Z,175,174,moderate
2024-03-07T09:00Z,172,171,moderate
2024-03-07T09:30Z,162,161,moderate
2024-03-07T10:00Z,153,158,moderate
2024-03-07T10:30Z,146,152,moderate
2024-03-07T11:00Z,127,137,moderate
2024-03-07T11:30Z,118,134,moderate
2024-03-07T12:00Z,115,123,moderate
2024-03-07T12:30Z,120,122,moderate
2024-03-07T13:00Z,121,117,moderate
2024-03-07T13:30Z,121,119,moderate
2024-03-07T14:00Z,134,125,moderate
2024-03-07T14:30Z,129,119,moderate
2024-03-07T15:00Z,139,115,moderate
2024-03-07T15:30Z,150,123,moderate
2024-03-07T16:00Z,152,145,moderate
2024-03-07T16:30Z,156,148,moderate
2024-03-07T17:00Z,152,154,moderate
2024-03-07T17:30Z,156,160,moderate
2024-03-07T18:00Z,151,155,moderate
2024-03-07T18:30Z,151,159,moderate
2024-03-07T19:00Z,149,152,moderate
2024-03-07T19:30Z,141,154,moderate
2024-03-07T20:00Z,128,151,moderate
2024-03-07T20:30Z,110,146,moderate
2024-03-07T21:00Z,91,130,low
2024-03-07T21:30Z,80,113,low
2024-03-07T22:00Z,81,91,low
2024-03-07T22:30Z,77,87,low
2024-03-07T23:00Z,69,79,low
2024-03-07T23:30Z,65,77,low
2024-03-08T00:00Z,68,76,low
2024-03-08T00:30Z,70,67,low
2024-03-08T01:00Z,69,68,low
2024-03-08T01:30Z,69,74,low
2024-03-08T02:00Z,74,74,low
2024-03-08T02:30Z,76,72,low
2024-03-08T03:00Z,75,74,low
2024-03-08T03:30Z,79,74,low
2024-03-08T04:00Z,74,73,low
2024-03-08T04:30Z,75,77,low
2024-03-08T05:00Z,82,66,low
2024-03-08T05:30Z,90,73,low
2024-03-08T06:00Z,85,78,low
2024-03-08T06:30Z,95,89,low
2024-03-08T07:00Z,100,90,low
2024-03-08T07:30Z,102,76,low
2024-03-08T08:00Z,100,89,low
2024-03-08T08:30Z,101,88,low
2024-03-08T09:00Z,96,88,low
2024-03-08T09:30Z,90,89,low
2024-03-08T10:00Z,79,81,low
2024-03-08T10:30Z,68,73,low
2024-03-08T11:00Z,58,69,low
2024-03-08T11:30Z,55,68,low
2024-03-08T12:00Z,55,58,low
2024-03-08T12:30Z,52,58,low
2024-03-08T13:00Z,50,55,low
2024-03-08T13:30Z,50,53,low
2024-03-08T14:00Z,51,50,low
2024-03-08T14:30Z,55,57,low
2024-03-08T15:00Z,58,49,low
2024-03-08T15:30Z,71,52,low
2024-03-08T16:00Z,76,60,low
2024-03-08T16:30Z,85,65,low
2024-03-08T17:00Z,90,72,low
2024-03-08T17:30Z,97,74,low
2024-03-08T18:00Z,101,82,low
2024-03-08T18:30Z,102,92,low
2024-03-08T19:00Z,96,139,low
2024-03-08T19:30Z,93,152,low
2024-03-08T20:00Z,87,128,low
2024-03-08T20:30Z,80,119,low
2024-03-08T21:00Z,81,107,low
2024-03-08T21:30Z,71,99,low
2024-03-08T22:00Z,67,93,low
2024-03-08T22:30Z,63,93,low
2024-03-08T23:00Z,70,94,low
2024-03-08T23:30Z,68,88,low
2024-03-09T00:00Z,73,87,low
2024-03-09T00:30Z,76,83,low
2024-03-09T01:00Z,77,80,low
2024-03-09T01:30Z,71,75,low
2024-03-09T02:00Z,69,68,low
2024-03-09T02:30Z,70,67,low
2024-03-09T03:00Z,70,66,low
2024-03-09T03:30Z,70,67,low
2024-03-09T04:00Z,72,66,low
2024-03-09T04:30Z,70,71,low
2024-03-09T05:00Z,69,74,low
2024-03-09T05:30Z,70,85,low
2024-03-09T06:00Z,71,67,low
2024-03-09T06:30Z,75,68,low
2024-03-09T07:00Z,71,68,low
2024-03-09T07:30Z,70,71,low
2024-03-09T08:00Z,60,76,low
2024-03-09T08:30Z,61,63,low
2024-03-09T09:00Z,60,58,low
2024-03-09T09:30Z,59,57,low
2024-03-09T10:00Z,58,47,low
2024-03-09T10:30Z,55,49,low
2024-03-09T11:00Z,55,45,low
2024-03-09T11:30Z,55,50,low
2024-03-09T12:00Z,54,50,low
2024-03-09T12:30Z,53,50,low
2024-03-09T13:00Z,50,49,low
2024-03-09T13:30Z,47,49,low
2024-03-09T14:00Z,47,49,low
2024-03-09T14:30Z,47,48,low
2024-03-09T15:00Z,49,43,low
2024-03-09T15:30Z,51,47,low
2024-03-09T16:00Z,61,48,low
2024-03-09T16:30Z,73,52,low
2024-03-09T17:00Z,82,60,low
2024-03-09T17:30Z,88,71,low
2024-03-09T18:00Z,90,76,low
2024-03-09T18:30Z,90,86,low
2024-03-09T19:00Z,85,86,low
2024-03-09T19:30Z,79,78,low
2024-03-09T20:00Z,81,69,low
2024-03-09T20:30Z,78,71,low
2024-03-09T21:00Z,73,63,low
2024-03-09T21:30Z,68,61,low
2024-03-09T22:00Z,74,59,low
2024-03-09T22:30Z,73,57,low
2024-03-09T23:00Z,77,64,low
2024-03-09T23:30Z,72,64,low
2024-03-10T00:00Z,76,67,low
2024-03-10T00:30Z,84,69,low
2024-03-10T01:00Z,75,67,low
2024-03-10T01:30Z,76,73,low
2024-03-10T02:00Z,79,68,low
2024-03-10T02:30Z,76,69,low
2024-03-10T03:00Z,81,66,low
2024-03-10T03:30Z,79,68,low
2024-03-10T04:00Z,82,77,low
2024-03-10T04:30Z,85,81,low
2024-03-10T05:00Z,89,79,low
2024-03-10T05:30Z,85,83,low
2024-03-10T06:00Z,85,87,low
2024-03-10T06:30Z,90,86,low
2024-03-10T07:00Z,90,83,low
2024-03-10T07:30Z,85,82,low
2024-03-10T08:00Z,80,87,low
2024-03-10T08:30Z,77,85,low
2024-03-10T09:00Z,72,79,low
2024-03-10T09:30Z,81,74,low
2024-03-10T10:00Z,88,70,low
2024-03-10T10:30Z,95,66,low
2024-03-10T11:00Z,94,69,low
2024-03-10T11:30Z,98,78,low
2024-03-10T12:00Z,98,90,low
2024-03-10T12:30Z,103,73,low
2024-03-10T13:00Z,104,94,low
2024-03-10T13:30Z,104,95,low
2024-03-10T14:00Z,103,98,low
2024-03-10T14:30Z,106,98,low
2024-03-10T15:00Z,108,99,low
2024-03-10T15:30Z,114,104,moderate
2024-03-10T16:00Z,113,107,moderate
2024-03-10T16:30Z,117,104,moderate
2024-03-10T17:00Z,127,116,moderate
2024-03-10T17:30Z,132,117,moderate
2024-03-10T18:00Z,136,123,moderate
2024-03-10T18:30Z,134,123,moderate
2024-03-10T19:00Z,130,130,moderate
2024-03-10T19:30Z,134,127,moderate
2024-03-10T20:00Z,138,122,moderate
2024-03-10T20:30Z,132,124,moderate
2024-03-10T21:00Z,128,131,moderate
2024-03-10T21:30Z,122,195,moderate
2024-03-10T22:00Z,119,119,moderate
2024-03-10T22:30Z,109,122,low
2024-03-10T23:00Z,105,113,low
2024-03-10T23:30Z,100,109,low
2024-03-11T00:00Z,101,89,low
2024-03-11T00:30Z,105,105,low
2024-03-11T01:00Z,106,101,low
2024-03-11T01:30Z,110,101,moderate
2024-03-11T02:00Z,118,95,moderate
2024-03-11T02:30Z,113,94,moderate
2024-03-11T03:00Z,115,121,moderate
2024-03-11T03:30Z,117,108,moderate
2024-03-11T04:00Z,122,109,moderate
2024-03-11T04:30Z,130,115,moderate
2024-03-11T05:00Z,158,128,moderate
2024-03-11T05:30Z,173,133,moderate
2024-03-11T06:00Z,199,151,high
2024-03-11T06:30Z,216,174,high
2024-03-11T07:00Z,236,198,high
2024-03-11T07:30Z,235,222,high
2024-03-11T08:00Z,214,230,high
2024-03-11T08:30Z,221,238,high
2024-03-11T09:00Z,218,220,high
2024-03-11T09:30Z,218,226,high
2024-03-11T10:00Z,220,214,high
2024-03-11T10:30Z,223,215,high
2024-03-11T11:00Z,226,215,high
2024-03-11T11:30Z,229,221,high
2024-03-11T12:00Z,234,228,high
2024-03-11T12:30Z,240,229,high
2024-03-11T13:00Z,242,231,high
2024-03-11T13:30Z,244,234,high
2024-03-11T14:00Z,246,235,high
2024-03-11T14:30Z,248,237,high
2024-03-11T15:00Z,252,237,high
2024-03-11T15:30Z,250,238,high
2024-03-11T16:00Z,246,247,high
2024-03-11T16:30Z,250,248,high
2024-03-11T17:00Z,253,245,high
2024-03-11T17:30Z,254,243,high
2024-03-11T18:00Z,258,249,high
2024-03-11T18:30Z,258,254,high
2024-03-11T19:00Z,258,254,high
2024-03-11T19:30Z,261,252,high
2024-03-11T20:00Z,258,263,high
2024-03-11T20:30Z,258,259,high
2024-03-11T21:00Z,247,258,high
2024-03-11T21:30Z,237,249,high
2024-03-11T22:00Z,236,246,high
2024-03-11T22:30Z,226,231,high
2024-03-11T23:00Z,212,223,high
2024-03-11T23:30Z,206,216,high
2024-03-12T00:00Z,206,204,high
2024-03-12T00:30Z,210,204,high
2024-03-12T01:00Z,208,198,high
2024-03-12T01:30Z,202,193,high
2024-03-12T02:00Z,197,197,high
2024-03-12T02:30Z,197,197,high
2024-03-12T03:00Z,196,198,high
2024-03-12T03:30Z,190,200,high
2024-03-12T04:00Z,200,202,high
2024-03-12T04:30Z,200,178,high
2024-03-12T05:00Z,208,190,high
2024-03-12T05:30Z,216,186,high
2024-03-12T06:00Z,235,208,high
2024-03-12T06:30Z,239,209,high
2024-03-12T07:00Z,234,223,high
2024-03-12T07:30Z,230,227,high
2024-03-12T08:00Z,220,224,high
2024-03-12T08:30Z,215,224,high
2024-03-12T09:00Z,210,218,high
2024-03-12T09:30Z,209,207,high
2024-03-12T10:00Z,207,208,high
2024-03-12T10:30Z,202,209,high
2024-03-12T11:00Z,197,198,high
2024-03-12T11:30Z,192,188,high
2024-03-12T12:00Z,188,179,moderate
2024-03-12T12:30Z,184,175,moderate
2024-03-12T13:00Z,180,172,moderate
2024-03-12T13:30Z,176,167,moderate
2024-03-12T14:00Z,188,179,moderate
2024-03-12T14:30Z,191,177,high
2024-03-12T15:00Z,194,191,high
2024-03-12T15:30Z,192,194,high
2024-03-12T16:00Z,192,195,high
2024-03-12T16:30Z,187,193,moderate
2024-03-12T17:00Z,190,194,high
2024-03-12T17:30Z,194,188,high
2024-03-12T18:00Z,198,189,high
2024-03-12T18:30Z,196,196,high
2024-03-12T19:00Z,193,193,high
2024-03-12T19:30Z,182,189,moderate
2024-03-12T20:00Z,164,185,moderate
2024-03-12T20:30Z,150,173,moderate
2024-03-12T21:00Z,126,140,moderate
2024-03-12T21:30Z,99,128,low
2024-03-12T22:00Z,91,112,low
2024-03-12T22:30Z,82,128,low
2024-03-12T23:00Z,84,95,low
2024-03-12T23:30Z,79,84,low
2024-03-13T00:00Z,87,91,low
2024-03-13T00:30Z,92,82,low
2024-03-13T01:00Z,82,86,low
2024-03-13T01:30Z,78,85,low
2024-03-13T02:00Z,79,81,low
2024-03-13T02:30Z,73,76,low
2024-03-13T03:00Z,79,86,low
2024-03-13T03:30Z,75,74,low
2024-03-13T04:00Z,82,85,low
2024-03-13T04:30Z,80,81,low
2024-03-13T05:00Z,81,84,low
2024-03-13T05:30Z,91,84,low
2024-03-13T06:00Z,99,84,low
2024-03-13T06:30Z,110,89,moderate
2024-03-13T07:00Z,108,97,low
2024-03-13T07:30Z,112,100,moderate
2024-03-13T08:00Z,95,109,low
2024-03-13T08:30Z,95,112,low
2024-03-13T09:00Z,93,94,low
2024-03-13T09:30Z,86,90,low
2024-03-13T10:00Z,84,90,low
2024-03-13T10:30Z,88,79,low
2024-03-13T11:00Z,86,78,low
2024-03-13T11:30Z,86,89,low
2024-03-13T12:00Z,87,85,low
2024-03-13T12:30Z,87,86,low
2024-03-13T13:00Z,89,87,low
2024-03-13T13:30Z,89,89,low
2024-03-13T14:00Z,90,88,low
2024-03-13T14:30Z,101,87,low
2024-03-13T15:00Z,97,89,low
2024-03-13T15:30Z,105,103,low
2024-03-13T16:00Z,119,100,moderate
2024-03-13T16:30Z,129,115,moderate
2024-03-13T17:00Z,140,131,moderate
2024-03-13T17:30Z,150,134,moderate
2024-03-13T18:00Z,160,146,moderate
2024-03-13T18:30Z,160,150,moderate
2024-03-13T19:00Z,149,156,moderate
2024-03-13T19:30Z,147,157,moderate
2024-03-13T20:00Z,148,146,moderate
2024-03-13T20:30Z,144,148,moderate
2024-03-13T21:00Z,138,137,moderate
2024-03-13T21:30Z,123,122,moderate
2024-03-13T22:00Z,103,130,low
2024-03-13T22:30Z,95,118,low
2024-03-13T23:00Z,78,103,low
2024-03-13T23:30Z,78,103,low
2024-03-14T00:00Z,77,102,low
2024-03-14T00:30Z,78,105,low
2024-03-14T01:00Z,78,81,low
2024-03-14T01:30Z,75,80,low
2024-03-14T02:00Z,75,82,low
2024-03-14T02:30Z,73,79,low
2024-03-14T03:00Z,70,73,low
2024-03-14T03:30Z,68,73,low
2024-03-14T04:00Z,74,80,low
2024-03-14T04:30Z,74,72,low
2024-03-14T05:00Z,87,79,low
2024-03-14T05:30Z,100,80,low
2024-03-14T06:00Z,126,89,moderate
2024-03-14T06:30Z,138,104,moderate
2024-03-14T07:00Z,139,135,moderate
2024-03-14T07:30Z,137,137,moderate
2024-03-14T08:00Z,127,151,moderate
2024-03-14T08:30Z,126,141,moderate
2024-03-14T09:00Z,125,128,moderate
2024-03-14T09:30Z,122,131,moderate
2024-03-14T10:00Z,119,119,moderate
2024-03-14T10:30Z,114,123,moderate
2024-03-14T11:00Z,111,113,moderate
2024-03-14T11:30Z,108,111,low
2024-03-14T12:00Z,108,119,low
2024-03-14T12:30Z,104,112,low
2024-03-14T13:00Z,106,111,low
2024-03-14T13:30Z,107,108,low
2024-03-14T14:00Z,110,109,moderate
2024-03-14T14:30Z,112,107,moderate
2024-03-14T15:00Z,112,107,moderate
2024-03-14T15:30Z,120,107,moderate
2024-03-14T16:00Z,117,108,moderate
2024-03-14T16:30Z,121,124,moderate
2024-03-14T17:00Z,123,127,moderate
2024-03-14T17:30Z,126,125,moderate
2024-03-14T18:00Z,128,124,moderate
2024-03-14T18:30Z,127,125,moderate
2024-03-14T19:00Z,125,130,moderate
2024-03-14T19:30Z,120,129,moderate
2024-03-14T20:00Z,106,127,low
2024-03-14T20:30Z,92,115,low
2024-03-14T21:00Z,76,111,low
2024-03-14T21:30Z,60,90,low
2024-03-14T22:00Z,59,78,low
2024-03-14T22:30Z,61,68,low
2024-03-14T23:00Z,56,59,low
2024-03-14T23:30Z,53,76,low
2024-03-15T00:00Z,58,59,low
2024-03-15T00:30Z,59,55,low
2024-03-15T01:00Z,59,62,low
2024-03-15T01:30Z,59,59,low
2024-03-15T02:00Z,60,63,low
2024-03-15T02:30Z,59,69,low
2024-03-15T03:00Z,63,73,low
2024-03-15T03:30Z,63,62,low
2024-03-15T04:00Z,60,69,low
2024-03-15T04:30Z,59,66,low
2024-03-15T05:00Z,56,66,low
2024-03-15T05:30Z,57,58,low
2024-03-15T06:00Z,63,62,low
2024-03-15T06:30Z,73,60,low
2024-03-15T07:00Z,74,71,low
2024-03-15T07:30Z,69,80,low
2024-03-15T08:00Z,69,83,low
2024-03-15T08:30Z,66,72,low
2024-03-15T09:00Z,64,74,low
2024-03-15T09:30Z,57,63,low
2024-03-15T10:00Z,53,65,low
2024-03-15T10:30Z,51,58,low
2024-03-15T11:00Z,52,48,low
2024-03-15T11:30Z,52,54,low
2024-03-15T12:00Z,53,50,low
2024-03-15T12:30Z,53,49,low
2024-03-15T13:00Z,54,49,low
2024-03-15T13:30Z,51,53,low
2024-03-15T14:00Z,48,52,low
2024-03-15T14:30Z,45,53,low
