Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-06-05T01:30Z,50,66,low
2024-06-05T02:00Z,52,61,low
2024-06-05T02:30Z,53,56,low
2024-06-05T03:00Z,53,48,low
2024-06-05T03:30Z,53,57,low
2024-06-05T04:00Z,54,61,low
2024-06-05T04:30Z,56,57,low
2024-06-05T05:00Z,53,45,low
2024-06-05T05:30Z,59,56,low
2024-06-05T06:00Z,56,59,low
2024-06-05T06:30Z,54,54,low
2024-06-05T07:00Z,52,52,low
2024-06-05T07:30Z,47,54,low
2024-06-05T08:00Z,46,50,low
2024-06-05T08:30Z,46,44,low
2024-06-05T09:00Z,40,37,low
2024-06-05T09:30Z,38,40,low
2024-06-05T10:00Z,38,43,low
2024-06-05T10:30Z,37,38,low
2024-06-05T11:00Z,36,34,low
2024-06-05T11:30Z,36,35,low
2024-06-05T12:00Z,38,31,low
2024-06-05T12:30Z,35,31,low
2024-06-05T13:00Z,34,40,very low
2024-06-05T13:30Z,34,39,very low
2024-06-05T14:00Z,32,34,very low
2024-06-05T14:30Z,41,35,low
2024-06-05T15:00Z,43,69,low
2024-06-05T15:30Z,49,35,low
2024-06-05T16:00Z,53,41,low
2024-06-05T16:30Z,61,40,low
2024-06-05T17:00Z,78,41,low
2024-06-05T17:30Z,87,47,low
2024-06-05T18:00Z,96,53,low
2024-06-05T18:30Z,102,77,low
2024-06-05T19:00Z,103,90,low
2024-06-05T19:30Z,108,99,low
2024-06-05T20:00Z,107,104,low
2024-06-05T20:30Z,108,104,low
2024-06-05T21:00Z,106,100,low
2024-06-05T21:30Z,96,101,low
2024-06-05T22:00Z,77,97,low
2024-06-05T22:30Z,69,100,low
2024-06-05T23:00Z,70,95,low
2024-06-05T23:30Z,66,73,low
2024-06-06T00:00Z,61,67,low
2024-06-06T00:30Z,64,70,low
2024-06-06T01:00Z,65,69,low
2024-06-06T01:30Z,66,64,low
2024-06-06T02:00Z,70,67,low
2024-06-06T02:30Z,74,71,low
2024-06-06T03:00Z,73,71,low
2024-06-06T03:30Z,71,72,low
2024-06-06T04:00Z,77,77,low
2024-06-06T04:30Z,86,82,low
2024-06-06T05:00Z,94,68,low
2024-06-06T05:30Z,108,80,low
2024-06-06T06:00Z,115,88,moderate
2024-06-06T06:30Z,113,108,moderate
2024-06-06T07:00Z,106,116,low
2024-06-06T07:30Z,98,109,low
2024-06-06T08:00Z,92,103,low
2024-06-06T08:30Z,88,94,low
2024-06-06T09:00Z,86,80,low
2024-06-06T09:30Z,80,74,low
2024-06-06T10:00Z,74,72,low
2024-06-06T10:30Z,71,73,low
2024-06-06T11:00Z,68,69,low
2024-06-06T11:30Z,66,62,low
2024-06-06T12:00Z,61,58,low
2024-06-06T12:30Z,57,59,low
2024-06-06T13:00Z,55,61,low
2024-06-06T13:30Z,55,59,low
2024-06-06T14:00Z,57,58,low
2024-06-06T14:30Z,60,54,low
2024-06-06T15:00Z,64,51,low
2024-06-06T15:30Z,75,53,low
2024-06-06T16:00Z,86,63,low
2024-06-06T16:30Z,96,74,low
2024-06-06T17:00Z,105,81,low
2024-06-06T17:30Z,115,102,moderate
2024-06-06T18:00Z,129,108,moderate
2024-06-06T18:30Z,135,121,moderate
2024-06-06T19:00Z,133,131,moderate
2024-06-06T19:30Z,133,139,moderate
2024-06-06T20:00Z,125,146,moderate
2024-06-06T20:30Z,122,135,moderate
2024-06-06T21:00Z,131,125,moderate
2024-06-06T21:30Z,130,117,moderate
2024-06-06T22:00Z,115,107,moderate
2024-06-06T22:30Z,101,112,low
2024-06-06T23:00Z,91,113,low
2024-06-06T23:30Z,88,107,low
2024-06-07T00:00Z,86,102,low
2024-06-07T00:30Z,84,95,low
2024-06-07T01:00Z,85,90,low
2024-06-07T01:30Z,80,89,low
2024-06-07T02:00Z,81,90,low
2024-06-07T02:30Z,81,92,low
2024-06-07T03:00Z,79,83,low
2024-06-07T03:30Z,76,79,low
2024-06-07T04:00Z,78,84,low
2024-06-07T04:30Z,79,77,low
2024-06-07T05:00Z,77,57,low
2024-06-07T05:30Z,79,76,low
2024-06-07T06:00Z,72,73,low
2024-06-07T06:30Z,71,61,low
2024-06-07T07:00Z,63,59,low
2024-06-07T07:30Z,58,59,low
2024-06-07T08:00Z,51,56,low
2024-06-07T08:30Z,45,56,low
2024-06-07T09:00Z,41,56,low
2024-06-07T09:30Z,37,49,low
2024-06-07T10:00Z,36,47,low
2024-06-07T10:30Z,35,44,low
2024-06-07T11:00Z,33,39,very low
2024-06-07T11:30Z,30,39,very low
2024-06-07T12:00Z,30,40,very low
2024-06-07T12:30Z,29,40,very low
2024-06-07T13:00Z,30,36,very low
2024-06-07T13:30Z,30,29,very low
2024-06-07T14:00Z,26,24,very low
2024-06-07T14:30Z,27,27,very low
2024-06-07T15:00Z,32,30,very low
2024-06-07T15:30Z,43,30,low
2024-06-07T16:00Z,50,29,low
2024-06-07T16:30Z,58,35,low
2024-06-07T17:00Z,66,43,low
2024-06-07T17:30Z,75,53,low
2024-06-07T18:00Z,85,64,low
2024-06-07T18:30Z,92,73,low
2024-06-07T19:00Z,90,78,low
2024-06-07T19:30Z,91,85,low
2024-06-07T20:00Z,99,93,low
2024-06-07T20:30Z,100,91,low
2024-06-07T21:00Z,98,83,low
2024-06-07T21:30Z,93,87,low
2024-06-07T22:00Z,75,93,low
2024-06-07T22:30Z,59,91,low
2024-06-07T23:00Z,65,87,low
2024-06-07T23:30Z,70,59,low
2024-06-08T00:00Z,76,59,low
2024-06-08T00:30Z,76,69,low
2024-06-08T01:00Z,71,74,low
2024-06-08T01:30Z,69,76,low
2024-06-08T02:00Z,69,80,low
2024-06-08T02:30Z,68,74,low
2024-06-08T03:00Z,67,71,low
2024-06-08T03:30Z,66,74,low
2024-06-08T04:00Z,66,71,low
2024-06-08T04:30Z,68,64,low
2024-06-08T05:00Z,61,54,low
2024-06-08T05:30Z,66,67,low
2024-06-08T06:00Z,66,70,low
2024-06-08T06:30Z,58,58,low
2024-06-08T07:00Z,53,59,low
2024-06-08T07:30Z,56,62,low
2024-06-08T08:00Z,56,55,low
2024-06-08T08:30Z,54,56,low
2024-06-08T09:00Z,53,58,low
2024-06-08T09:30Z,47,57,low
2024-06-08T10:00Z,50,57,low
2024-06-08T10:30Z,48,54,low
2024-06-08T11:00Z,47,47,low
2024-06-08T11:30Z,44,49,low
2024-06-08T12:00Z,50,49,low
2024-06-08T12:30Z,43,45,low
2024-06-08T13:00Z,45,43,low
2024-06-08T13:30Z,44,47,low
2024-06-08T14:00Z,48,42,low
2024-06-08T14:30Z,51,46,low
2024-06-08T15:00Z,49,45,low
2024-06-08T15:30Z,52,47,low
2024-06-08T16:00Z,45,50,low
2024-06-08T16:30Z,55,50,low
2024-06-08T17:00Z,57,53,low
2024-06-08T17:30Z,63,48,low
2024-06-08T18:00Z,68,61,low
2024-06-08T18:30Z,73,63,low
2024-06-08T19:00Z,77,67,low
2024-06-08T19:30Z,73,74,low
2024-06-08T20:00Z,64,78,low
2024-06-08T20:30Z,59,73,low
2024-06-08T21:00Z,58,65,low
2024-06-08T21:30Z,53,58,low
2024-06-08T22:00Z,59,53,low
2024-06-08T22:30Z,53,52,low
2024-06-08T23:00Z,55,47,low
2024-06-08T23:30Z,51,57,low
2024-06-09T00:00Z,52,60,low
2024-06-09T00:30Z,55,48,low
2024-06-09T01:00Z,60,53,low
2024-06-09T01:30Z,60,54,low
2024-06-09T02:00Z,58,57,low
2024-06-09T02:30Z,59,62,low
2024-06-09T03:00Z,57,61,low
2024-06-09T03:30Z,58,60,low
2024-06-09T04:00Z,61,59,low
2024-06-09T04:30Z,61,56,low
2024-06-09T05:00Z,59,42,low
2024-06-09T05:30Z,61,62,low
2024-06-09T06:00Z,63,66,low
2024-06-09T06:30Z,61,53,low
2024-06-09T07:00Z,54,49,low
2024-06-09T07:30Z,53,49,low
2024-06-09T08:00Z,49,50,low
2024-06-09T08:30Z,46,47,low
2024-06-09T09:00Z,45,42,low
2024-06-09T09:30Z,46,42,low
2024-06-09T10:00Z,48,40,low
2024-06-09T10:30Z,52,37,low
2024-06-09T11:00Z,55,37,low
2024-06-09T11:30Z,55,39,low
2024-06-09T12:00Z,48,46,low
2024-06-09T12:30Z,50,51,low
2024-06-09T13:00Z,51,48,low
2024-06-09T13:30Z,55,44,low
2024-06-09T14:00Z,59,53,low
2024-06-09T14:30Z,65,53,low
2024-06-09T15:00Z,74,57,low
2024-06-09T15:30Z,83,64,low
2024-06-09T16:00Z,96,70,low
2024-06-09T16:30Z,106,80,low
2024-06-09T17:00Z,111,92,moderate
2024-06-09T17:30Z,116,102,moderate
2024-06-09T18:00Z,120,117,moderate
2024-06-09T18:30Z,124,129,moderate
2024-06-09T19:00Z,126,129,moderate
2024-06-09T19:30Z,123,128,moderate
2024-06-09T20:00Z,124,123,moderate
2024-06-09T20:30Z,122,116,moderate
2024-06-09T21:00Z,115,102,moderate
2024-06-09T21:30Z,97,98,low
2024-06-09T22:00Z,82,84,low
2024-06-09T22:30Z,74,85,low
2024-06-09T23:00Z,71,80,low
2024-06-09T23:30Z,71,77,low
2024-06-10T00:00Z,74,75,low
2024-06-10T00:30Z,72,77,low
2024-06-10T01:00Z,72,76,low
2024-06-10T01:30Z,70,77,low
2024-06-10T02:00Z,68,74,low
2024-06-10T02:30Z,63,72,low
2024-06-10T03:00Z,63,69,low
2024-06-10T03:30Z,62,68,low
2024-06-10T04:00Z,71,65,low
2024-06-10T04:30Z,79,65,low
2024-06-10T05:00Z,79,65,low
2024-06-10T05:30Z,82,62,low
2024-06-10T06:00Z,71,66,low
2024-06-10T06:30Z,78,61,low
2024-06-10T07:00Z,82,58,low
2024-06-10T07:30Z,78,55,low
2024-06-10T08:00Z,76,52,low
2024-06-10T08:30Z,68,47,low
2024-06-10T09:00Z,63,41,low
2024-06-10T09:30Z,55,35,low
2024-06-10T10:00Z,48,38,low
2024-06-10T10:30Z,45,36,low
2024-06-10T11:00Z,43,36,low
2024-06-10T11:30Z,46,35,low
2024-06-10T12:00Z,45,34,low
2024-06-10T12:30Z,40,34,low
2024-06-10T13:00Z,35,32,low
2024-06-10T13:30Z,30,34,very low
2024-06-10T14:00Z,32,35,very low
2024-06-10T14:30Z,34,38,very low
2024-06-10T15:00Z,35,37,low
2024-06-10T15:30Z,35,38,low
2024-06-10T16:00Z,40,39,low
2024-06-10T16:30Z,49,41,low
2024-06-10T17:00Z,70,44,low
2024-06-10T17:30Z,80,49,low
2024-06-10T18:00Z,85,50,low
2024-06-10T18:30Z,93,54,low
2024-06-10T19:00Z,96,56,low
2024-06-10T19:30Z,99,58,low
2024-06-10T20:00Z,103,61,low
2024-06-10T20:30Z,106,59,low
2024-06-10T21:00Z,102,62,low
2024-06-10T21:30Z,96,63,low
2024-06-10T22:00Z,86,62,low
2024-06-10T22:30Z,73,59,low
2024-06-10T23:00Z,78,58,low
2024-06-10T23:30Z,78,57,low
2024-06-11T00:00Z,77,56,low
2024-06-11T00:30Z,76,60,low
2024-06-11T01:00Z,70,61,low
2024-06-11T01:30Z,68,60,low
2024-06-11T02:00Z,64,60,low
2024-06-11T02:30Z,65,61,low
2024-06-11T03:00Z,60,62,low
2024-06-11T03:30Z,58,62,low
2024-06-11T04:00Z,65,62,low
2024-06-11T04:30Z,66,62,low
2024-06-11T05:00Z,73,62,low
2024-06-11T05:30Z,85,61,low
2024-06-11T06:00Z,85,62,low
2024-06-11T06:30Z,88,60,low
2024-06-11T07:00Z,91,55,low
2024-06-11T07:30Z,86,54,low
2024-06-11T08:00Z,84,52,low
2024-06-11T08:30Z,82,49,low
2024-06-11T09:00Z,84,47,low
2024-06-11T09:30Z,87,48,low
2024-06-11T10:00Z,89,47,low
2024-06-11T10:30Z,96,48,low
2024-06-11T11:00Z,94,47,low
2024-06-11T11:30Z,92,46,low
2024-06-11T12:00Z,91,46,low
2024-06-11T12:30Z,90,47,low
2024-06-11T13:00Z,94,46,low
2024-06-11T13:30Z,95,46,low
2024-06-11T14:00Z,97,47,low
2024-06-11T14:30Z,108,49,low
2024-06-11T15:00Z,123,49,moderate
2024-06-11T15:30Z,132,54,moderate
2024-06-11T16:00Z,141,61,moderate
2024-06-11T16:30Z,146,68,moderate
2024-06-11T17:00Z,147,77,moderate
2024-06-11T17:30Z,152,77,moderate
2024-06-11T18:00Z,159,82,moderate
2024-06-11T18:30Z,162,86,moderate
2024-06-11T19:00Z,158,91,moderate
2024-06-11T19:30Z,157,101,moderate
2024-06-11T20:00Z,159,103,moderate
2024-06-11T20:30Z,158,111,moderate
2024-06-11T21:00Z,157,109,moderate
2024-06-11T21:30Z,146,116,moderate
2024-06-11T22:00Z,134,116,moderate
2024-06-11T22:30Z,125,99,moderate
2024-06-11T23:00Z,123,145,moderate
2024-06-11T23:30Z,123,145,moderate
2024-06-12T00:00Z,125,125,moderate
2024-06-12T00:30Z,125,125,moderate
2024-06-12T01:00Z,125,125,moderate
2024-06-12T01:30Z,125,125,moderate
2024-06-12T02:00Z,125,125,moderate
2024-06-12T02:30Z,125,125,moderate
2024-06-12T03:00Z,125,125,moderate
2024-06-12T03:30Z,125,125,moderate
2024-06-12T04:00Z,125,125,moderate
2024-06-12T04:30Z,125,125,moderate
2024-06-12T05:00Z,125,125,moderate
2024-06-12T05:30Z,125,125,moderate
2024-06-12T06:00Z,125,125,moderate
2024-06-12T06:30Z,125,125,moderate
2024-06-12T07:00Z,125,125,moderate
2024-06-12T07:30Z,125,125,moderate
2024-06-12T08:00Z,125,125,moderate
2024-06-12T08:30Z,125,125,moderate
2024-06-12T09:00Z,125,125,moderate
2024-06-12T09:30Z,125,125,moderate
2024-06-12T10:00Z,125,125,moderate
2024-06-12T10:30Z,125,125,moderate
2024-06-12T11:00Z,125,125,moderate
2024-06-12T11:30Z,125,125,moderate
2024-06-12T12:00Z,125,125,moderate
2024-06-12T12:30Z,125,125,moderate
2024-06-12T13:00Z,125,125,moderate
2024-06-12T13:30Z,125,125,moderate
2024-06-12T14:00Z,125,125,moderate
2024-06-12T14:30Z,125,125,moderate
2024-06-12T15:00Z,125,125,moderate
2024-06-12T15:30Z,178,197,moderate
2024-06-12T16:00Z,184,196,moderate
2024-06-12T16:30Z,187,191,moderate
2024-06-12T17:00Z,187,190,moderate
2024-06-12T17:30Z,191,194,high
2024-06-12T18:00Z,187,201,moderate
2024-06-12T18:30Z,193,203,high
2024-06-12T19:00Z,201,209,high
2024-06-12T19:30Z,205,214,high
2024-06-12T20:00Z,207,195,high
2024-06-12T20:30Z,205,206,high
2024-06-12T21:00Z,207,210,high
2024-06-12T21:30Z,204,210,high
2024-06-12T22:00Z,193,205,high
2024-06-12T22:30Z,183,193,moderate
2024-06-12T23:00Z,177,183,moderate
2024-06-12T23:30Z,170,172,moderate
2024-06-13T00:00Z,158,173,moderate
2024-06-13T00:30Z,158,174,moderate
2024-06-13T01:00Z,160,154,moderate
2024-06-13T01:30Z,157,143,moderate
2024-06-13T02:00Z,150,160,moderate
2024-06-13T02:30Z,151,159,moderate
2024-06-13T03:00Z,159,158,moderate
2024-06-13T03:30Z,156,153,moderate
2024-06-13T04:00Z,159,142,moderate
2024-06-13T04:30Z,160,153,moderate
2024-06-13T05:00Z,159,143,moderate
2024-06-13T05:30Z,159,148,moderate
2024-06-13T06:00Z,158,181,moderate
2024-06-13T06:30Z,155,152,moderate
2024-06-13T07:00Z,148,148,moderate
2024-06-13T07:30Z,141,142,moderate
2024-06-13T08:00Z,135,141,moderate
2024-06-13T08:30Z,131,137,moderate
2024-06-13T09:00Z,125,119,moderate
2024-06-13T09:30Z,118,115,moderate
2024-06-13T10:00Z,110,113,moderate
2024-06-13T10:30Z,104,108,low
2024-06-13T11:00Z,101,96,low
2024-06-13T11:30Z,94,93,low
2024-06-13T12:00Z,89,103,low
2024-06-13T12:30Z,82,95,low
2024-06-13T13:00Z,80,94,low
2024-06-13T13:30Z,78,87,low
2024-06-13T14:00Z,81,82,low
2024-06-13T14:30Z,83,78,low
2024-06-13T15:00Z,88,78,low
2024-06-13T15:30Z,95,79,low
2024-06-13T16:00Z,99,78,low
2024-06-13T16:30Z,102,97,low
2024-06-13T17:00Z,109,93,low
2024-06-13T17:30Z,111,93,moderate
2024-06-13T18:00Z,110,93,moderate
2024-06-13T18:30Z,108,102,low
2024-06-13T19:00Z,106,98,low
2024-06-13T19:30Z,97,102,low
2024-06-13T20:00Z,90,107,low
2024-06-13T20:30Z,84,101,low
2024-06-13T21:00Z,81,91,low
2024-06-13T21:30Z,70,86,low
2024-06-13T22:00Z,54,81,low
2024-06-13T22:30Z,49,78,low
2024-06-13T23:00Z,52,72,low
2024-06-13T23:30Z,51,56,low
2024-06-14T00:00Z,51,51,low
2024-06-14T00:30Z,56,53,low
2024-06-14T01:00Z,62,51,low
2024-06-14T01:30Z,60,50,low
2024-06-14T02:00Z,55,53,low
2024-06-14T02:30Z,56,60,low
2024-06-14T03:00Z,55,58,low
2024-06-14T03:30Z,56,55,low
2024-06-14T04:00Z,56,55,low
2024-06-14T04:30Z,61,56,low
2024-06-14T05:00Z,67,49,low
2024-06-14T05:30Z,77,59,low
2024-06-14T06:00Z,82,63,low
2024-06-14T06:30Z,88,63,low
2024-06-14T07:00Z,89,71,low
2024-06-14T07:30Z,88,73,low
2024-06-14T08:00Z,87,78,low
2024-06-14T08:30Z,83,82,low
2024-06-14T09:00Z,78,79,low
2024-06-14T09:30Z,73,78,low
2024-06-14T10:00Z,72,82,low
2024-06-14T10:30Z,71,70,low
2024-06-14T11:00Z,66,67,low
2024-06-14T11:30Z,62,69,low
2024-06-14T12:00Z,57,66,low
2024-06-14T12:30Z,56,68,low
2024-06-14T13:00Z,55,69,low
2024-06-14T13:30Z,52,60,low
2024-06-14T14:00Z,68,60,low
2024-06-14T14:30Z,72,59,low
2024-06-14T15:00Z,82,58,low
2024-06-14T15:30Z,91,60,low
2024-06-14T16:00Z,105,63,low
2024-06-14T16:30Z,114,70,moderate
2024-06-14T17:00Z,121,80,moderate
2024-06-14T17:30Z,132,100,moderate
2024-06-14T18:00Z,139,110,moderate
2024-06-14T18:30Z,146,124,moderate
2024-06-14T19:00Z,153,131,moderate
2024-06-14T19:30Z,162,132,moderate
2024-06-14T20:00Z,167,141,moderate
2024-06-14T20:30Z,174,144,moderate
2024-06-14T21:00Z,168,148,moderate
2024-06-14T21:30Z,158,148,moderate
2024-06-14T22:00Z,144,140,moderate
2024-06-14T22:30Z,134,137,moderate
2024-06-14T23:00Z,130,134,moderate
2024-06-14T23:30Z,123,134,moderate
2024-06-15T00:00Z,117,127,moderate
2024-06-15T00:30Z,108,116,low
2024-06-15T01:00Z,116,109,moderate
2024-06-15T01:30Z,121,103,moderate
2024-06-15T02:00Z,121,92,moderate
2024-06-15T02:30Z,124,92,moderate
2024-06-15T03:00Z,128,96,moderate
2024-06-15T03:30Z,124,97,moderate
2024-06-15T04:00Z,126,100,moderate
2024-06-15T04:30Z,129,105,moderate
2024-06-15T05:00Z,124,88,moderate
2024-06-15T05:30Z,118,104,moderate
2024-06-15T06:00Z,119,100,moderate
2024-06-15T06:30Z,119,92,moderate
2024-06-15T07:00Z,120,87,moderate
2024-06-15T07:30Z,118,75,moderate
2024-06-15T08:00Z,112,73,moderate
2024-06-15T08:30Z,104,69,low
2024-06-15T09:00Z,102,65,low
2024-06-15T09:30Z,104,71,low
2024-06-15T10:00Z,104,69,low
2024-06-15T10:30Z,102,73,low
2024-06-15T11:00Z,106,80,low
2024-06-15T11:30Z,108,83,low
2024-06-15T12:00Z,107,83,low
2024-06-15T12:30Z,107,86,low
2024-06-15T13:00Z,97,86,low
2024-06-15T13:30Z,93,81,low
2024-06-15T14:00Z,92,79,low
2024-06-15T14:30Z,99,92,low
2024-06-15T15:00Z,105,95,low
2024-06-15T15:30Z,113,101,moderate
2024-06-15T16:00Z,118,107,moderate
2024-06-15T16:30Z,122,110,moderate
2024-06-15T17:00Z,123,121,moderate
2024-06-15T17:30Z,129,125,moderate
2024-06-15T18:00Z,123,131,moderate
2024-06-15T18:30Z,126,132,moderate
2024-06-15T19:00Z,128,139,moderate
