Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-01-13T16:30Z,237,237,high
2024-01-13T17:00Z,249,241,high
2024-01-13T17:30Z,247,234,high
2024-01-13T18:00Z,245,243,high
2024-01-13T18:30Z,246,251,high
2024-01-13T19:00Z,255,250,high
2024-01-13T19:30Z,255,249,high
2024-01-13T20:00Z,255,253,high
2024-01-13T20:30Z,251,249,high
2024-01-13T21:00Z,248,243,high
2024-01-13T21:30Z,240,238,high
2024-01-13T22:00Z,237,231,high
2024-01-13T22:30Z,237,217,high
2024-01-13T23:00Z,196,229,high
2024-01-13T23:30Z,194,232,high
2024-01-14T00:00Z,185,210,moderate
2024-01-14T00:30Z,187,199,moderate
2024-01-14T01:00Z,192,196,high
2024-01-14T01:30Z,185,189,moderate
2024-01-14T02:00Z,186,193,moderate
2024-01-14T02:30Z,191,190,high
2024-01-14T03:00Z,190,192,high
2024-01-14T03:30Z,190,190,high
2024-01-14T04:00Z,200,202,high
2024-01-14T04:30Z,200,198,high
2024-01-14T05:00Z,197,204,high
2024-01-14T05:30Z,196,209,high
2024-01-14T06:00Z,195,211,high
2024-01-14T06:30Z,191,207,high
2024-01-14T07:00Z,198,203,high
2024-01-14T07:30Z,200,211,high
2024-01-14T08:00Z,199,206,high
2024-01-14T08:30Z,200,210,high
2024-01-14T09:00Z,199,198,high
2024-01-14T09:30Z,192,196,high
2024-01-14T10:00Z,186,196,moderate
2024-01-14T10:30Z,181,193,moderate
2024-01-14T11:00Z,172,175,moderate
2024-01-14T11:30Z,171,170,moderate
2024-01-14T12:00Z,173,167,moderate
2024-01-14T12:30Z,173,156,moderate
2024-01-14T13:00Z,172,158,moderate
2024-01-14T13:30Z,171,157,moderate
2024-01-14T14:00Z,167,153,moderate
2024-01-14T14:30Z,168,156,moderate
2024-01-14T15:00Z,183,154,moderate
2024-01-14T15:30Z,186,152,moderate
2024-01-14T16:00Z,188,166,moderate
2024-01-14T16:30Z,194,169,high
2024-01-14T17:00Z,191,162,high
2024-01-14T17:30Z,190,164,high
2024-01-14T18:00Z,197,173,high
2024-01-14T18:30Z,195,172,high
2024-01-14T19:00Z,199,171,high
2024-01-14T19:30Z,192,174,high
2024-01-14T20:00Z,177,172,moderate
2024-01-14T20:30Z,167,170,moderate
2024-01-14T21:00Z,148,166,moderate
2024-01-14T21:30Z,134,157,moderate
2024-01-14T22:00Z,124,144,moderate
2024-01-14T22:30Z,121,143,moderate
2024-01-14T23:00Z,109,119,low
2024-01-14T23:30Z,99,112,low
2024-01-15T00:00Z,99,117,low
2024-01-15T00:30Z,99,98,low
2024-01-15T01:00Z,81,95,low
2024-01-15T01:30Z,76,97,low
2024-01-15T02:00Z,81,85,low
2024-01-15T02:30Z,82,76,low
2024-01-15T03:00Z,85,79,low
2024-01-15T03:30Z,81,78,low
2024-01-15T04:00Z,89,79,low
2024-01-15T04:30Z,91,81,low
2024-01-15T05:00Z,112,87,moderate
2024-01-15T05:30Z,140,93,moderate
2024-01-15T06:00Z,178,113,moderate
2024-01-15T06:30Z,199,151,high
2024-01-15T07:00Z,209,171,high
2024-01-15T07:30Z,214,200,high
2024-01-15T08:00Z,216,207,high
2024-01-15T08:30Z,222,208,high
2024-01-15T09:00Z,219,215,high
2024-01-15T09:30Z,213,215,high
2024-01-15T10:00Z,210,213,high
2024-01-15T10:30Z,204,208,high
2024-01-15T11:00Z,199,201,high
2024-01-15T11:30Z,197,201,high
2024-01-15T12:00Z,196,198,high
2024-01-15T12:30Z,196,190,high
2024-01-15T13:00Z,194,192,high
2024-01-15T13:30Z,197,199,high
2024-01-15T14:00Z,202,194,high
2024-01-15T14:30Z,206,204,high
2024-01-15T15:00Z,215,207,high
2024-01-15T15:30Z,224,211,high
2024-01-15T16:00Z,232,224,high
2024-01-15T16:30Z,238,225,high
