House number,WFH Type,Operation,Solar,Battery,PV,Cost
4,T3,hybrid_bidirectional,best,2.875,1.11429,3720.0
5,T1,safe_unidirectional,worst,22.0625,2.18571,15180.0
5,T1,safe_unidirectional,best,16.0625,1.75714,11400.0
5,T1,hybrid_bidirectional,worst,14.25,2.1,11250.0
5,T1,hybrid_bidirectional,best,11.875,1.45714,8760.0
5,T2,safe_unidirectional,worst,17.9375,1.45714,11670.0
5,T2,safe_unidirectional,best,13.625,1.24286,9150.0
5,T2,hybrid_bidirectional,worst,7.25,1.32857,6270.0
5,T2,hybrid_bidirectional,best,4.6875,1.07143,4500.0
5,T3,safe_unidirectional,worst,13.625,1.45714,9600.0
5,T3,safe_unidirectional,best,11.375,0.942857,7440.0
5,T3,hybrid_bidirectional,worst,5.5,1.07143,4890.0
5,T3,hybrid_bidirectional,best,3.4375,0.814286,3360.0
6,T1,safe_unidirectional,worst,23.5625,2.01429,15540.0
6,T1,safe_unidirectional,best,17.1875,1.75714,11940.0
6,T1,hybrid_bidirectional,worst,15.125,1.71429,10860.0
6,T1,hybrid_bidirectional,best,10.1875,1.45714,7950.0
6,T2,safe_unidirectional,worst,17.875,1.75714,12270.0
6,T2,safe_unidirectional,best,13.875,1.41429,9630.0
6,T2,hybrid_bidirectional,worst,6.3125,1.32857,5820.0
6,T2,hybrid_bidirectional,best,4.5,0.985714,4230.0
6,T3,safe_unidirectional,worst,15.25,1.32857,10110.0
6,T3,safe_unidirectional,best,12.3125,1.07143,8160.0
6,T3,hybrid_bidirectional,best,4.125,0.771429,3600.0
7,T1,safe_unidirectional,worst,23.1875,2.31429,15990.0
7,T1,safe_unidirectional,best,17.625,1.75714,12150.0
7,T1,hybrid_bidirectional,worst,12.75,1.88571,10080.0
7,T1,hybrid_bidirectional,best,8.8125,1.45714,7290.0
7,T2,safe_unidirectional,worst,18.5625,1.75714,12600.0
7,T2,safe_unidirectional,best,14.4375,1.32857,9720.0
7,T2,hybrid_bidirectional,best,4.875,1.07143,4590.0
7,T3,safe_unidirectional,worst,15.8125,1.45714,10650.0
7,T3,safe_unidirectional,best,12.625,0.985714,8130.0
7,T3,hybrid_bidirectional,worst,6.3125,1.07143,5280.0
7,T3,hybrid_bidirectional,best,4.5,0.814286,3870.0
8,T1,safe_unidirectional,best,16.1875,1.75714,11460.0
8,T1,hybrid_bidirectional,worst,11.6875,1.88571,9570.0
8,T1,hybrid_bidirectional,best,8.125,1.45714,6960.0
8,T2,safe_unidirectional,worst,17.6875,1.75714,12180.0
8,T2,safe_unidirectional,best,13.4375,1.37143,9330.0
8,T2,hybrid_bidirectional,worst,5.6875,1.32857,5520.0
8,T2,hybrid_bidirectional,best,3.6875,1.07143,4020.0
8,T3,safe_unidirectional,worst,14.6875,1.37143,9930.0
8,T3,safe_unidirectional,best,11.9375,0.942857,7710.0
8,T3,hybrid_bidirectional,worst,5.8125,1.07143,5040.0
8,T3,hybrid_bidirectional,best,4.0625,0.771429,3570.0
9,T1,safe_unidirectional,worst,22.375,3.98571,19110.0
9,T1,hybrid_bidirectional,worst,14.5,1.88571,10920.0
9,T1,hybrid_bidirectional,best,10.625,1.45714,8160.0
9,T2,safe_unidirectional,worst,18.125,1.88571,12660.0
9,T2,safe_unidirectional,best,13.5,1.62857,9900.0
9,T2,hybrid_bidirectional,worst,6.9375,1.32857,6120.0
9,T2,hybrid_bidirectional,best,4.8125,1.07143,4560.0
9,T3,safe_unidirectional,worst,16.0625,1.5,10860.0
9,T3,safe_unidirectional,best,11.375,1.32857,8250.0
9,T3,hybrid_bidirectional,worst,5.8125,1.2,5310.0
9,T3,hybrid_bidirectional,best,3.25,1.07143,3810.0
10,T1,safe_unidirectional,worst,20.625,3.9,18090.0
10,T1,safe_unidirectional,best,16.3125,1.84286,11700.0
10,T1,hybrid_bidirectional,worst,13.125,1.75714,9990.0
10,T1,hybrid_bidirectional,best,9.875,1.41429,7710.0
10,T2,safe_unidirectional,worst,17.375,1.75714,12030.0
10,T2,safe_unidirectional,best,13.3125,1.41429,9360.0
10,T2,hybrid_bidirectional,worst,6.8125,1.32857,6060.0
10,T2,hybrid_bidirectional,best,3.75,1.2,4320.0
10,T3,safe_unidirectional,worst,14.8125,1.32857,9900.0
10,T3,safe_unidirectional,best,10.5,1.24286,7650.0
10,T3,hybrid_bidirectional,best,3.9375,0.771429,3510.0
11,T1,safe_unidirectional,worst,22.6875,3.3,17820.0
11,T1,safe_unidirectional,best,16.375,2.1,12270.0
11,T1,hybrid_bidirectional,worst,15.5,1.88571,11400.0
11,T1,hybrid_bidirectional,best,9.4375,1.45714,7590.0
11,T2,safe_unidirectional,worst,19.0625,2.1,13560.0
11,T2,safe_unidirectional,best,14.375,1.45714,9960.0
11,T2,hybrid_bidirectional,worst,7.3125,1.32857,6300.0
11,T2,hybrid_bidirectional,best,4.1875,1.15714,4440.0
11,T3,safe_unidirectional,worst,15.375,1.75714,11070.0
11,T3,safe_unidirectional,best,11.5,1.41429,8490.0
11,T3,hybrid_bidirectional,worst,4.875,1.45714,5400.0
11,T3,hybrid_bidirectional,best,3.375,1.07143,3870.0
12,T1,hybrid_bidirectional,worst,10.75,1.88571,9120.0
12,T1,hybrid_bidirectional,best,8.25,1.45714,7020.0
12,T2,safe_unidirectional,worst,22.375,1.75714,14430.0
12,T2,safe_unidirectional,best,14.8125,1.45714,10170.0
12,T2,hybrid_bidirectional,worst,6.5625,1.45714,6210.0
12,T2,hybrid_bidirectional,best,4.4375,1.2,4650.0
12,T3,safe_unidirectional,worst,15.8125,1.62857,11010.0
12,T3,safe_unidirectional,best,12.375,1.2,8460.0
12,T3,hybrid_bidirectional,worst,6.9375,1.2,5850.0
13,T1,safe_unidirectional,worst,20.8125,2.31429,14850.0
13,T1,safe_unidirectional,best,15.4375,1.88571,11370.0
13,T1,hybrid_bidirectional,worst,12.8125,2.1,10560.0
13,T2,safe_unidirectional,worst,17.125,1.75714,11910.0
13,T2,hybrid_bidirectional,worst,6.375,1.41429,6030.0
13,T2,hybrid_bidirectional,best,4.3125,1.07143,4320.0
13,T3,safe_unidirectional,worst,13.125,1.75714,9990.0
13,T3,safe_unidirectional,best,10.25,1.2,7440.0
13,T3,hybrid_bidirectional,worst,4.875,1.32857,5130.0
13,T3,hybrid_bidirectional,best,3.1875,1.07143,3780.0
14,T1,safe_unidirectional,worst,20.125,2.57143,15060.0
14,T1,safe_unidirectional,best,16.4375,1.97143,12030.0
14,T1,hybrid_bidirectional,best,9.4375,1.62857,7950.0
14,T2,safe_unidirectional,worst,16.125,1.97143,11880.0
14,T2,safe_unidirectional,best,12.8125,1.62857,9570.0
14,T2,hybrid_bidirectional,worst,6.5,1.45714,6180.0
14,T2,hybrid_bidirectional,best,4.1875,1.28571,4710.0
14,T3,safe_unidirectional,worst,13.4375,1.62857,9870.0
14,T3,safe_unidirectional,best,10.3125,1.41429,7920.0
14,T3,hybrid_bidirectional,worst,5.125,1.32857,5250.0
14,T3,hybrid_bidirectional,best,3.25,1.07143,3810.0
15,T1,safe_unidirectional,worst,23.9375,2.35714,16440.0
15,T1,safe_unidirectional,best,18.0625,1.62857,12090.0
15,T1,hybrid_bidirectional,worst,11.8125,1.88571,9630.0
15,T1,hybrid_bidirectional,best,8.6875,1.41429,7140.0
15,T2,safe_unidirectional,worst,18.125,1.8,12480.0
15,T2,safe_unidirectional,best,14.1875,1.45714,9870.0
15,T2,hybrid_bidirectional,worst,6.375,1.32857,5850.0
15,T2,hybrid_bidirectional,best,4.0625,1.2,4470.0
15,T3,safe_unidirectional,worst,15.75,1.45714,10620.0
15,T3,safe_unidirectional,best,11.8125,1.24286,8280.0
15,T3,hybrid_bidirectional,worst,5.8125,1.2,5310.0
15,T3,hybrid_bidirectional,best,4.75,0.771429,3900.0
16,T1,safe_unidirectional,worst,19.875,2.22857,14220.0
16,T1,safe_unidirectional,best,15.375,1.84286,11250.0
16,T1,hybrid_bidirectional,worst,13.625,2.01429,10770.0
16,T1,hybrid_bidirectional,best,10.5625,1.5,8220.0
16,T2,safe_unidirectional,worst,14.625,2.01429,11250.0
16,T2,safe_unidirectional,best,12.125,1.45714,8880.0
16,T2,hybrid_bidirectional,worst,6.875,1.32857,6090.0
16,T2,hybrid_bidirectional,best,4.5625,1.07143,4440.0
16,T3,safe_unidirectional,worst,13.0625,1.41429,9240.0
16,T3,safe_unidirectional,best,10.5,1.07143,7290.0
16,T3,hybrid_bidirectional,worst,5.5,0.942857,4620.0
16,T3,hybrid_bidirectional,best,3.6875,0.771429,3390.0
17,T1,safe_unidirectional,worst,22.25,2.22857,15360.0
17,T1,safe_unidirectional,best,16.5,1.88571,11880.0
17,T1,hybrid_bidirectional,worst,13.125,1.88571,10260.0
17,T1,hybrid_bidirectional,best,10.75,1.32857,7950.0
17,T2,safe_unidirectional,worst,17.875,1.62857,12000.0
17,T2,safe_unidirectional,best,13.25,1.45714,9420.0
17,T2,hybrid_bidirectional,worst,6.875,1.32857,6090.0
17,T2,hybrid_bidirectional,best,4.6875,1.07143,4500.0
17,T3,safe_unidirectional,worst,14.0625,1.45714,9810.0
17,T3,safe_unidirectional,best,10.625,1.2,7620.0
17,T3,hybrid_bidirectional,best,3.375,0.942857,3600.0
18,T1,safe_unidirectional,worst,21.9375,2.57143,15930.0
18,T1,safe_unidirectional,best,15.375,2.01429,11610.0
18,T1,hybrid_bidirectional,worst,11.75,2.1,10050.0
18,T1,hybrid_bidirectional,best,8.8125,1.62857,7650.0
18,T2,safe_unidirectional,worst,15.8125,2.1,12000.0
18,T2,safe_unidirectional,best,11.5625,1.67143,9060.0
18,T2,hybrid_bidirectional,worst,5.25,1.62857,5940.0
18,T2,hybrid_bidirectional,best,3.3125,1.32857,4380.0
18,T3,safe_unidirectional,worst,12.125,1.88571,9780.0
18,T3,hybrid_bidirectional,worst,3.9375,1.45714,4950.0
18,T3,hybrid_bidirectional,best,2.75,1.07143,3570.0
19,T1,safe_unidirectional,worst,22.5,2.7,16470.0
19,T1,hybrid_bidirectional,worst,13.875,1.88571,10620.0
19,T1,hybrid_bidirectional,best,9.6875,1.5,7800.0
19,T2,safe_unidirectional,worst,17.6875,1.97143,12630.0
19,T2,safe_unidirectional,best,13.5625,1.62857,9930.0
19,T2,hybrid_bidirectional,worst,6.5625,1.5,6300.0
19,T2,hybrid_bidirectional,best,4.25,1.2,4560.0
19,T3,safe_unidirectional,best,11.5625,1.2,8070.0
19,T3,hybrid_bidirectional,worst,4.6875,1.5,5400.0
20,T1,safe_unidirectional,worst,21.875,2.7,16170.0
20,T1,safe_unidirectional,best,17.25,1.97143,12420.0
20,T1,hybrid_bidirectional,worst,13.125,1.92857,10350.0
20,T1,hybrid_bidirectional,best,9.75,1.5,7830.0
20,T2,safe_unidirectional,best,14.3125,1.54286,10110.0
20,T2,hybrid_bidirectional,worst,6.6875,1.5,6360.0
20,T2,hybrid_bidirectional,best,4.5625,1.2,4710.0
20,T3,safe_unidirectional,worst,14.75,1.84286,10950.0
20,T3,safe_unidirectional,best,11.8125,1.37143,8550.0
20,T3,hybrid_bidirectional,worst,5.1875,1.5,5640.0
21,T1,safe_unidirectional,worst,22.5625,2.01429,15060.0
21,T1,safe_unidirectional,best,15.125,1.62857,10680.0
21,T1,hybrid_bidirectional,worst,12.375,1.84286,9810.0
21,T1,hybrid_bidirectional,best,8.375,1.45714,7080.0
21,T2,safe_unidirectional,worst,16.375,1.45714,10920.0
21,T2,safe_unidirectional,best,12.3125,1.2,8430.0
21,T2,hybrid_bidirectional,worst,5.9375,1.2,5370.0
21,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
21,T3,safe_unidirectional,worst,13.75,1.07143,8850.0
21,T3,safe_unidirectional,best,9.9375,0.942857,6750.0
21,T3,hybrid_bidirectional,worst,5.3125,0.771429,4170.0
22,T1,safe_unidirectional,worst,18.9375,2.57143,14490.0
22,T1,safe_unidirectional,best,15.3125,1.88571,11310.0
22,T1,hybrid_bidirectional,worst,11.8125,1.97143,9810.0
22,T1,hybrid_bidirectional,best,8.6875,1.45714,7230.0
22,T2,safe_unidirectional,worst,15.5,2.05714,11760.0
22,T2,safe_unidirectional,best,12.375,1.45714,9000.0
22,T2,hybrid_bidirectional,worst,6.25,1.41429,5970.0
22,T2,hybrid_bidirectional,best,3.875,1.2,4380.0
22,T3,safe_unidirectional,worst,13.0625,1.62857,9690.0
22,T3,safe_unidirectional,best,9.875,1.28571,7440.0
22,T3,hybrid_bidirectional,worst,4.4375,1.32857,4920.0
22,T3,hybrid_bidirectional,best,2.75,1.07143,3570.0
23,T1,safe_unidirectional,worst,23.0625,2.14286,15570.0
23,T1,safe_unidirectional,best,15.5625,1.88571,11430.0
23,T1,hybrid_bidirectional,worst,12.875,1.75714,9870.0
23,T1,hybrid_bidirectional,best,9.1875,1.45714,7470.0
23,T2,safe_unidirectional,worst,16.375,1.75714,11550.0
23,T2,safe_unidirectional,best,12.5625,1.45714,9090.0
23,T2,hybrid_bidirectional,worst,5.8125,1.37143,5670.0
23,T2,hybrid_bidirectional,best,4.0625,1.07143,4200.0
23,T3,safe_unidirectional,worst,14.3125,1.28571,9570.0
23,T3,safe_unidirectional,best,10.8125,1.07143,7440.0
23,T3,hybrid_bidirectional,worst,4.625,1.24286,4830.0
23,T3,hybrid_bidirectional,best,3.6875,0.771429,3390.0
24,T1,safe_unidirectional,worst,24.5,2.91429,17880.0
24,T1,safe_unidirectional,best,17.6875,1.97143,12630.0
24,T1,hybrid_bidirectional,worst,13.625,1.88571,10500.0
24,T1,hybrid_bidirectional,best,9.125,1.41429,7350.0
24,T2,safe_unidirectional,worst,19.9375,2.01429,13800.0
24,T2,safe_unidirectional,best,14.5,1.62857,10380.0
24,T2,hybrid_bidirectional,worst,7.5625,1.41429,6600.0
24,T2,hybrid_bidirectional,best,5.3125,1.07143,4800.0
24,T3,safe_unidirectional,worst,17.3125,1.62857,11730.0
24,T3,safe_unidirectional,best,11.875,1.32857,8490.0
24,T3,hybrid_bidirectional,worst,6.375,1.32857,5850.0
24,T3,hybrid_bidirectional,best,3.875,1.07143,4110.0
25,T1,safe_unidirectional,worst,21.5625,3.64286,18000.0
25,T1,safe_unidirectional,best,16.625,1.88571,11940.0
25,T1,hybrid_bidirectional,worst,15.875,1.75714,11310.0
25,T1,hybrid_bidirectional,best,10.5,1.37143,7920.0
25,T2,safe_unidirectional,worst,20.625,1.75714,13590.0
25,T2,safe_unidirectional,best,14.125,1.41429,9750.0
25,T2,hybrid_bidirectional,worst,6.75,1.32857,6030.0
25,T2,hybrid_bidirectional,best,4.625,1.02857,4380.0
25,T3,safe_unidirectional,worst,16.5625,1.37143,10830.0
25,T3,safe_unidirectional,best,12.3125,1.07143,8160.0
25,T3,hybrid_bidirectional,worst,6.125,1.07143,5190.0
25,T3,hybrid_bidirectional,best,3.6875,0.9,3660.0
26,T1,safe_unidirectional,worst,19.0625,2.27143,13920.0
26,T1,safe_unidirectional,best,15.6875,1.62857,10950.0
26,T1,hybrid_bidirectional,worst,12.5625,1.88571,9990.0
26,T2,safe_unidirectional,worst,15.75,1.67143,11070.0
26,T2,safe_unidirectional,best,12.1875,1.28571,8550.0
26,T2,hybrid_bidirectional,worst,5.8125,1.32857,5580.0
26,T2,hybrid_bidirectional,best,4.125,0.942857,3960.0
26,T3,safe_unidirectional,worst,12.25,1.45714,8940.0
26,T3,safe_unidirectional,best,9.4375,1.07143,6780.0
26,T3,hybrid_bidirectional,worst,4.4375,1.11429,4470.0
26,T3,hybrid_bidirectional,best,3.4375,0.771429,3270.0
27,T1,safe_unidirectional,worst,21.6875,4.71429,20310.0
27,T1,safe_unidirectional,best,18.125,1.62857,12120.0
27,T1,hybrid_bidirectional,worst,13.8125,1.88571,10590.0
27,T1,hybrid_bidirectional,best,9.25,1.62857,7860.0
27,T2,safe_unidirectional,worst,20.0625,1.67143,13140.0
27,T2,safe_unidirectional,best,14.75,1.32857,9870.0
27,T2,hybrid_bidirectional,worst,8.125,1.2,6420.0
27,T2,hybrid_bidirectional,best,4.9375,1.07143,4620.0
27,T3,safe_unidirectional,worst,16.1875,1.41429,10740.0
27,T3,safe_unidirectional,best,12.5,1.07143,8250.0
27,T3,hybrid_bidirectional,worst,6.875,0.942857,5280.0
27,T3,hybrid_bidirectional,best,4.1875,0.771429,3630.0
28,T1,safe_unidirectional,worst,20.6875,2.48571,15150.0
28,T1,safe_unidirectional,best,14.75,1.88571,11040.0
28,T1,hybrid_bidirectional,worst,13.0625,2.05714,10590.0
28,T1,hybrid_bidirectional,best,10.125,1.5,8010.0
28,T2,safe_unidirectional,worst,15.5625,1.8,11250.0
28,T2,safe_unidirectional,best,12.125,1.41429,8790.0
28,T2,hybrid_bidirectional,worst,5.375,1.32857,5370.0
28,T2,hybrid_bidirectional,best,4.25,0.942857,4020.0
28,T3,safe_unidirectional,worst,12.625,1.45714,9120.0
28,T3,safe_unidirectional,best,9.625,1.15714,7050.0
28,T3,hybrid_bidirectional,worst,4.625,1.07143,4470.0
28,T3,hybrid_bidirectional,best,3.125,0.9,3390.0
29,T1,safe_unidirectional,worst,23.5,4.15714,20010.0
29,T1,safe_unidirectional,best,17.4375,1.84286,12240.0
29,T1,hybrid_bidirectional,worst,13.1875,1.97143,10470.0
29,T1,hybrid_bidirectional,best,9.875,1.54286,7980.0
29,T2,safe_unidirectional,worst,22.375,1.75714,14430.0
29,T2,safe_unidirectional,best,14.8125,1.45714,10170.0
29,T2,hybrid_bidirectional,worst,7.875,1.2,6300.0
29,T2,hybrid_bidirectional,best,4.5625,1.07143,4440.0
29,T3,safe_unidirectional,worst,17.3125,1.45714,11370.0
29,T3,safe_unidirectional,best,12.5625,1.2,8550.0
29,T3,hybrid_bidirectional,worst,6.9375,1.07143,5580.0
29,T3,hybrid_bidirectional,best,4.5625,0.814286,3900.0
30,T1,safe_unidirectional,worst,22.125,5.44286,22050.0
30,T1,safe_unidirectional,best,17.9375,2.01429,12840.0
30,T1,hybrid_bidirectional,worst,13.8125,1.88571,10590.0
30,T1,hybrid_bidirectional,best,9.0625,1.45714,7410.0
30,T2,safe_unidirectional,worst,19.5,1.92857,13410.0
30,T2,safe_unidirectional,best,15.375,1.5,10530.0
30,T2,hybrid_bidirectional,worst,6.9375,1.41429,6300.0
30,T2,hybrid_bidirectional,best,4.8125,1.15714,4740.0
30,T3,safe_unidirectional,worst,16.75,1.67143,11550.0
30,T3,safe_unidirectional,best,13.25,1.2,8880.0
30,T3,hybrid_bidirectional,best,3.9375,1.07143,4140.0
31,T1,safe_unidirectional,worst,20.9375,2.22857,14730.0
31,T1,safe_unidirectional,best,14.75,1.88571,11040.0
31,T1,hybrid_bidirectional,worst,11.8125,2.01429,9900.0
31,T1,hybrid_bidirectional,best,9.125,1.45714,7440.0
31,T2,safe_unidirectional,worst,15.25,1.88571,11280.0
31,T2,safe_unidirectional,best,11.8125,1.45714,8730.0
31,T2,hybrid_bidirectional,worst,5.5,1.32857,5430.0
31,T2,hybrid_bidirectional,best,3.5625,1.07143,3960.0
31,T3,safe_unidirectional,worst,12.75,1.45714,9180.0
31,T3,safe_unidirectional,best,9.5625,1.2,7110.0
31,T3,hybrid_bidirectional,worst,4.3125,1.2,4590.0
31,T3,hybrid_bidirectional,best,2.75,0.942857,3300.0
32,T1,safe_unidirectional,worst,24.3125,2.1,16080.0
32,T1,safe_unidirectional,best,17.1875,1.75714,11940.0
32,T1,hybrid_bidirectional,worst,12.3125,2.01429,10140.0
32,T1,hybrid_bidirectional,best,9.875,1.41429,7710.0
32,T2,safe_unidirectional,worst,17.5625,1.88571,12390.0
32,T2,safe_unidirectional,best,13.3125,1.62857,9810.0
32,T2,hybrid_bidirectional,worst,6.375,1.37143,5940.0
32,T2,hybrid_bidirectional,best,3.75,1.2,4320.0
32,T3,safe_unidirectional,worst,14.3125,1.62857,10290.0
32,T3,safe_unidirectional,best,10.875,1.32857,8010.0
32,T3,hybrid_bidirectional,best,3.125,1.07143,3750.0
33,T1,safe_unidirectional,best,17.875,1.88571,12540.0
33,T1,hybrid_bidirectional,worst,14.75,1.75714,10770.0
33,T1,hybrid_bidirectional,best,9.25,1.41429,7410.0
33,T2,safe_unidirectional,worst,20.5,1.67143,13350.0
33,T2,safe_unidirectional,best,15.25,1.32857,10110.0
33,T2,hybrid_bidirectional,worst,7.0625,1.32857,6180.0
33,T2,hybrid_bidirectional,best,4.75,1.07143,4530.0
33,T3,safe_unidirectional,worst,16.875,1.41429,11070.0
33,T3,safe_unidirectional,best,12.875,1.07143,8430.0
33,T3,hybrid_bidirectional,worst,6.625,0.942857,5160.0
33,T3,hybrid_bidirectional,best,4.3125,0.771429,3690.0
34,T1,safe_unidirectional,worst,22.9375,5.35714,22260.0
34,T1,safe_unidirectional,best,18.75,1.88571,12960.0
34,T1,hybrid_bidirectional,worst,14.6875,1.92857,11100.0
34,T1,hybrid_bidirectional,best,10.5,1.5,8190.0
34,T2,safe_unidirectional,worst,22.4375,1.88571,14730.0
34,T2,safe_unidirectional,best,15.5,1.5,10590.0
34,T2,hybrid_bidirectional,worst,8.4375,1.32857,6840.0
34,T2,hybrid_bidirectional,best,5.875,0.942857,4800.0
34,T3,safe_unidirectional,worst,18.625,1.32857,11730.0
34,T3,safe_unidirectional,best,13.1875,1.2,8850.0
34,T3,hybrid_bidirectional,worst,6.625,1.2,5700.0
34,T3,hybrid_bidirectional,best,4.875,0.771429,3960.0
35,T1,safe_unidirectional,worst,21.0625,4.28571,19110.0
35,T1,safe_unidirectional,best,16.875,1.88571,12060.0
35,T1,hybrid_bidirectional,worst,13.1875,2.01429,10560.0
35,T1,hybrid_bidirectional,best,9.3125,1.62857,7890.0
35,T2,safe_unidirectional,worst,17.9375,2.01429,12840.0
35,T2,safe_unidirectional,best,13.625,1.5,9690.0
35,T2,hybrid_bidirectional,worst,5.75,1.62857,6180.0
35,T3,safe_unidirectional,worst,14.375,1.75714,10590.0
35,T3,safe_unidirectional,best,11.375,1.28571,8160.0
35,T3,hybrid_bidirectional,worst,5.5,1.32857,5430.0
35,T3,hybrid_bidirectional,best,3.625,1.07143,3990.0
36,T1,safe_unidirectional,best,17.5625,1.84286,12300.0
36,T1,hybrid_bidirectional,worst,15.8125,2.18571,12180.0
36,T1,hybrid_bidirectional,best,10.5,1.67143,8550.0
36,T2,safe_unidirectional,worst,19.875,1.88571,13500.0
36,T2,safe_unidirectional,best,14.75,1.5,10230.0
36,T2,hybrid_bidirectional,best,4.5625,1.15714,4620.0
36,T3,safe_unidirectional,worst,16.3125,1.62857,11250.0
36,T3,safe_unidirectional,best,12.9375,1.2,8730.0
36,T3,hybrid_bidirectional,worst,6.0625,1.2,5430.0
36,T3,hybrid_bidirectional,best,3.9375,0.985714,3960.0
37,T1,safe_unidirectional,worst,21.8125,2.31429,15330.0
37,T1,safe_unidirectional,best,16.1875,1.88571,11730.0
37,T1,hybrid_bidirectional,worst,12.375,2.01429,10170.0
37,T1,hybrid_bidirectional,best,8.875,1.5,7410.0
37,T2,safe_unidirectional,worst,16.875,1.84286,11970.0
37,T2,safe_unidirectional,best,13.0625,1.5,9420.0
37,T2,hybrid_bidirectional,worst,6.25,1.24286,5610.0
37,T2,hybrid_bidirectional,best,3.5625,1.11429,4050.0
37,T3,safe_unidirectional,worst,13.8125,1.62857,10050.0
37,T3,safe_unidirectional,best,10.625,1.2,7620.0
37,T3,hybrid_bidirectional,worst,4.8125,1.32857,5100.0
37,T3,hybrid_bidirectional,best,3.4375,0.985714,3720.0
38,T1,safe_unidirectional,best,18.875,1.88571,13020.0
38,T1,hybrid_bidirectional,worst,13.25,1.97143,10500.0
38,T1,hybrid_bidirectional,best,9.25,1.5,7590.0
38,T2,safe_unidirectional,worst,22.8125,2.95714,17160.0
38,T2,safe_unidirectional,best,15.8125,1.5,10740.0
38,T2,hybrid_bidirectional,worst,7.5625,1.45714,6690.0
38,T2,hybrid_bidirectional,best,4.4375,1.2,4650.0
38,T3,safe_unidirectional,best,13.0625,1.28571,8970.0
38,T3,hybrid_bidirectional,worst,6.3125,1.32857,5820.0
38,T3,hybrid_bidirectional,best,4.5,0.942857,4140.0
39,T1,safe_unidirectional,worst,21.25,2.31429,15060.0
39,T1,safe_unidirectional,best,15.8125,1.75714,11280.0
39,T1,hybrid_bidirectional,worst,12.875,1.92857,10230.0
39,T1,hybrid_bidirectional,best,9.9375,1.45714,7830.0
39,T2,safe_unidirectional,worst,16.0625,1.8,11490.0
39,T2,safe_unidirectional,best,12.0625,1.45714,8850.0
39,T2,hybrid_bidirectional,worst,5.6875,1.45714,5790.0
39,T2,hybrid_bidirectional,best,3.9375,1.07143,4140.0
39,T3,safe_unidirectional,worst,13.1875,1.45714,9390.0
39,T3,safe_unidirectional,best,9.75,1.2,7200.0
39,T3,hybrid_bidirectional,worst,4.25,1.28571,4740.0
