Day,Day Name,Hour,Status,Next Departure Time,Current SOC
3,Wednesday, 3,At Home,07:52,29.92
3,Wednesday, 4,At Home,07:52,29.92
3,Wednesday, 5,At Home,07:52,29.92
3,Wednesday, 6,At Home,07:52,29.92
3,Wednesday, 7,Away,08:11,32.00
3,Wednesday, 8,Away,08:11,32.00
3,Wednesday, 9,Away,08:11,32.00
3,Wednesday,10,Away,08:11,32.00
3,Wednesday,11,Away,08:11,32.00
3,Wednesday,12,Away,08:11,32.00
3,Wednesday,13,Away,08:11,32.00
3,Wednesday,14,Away,08:11,32.00
3,Wednesday,15,Away,08:11,32.00
3,Wednesday,16,Away,08:11,32.00
3,Wednesday,17,Away,08:11,32.00
3,Wednesday,18,At Home,08:11,29.80
3,Wednesday,19,At Home,08:11,29.80
3,Wednesday,20,At Home,08:11,29.80
3,Wednesday,21,At Home,08:11,29.80
3,Wednesday,22,At Home,08:11,29.80
3,Wednesday,23,At Home,08:11,29.80
4,Thursday, 0,At Home,08:11,29.80
4,Thursday, 1,At Home,08:11,29.80
4,Thursday, 2,At Home,08:11,29.80
4,Thursday, 3,At Home,08:11,29.80
4,Thursday, 4,At Home,08:11,29.80
4,Thursday, 5,At Home,08:11,29.80
4,Thursday, 6,At Home,08:11,29.80
4,Thursday, 7,At Home,08:11,29.80
4,Thursday, 8,Away,08:09,32.00
4,Thursday, 9,Away,08:09,32.00
4,Thursday,10,Away,08:09,32.00
4,Thursday,11,Away,08:09,32.00
4,Thursday,12,Away,08:09,32.00
4,Thursday,13,Away,08:09,32.00
4,Thursday,14,Away,08:09,32.00
4,Thursday,15,Away,08:09,32.00
4,Thursday,16,Away,08:09,32.00
4,Thursday,17,Away,08:09,32.00
4,Thursday,18,At Home,08:09,29.90
4,Thursday,19,At Home,08:09,29.90
4,Thursday,20,At Home,08:09,29.90
4,Thursday,21,At Home,08:09,29.90
4,Thursday,22,At Home,08:09,29.90
4,Thursday,23,At Home,08:09,29.90
5,Friday, 0,At Home,08:09,29.90
5,Friday, 1,At Home,08:09,29.90
5,Friday, 2,At Home,08:09,29.90
5,Friday, 3,At Home,08:09,29.90
5,Friday, 4,At Home,08:09,29.90
5,Friday, 5,At Home,08:09,29.90
5,Friday, 6,At Home,08:09,29.90
5,Friday, 7,At Home,08:09,29.90
5,Friday, 8,Away,No trips,32.00
5,Friday, 9,Away,No trips,32.00
5,Friday,10,Away,No trips,32.00
5,Friday,11,Away,No trips,32.00
5,Friday,12,Away,No trips,32.00
5,Friday,13,Away,No trips,32.00
5,Friday,14,Away,No trips,32.00
5,Friday,15,Away,No trips,32.00
5,Friday,16,Away,No trips,32.00
5,Friday,17,At Home,No trips,29.67
5,Friday,18,At Home,No trips,29.67
5,Friday,19,At Home,No trips,29.67
5,Friday,20,At Home,No trips,29.67
5,Friday,21,At Home,No trips,29.67
5,Friday,22,At Home,No trips,29.67
5,Friday,23,At Home,No trips,29.67
6,Saturday, 0,At Home,No trips,29.67
6,Saturday, 1,At Home,No trips,29.67
6,Saturday, 2,At Home,No trips,29.67
6,Saturday, 3,At Home,No trips,29.67
6,Saturday, 4,At Home,No trips,29.67
6,Saturday, 5,At Home,No trips,29.67
6,Saturday, 6,At Home,No trips,29.67
6,Saturday, 7,At Home,No trips,29.67
6,Saturday, 8,At Home,No trips,29.67
6,Saturday, 9,At Home,No trips,29.67
6,Saturday,10,At Home,No trips,29.67
6,Saturday,11,At Home,No trips,29.67
6,Saturday,12,At Home,No trips,29.67
6,Saturday,13,At Home,No trips,29.67
6,Saturday,14,At Home,No trips,29.67
6,Saturday,15,At Home,No trips,29.67
6,Saturday,16,At Home,No trips,29.67
6,Saturday,17,At Home,No trips,29.67
6,Saturday,18,At Home,No trips,29.67
6,Saturday,19,At Home,No trips,29.67
6,Saturday,20,At Home,No trips,29.67
6,Saturday,21,At Home,No trips,29.67
6,Saturday,22,At Home,No trips,29.67
6,Saturday,23,At Home,No trips,29.67
7,Sunday, 0,At Home,No trips,29.67
7,Sunday, 1,At Home,No trips,29.67
7,Sunday, 2,At Home,No trips,29.67
7,Sunday, 3,At Home,No trips,29.67
7,Sunday, 4,At Home,No trips,29.67
7,Sunday, 5,At Home,No trips,29.67
7,Sunday, 6,At Home,No trips,29.67
7,Sunday, 7,At Home,No trips,29.67
7,Sunday, 8,At Home,07:56,29.67
7,Sunday, 9,At Home,07:56,29.67
7,Sunday,10,At Home,07:56,29.67
7,Sunday,11,At Home,07:56,29.67
7,Sunday,12,At Home,07:56,29.67
7,Sunday,13,At Home,07:56,29.67
7,Sunday,14,At Home,07:56,29.67
7,Sunday,15,At Home,07:56,29.67
7,Sunday,16,At Home,07:56,29.67
7,Sunday,17,At Home,07:56,29.67
7,Sunday,18,At Home,07:56,29.67
7,Sunday,19,At Home,07:56,29.67
7,Sunday,20,At Home,07:56,29.67
7,Sunday,21,At Home,07:56,29.67
7,Sunday,22,At Home,07:56,29.67
7,Sunday,23,At Home,07:56,29.67
8,Monday, 0,At Home,07:56,29.67
8,Monday, 1,At Home,07:56,29.67
8,Monday, 2,At Home,07:56,29.67
8,Monday, 3,At Home,07:56,29.67
8,Monday, 4,At Home,07:56,29.67
8,Monday, 5,At Home,07:56,29.67
8,Monday, 6,At Home,07:56,29.67
8,Monday, 7,Away,07:48,32.00
8,Monday, 8,Away,07:48,32.00
8,Monday, 9,Away,07:48,32.00
8,Monday,10,Away,07:48,32.00
8,Monday,11,Away,07:48,32.00
8,Monday,12,Away,07:48,32.00
8,Monday,13,Away,07:48,32.00
8,Monday,14,Away,07:48,32.00
8,Monday,15,Away,07:48,32.00
8,Monday,16,Away,07:48,32.00
8,Monday,17,At Home,07:48,30.00
8,Monday,18,At Home,07:48,30.00
8,Monday,19,At Home,07:48,30.00
8,Monday,20,At Home,07:48,30.00
8,Monday,21,At Home,07:48,30.00
8,Monday,22,At Home,07:48,30.00
8,Monday,23,At Home,07:48,30.00
9,Tuesday, 0,At Home,07:48,30.00
9,Tuesday, 1,At Home,07:48,30.00
9,Tuesday, 2,At Home,07:48,30.00
9,Tuesday, 3,At Home,07:48,30.00
9,Tuesday, 4,At Home,07:48,30.00
9,Tuesday, 5,At Home,07:48,30.00
9,Tuesday, 6,At Home,07:48,30.00
9,Tuesday, 7,Away,07:53,32.00
9,Tuesday, 8,Away,07:53,32.00
9,Tuesday, 9,Away,07:53,32.00
9,Tuesday,10,Away,07:53,32.00
9,Tuesday,11,Away,07:53,32.00
9,Tuesday,12,Away,07:53,32.00
9,Tuesday,13,Away,07:53,32.00
9,Tuesday,14,Away,07:53,32.00
9,Tuesday,15,Away,07:53,32.00
9,Tuesday,16,Away,07:53,32.00
9,Tuesday,17,At Home,07:53,29.63
9,Tuesday,18,At Home,07:53,29.63
9,Tuesday,19,At Home,07:53,29.63
9,Tuesday,20,At Home,07:53,29.63
9,Tuesday,21,At Home,07:53,29.63
9,Tuesday,22,At Home,07:53,29.63
9,Tuesday,23,At Home,07:53,29.63
10,Wednesday, 0,At Home,07:53,29.63
10,Wednesday, 1,At Home,07:53,29.63
10,Wednesday, 2,At Home,07:53,29.63
10,Wednesday, 3,At Home,07:53,29.63
10,Wednesday, 4,At Home,07:53,29.63
10,Wednesday, 5,At Home,07:53,29.63
10,Wednesday, 6,At Home,07:53,29.63
10,Wednesday, 7,Away,07:49,32.00
10,Wednesday, 8,Away,07:49,32.00
10,Wednesday, 9,Away,07:49,32.00
10,Wednesday,10,Away,07:49,32.00
10,Wednesday,11,Away,07:49,32.00
10,Wednesday,12,Away,07:49,32.00
10,Wednesday,13,Away,07:49,32.00
10,Wednesday,14,Away,07:49,32.00
10,Wednesday,15,Away,07:49,32.00
10,Wednesday,16,Away,07:49,32.00
10,Wednesday,17,Away,07:49,32.00
10,Wednesday,18,At Home,07:49,29.85
10,Wednesday,19,At Home,07:49,29.85
10,Wednesday,20,At Home,07:49,29.85
10,Wednesday,21,At Home,07:49,29.85
10,Wednesday,22,At Home,07:49,29.85
10,Wednesday,23,At Home,07:49,29.85
11,Thursday, 0,At Home,07:49,29.85
11,Thursday, 1,At Home,07:49,29.85
11,Thursday, 2,At Home,07:49,29.85
11,Thursday, 3,At Home,07:49,29.85
11,Thursday, 4,At Home,07:49,29.85
11,Thursday, 5,At Home,07:49,29.85
11,Thursday, 6,At Home,07:49,29.85
11,Thursday, 7,Away,08:05,32.00
11,Thursday, 8,Away,08:05,32.00
11,Thursday, 9,Away,08:05,32.00
11,Thursday,10,Away,08:05,32.00
11,Thursday,11,Away,08:05,32.00
11,Thursday,12,Away,08:05,32.00
11,Thursday,13,Away,08:05,32.00
11,Thursday,14,Away,08:05,32.00
11,Thursday,15,Away,08:05,32.00
11,Thursday,16,Away,08:05,32.00
11,Thursday,17,Away,08:05,32.00
11,Thursday,18,At Home,08:05,29.94
11,Thursday,19,At Home,08:05,29.94
11,Thursday,20,At Home,08:05,29.94
11,Thursday,21,At Home,08:05,29.94
11,Thursday,22,At Home,08:05,29.94
11,Thursday,23,At Home,08:05,29.94
12,Friday, 0,At Home,08:05,29.94
12,Friday, 1,At Home,08:05,29.94
12,Friday, 2,At Home,08:05,29.94
12,Friday, 3,At Home,08:05,29.94
12,Friday, 4,At Home,08:05,29.94
12,Friday, 5,At Home,08:05,29.94
12,Friday, 6,At Home,08:05,29.94
12,Friday, 7,At Home,08:05,29.94
12,Friday, 8,Away,No trips,32.00
12,Friday, 9,Away,No trips,32.00
12,Friday,10,Away,No trips,32.00
12,Friday,11,Away,No trips,32.00
12,Friday,12,Away,No trips,32.00
12,Friday,13,Away,No trips,32.00
12,Friday,14,Away,No trips,32.00
12,Friday,15,Away,No trips,32.00
12,Friday,16,Away,No trips,32.00
12,Friday,17,Away,No trips,32.00
12,Friday,18,At Home,No trips,29.77
12,Friday,19,At Home,No trips,29.77
12,Friday,20,At Home,No trips,29.77
12,Friday,21,At Home,No trips,29.77
12,Friday,22,At Home,No trips,29.77
12,Friday,23,At Home,No trips,29.77
13,Saturday, 0,At Home,No trips,29.77
13,Saturday, 1,At Home,No trips,29.77
13,Saturday, 2,At Home,No trips,29.77
13,Saturday, 3,At Home,No trips,29.77
13,Saturday, 4,At Home,No trips,29.77
13,Saturday, 5,At Home,No trips,29.77
13,Saturday, 6,At Home,No trips,29.77
13,Saturday, 7,At Home,No trips,29.77
13,Saturday, 8,At Home,No trips,29.77
13,Saturday, 9,At Home,No trips,29.77
13,Saturday,10,At Home,No trips,29.77
13,Saturday,11,At Home,No trips,29.77
13,Saturday,12,At Home,No trips,29.77
13,Saturday,13,At Home,No trips,29.77
13,Saturday,14,At Home,No trips,29.77
13,Saturday,15,At Home,No trips,29.77
13,Saturday,16,At Home,No trips,29.77
13,Saturday,17,At Home,No trips,29.77
13,Saturday,18,At Home,No trips,29.77
13,Saturday,19,At Home,No trips,29.77
13,Saturday,20,At Home,No trips,29.77
13,Saturday,21,At Home,No trips,29.77
13,Saturday,22,At Home,No trips,29.77
13,Saturday,23,At Home,No trips,29.77
14,Sunday, 0,At Home,No trips,29.77
14,Sunday, 1,At Home,No trips,29.77
14,Sunday, 2,At Home,No trips,29.77
14,Sunday, 3,At Home,No trips,29.77
14,Sunday, 4,At Home,No trips,29.77
14,Sunday, 5,At Home,No trips,29.77
14,Sunday, 6,At Home,No trips,29.77
14,Sunday, 7,At Home,No trips,29.77
14,Sunday, 8,At Home,No trips,29.77
14,Sunday, 9,At Home,08:01,29.77
14,Sunday,10,At Home,08:01,29.77
14,Sunday,11,At Home,08:01,29.77
14,Sunday,12,At Home,08:01,29.77
14,Sunday,13,At Home,08:01,29.77
14,Sunday,14,At Home,08:01,29.77
14,Sunday,15,At Home,08:01,29.77
14,Sunday,16,At Home,08:01,29.77
14,Sunday,17,At Home,08:01,29.77
14,Sunday,18,At Home,08:01,29.77
14,Sunday,19,At Home,08:01,29.77
14,Sunday,20,At Home,08:01,29.77
14,Sunday,21,At Home,08:01,29.77
14,Sunday,22,At Home,08:01,29.77
14,Sunday,23,At Home,08:01,29.77
15,Monday, 0,At Home,08:01,29.77
15,Monday, 1,At Home,08:01,29.77
15,Monday, 2,At Home,08:01,29.77
15,Monday, 3,At Home,08:01,29.77
15,Monday, 4,At Home,08:01,29.77
15,Monday, 5,At Home,08:01,29.77
15,Monday, 6,At Home,08:01,29.77
15,Monday, 7,At Home,08:01,29.77
15,Monday, 8,Away,07:53,32.00
15,Monday, 9,Away,07:53,32.00
15,Monday,10,Away,07:53,32.00
15,Monday,11,Away,07:53,32.00
15,Monday,12,Away,07:53,32.00
15,Monday,13,Away,07:53,32.00
15,Monday,14,Away,07:53,32.00
15,Monday,15,Away,07:53,32.00
15,Monday,16,Away,07:53,32.00
15,Monday,17,At Home,07:53,30.00
15,Monday,18,At Home,07:53,30.00
15,Monday,19,At Home,07:53,30.00
15,Monday,20,At Home,07:53,30.00
15,Monday,21,At Home,07:53,30.00
15,Monday,22,At Home,07:53,30.00
15,Monday,23,At Home,07:53,30.00
16,Tuesday, 0,At Home,07:53,30.00
16,Tuesday, 1,At Home,07:53,30.00
16,Tuesday, 2,At Home,07:53,30.00
16,Tuesday, 3,At Home,07:53,30.00
16,Tuesday, 4,At Home,07:53,30.00
16,Tuesday, 5,At Home,07:53,30.00
16,Tuesday, 6,At Home,07:53,30.00
16,Tuesday, 7,Away,07:45,32.00
16,Tuesday, 8,Away,07:45,32.00
16,Tuesday, 9,Away,07:45,32.00
16,Tuesday,10,Away,07:45,32.00
16,Tuesday,11,Away,07:45,32.00
16,Tuesday,12,Away,07:45,32.00
16,Tuesday,13,Away,07:45,32.00
16,Tuesday,14,Away,07:45,32.00
16,Tuesday,15,Away,07:45,32.00
16,Tuesday,16,Away,07:45,32.00
16,Tuesday,17,Away,07:45,32.00
16,Tuesday,18,At Home,07:45,28.80
16,Tuesday,19,At Home,07:45,28.80
16,Tuesday,20,At Home,07:45,28.80
16,Tuesday,21,At Home,07:45,28.80
16,Tuesday,22,At Home,07:45,28.80
16,Tuesday,23,At Home,07:45,28.80
17,Wednesday, 0,At Home,07:45,28.80
17,Wednesday, 1,At Home,07:45,28.80
17,Wednesday, 2,At Home,07:45,28.80
17,Wednesday, 3,At Home,07:45,28.80
17,Wednesday, 4,At Home,07:45,28.80
17,Wednesday, 5,At Home,07:45,28.80
17,Wednesday, 6,At Home,07:45,28.80
17,Wednesday, 7,Away,08:05,32.00
17,Wednesday, 8,Away,08:05,32.00
17,Wednesday, 9,Away,08:05,32.00
17,Wednesday,10,Away,08:05,32.00
17,Wednesday,11,Away,08:05,32.00
17,Wednesday,12,Away,08:05,32.00
17,Wednesday,13,Away,08:05,32.00
17,Wednesday,14,Away,08:05,32.00
17,Wednesday,15,Away,08:05,32.00
17,Wednesday,16,Away,08:05,32.00
17,Wednesday,17,At Home,08:05,29.93
17,Wednesday,18,At Home,08:05,29.93
17,Wednesday,19,At Home,08:05,29.93
17,Wednesday,20,At Home,08:05,29.93
17,Wednesday,21,At Home,08:05,29.93
17,Wednesday,22,At Home,08:05,29.93
17,Wednesday,23,At Home,08:05,29.93
18,Thursday, 0,At Home,08:05,29.93
18,Thursday, 1,At Home,08:05,29.93
18,Thursday, 2,At Home,08:05,29.93
18,Thursday, 3,At Home,08:05,29.93
18,Thursday, 4,At Home,08:05,29.93
18,Thursday, 5,At Home,08:05,29.93
18,Thursday, 6,At Home,08:05,29.93
18,Thursday, 7,At Home,08:05,29.93
18,Thursday, 8,Away,08:01,32.00
18,Thursday, 9,Away,08:01,32.00
18,Thursday,10,Away,08:01,32.00
18,Thursday,11,Away,08:01,32.00
18,Thursday,12,Away,08:01,32.00
18,Thursday,13,Away,08:01,32.00
18,Thursday,14,Away,08:01,32.00
18,Thursday,15,Away,08:01,32.00
18,Thursday,16,Away,08:01,32.00
18,Thursday,17,Away,08:01,32.00
18,Thursday,18,At Home,08:01,29.76
18,Thursday,19,At Home,08:01,29.76
18,Thursday,20,At Home,08:01,29.76
18,Thursday,21,At Home,08:01,29.76
18,Thursday,22,At Home,08:01,29.76
18,Thursday,23,At Home,08:01,29.76
19,Friday, 0,At Home,08:01,29.76
19,Friday, 1,At Home,08:01,29.76
19,Friday, 2,At Home,08:01,29.76
19,Friday, 3,At Home,08:01,29.76
19,Friday, 4,At Home,08:01,29.76
19,Friday, 5,At Home,08:01,29.76
19,Friday, 6,At Home,08:01,29.76
19,Friday, 7,At Home,08:01,29.76
19,Friday, 8,Away,No trips,32.00
19,Friday, 9,Away,No trips,32.00
19,Friday,10,Away,No trips,32.00
19,Friday,11,Away,No trips,32.00
19,Friday,12,Away,No trips,32.00
19,Friday,13,Away,No trips,32.00
19,Friday,14,Away,No trips,32.00
19,Friday,15,Away,No trips,32.00
19,Friday,16,Away,No trips,32.00
19,Friday,17,Away,No trips,32.00
19,Friday,18,At Home,No trips,29.90
19,Friday,19,At Home,No trips,29.90
19,Friday,20,At Home,No trips,29.90
19,Friday,21,At Home,No trips,29.90
19,Friday,22,At Home,No trips,29.90
19,Friday,23,At Home,No trips,29.90
20,Saturday, 0,At Home,No trips,29.90
20,Saturday, 1,At Home,No trips,29.90
20,Saturday, 2,At Home,No trips,29.90
20,Saturday, 3,At Home,No trips,29.90
20,Saturday, 4,At Home,No trips,29.90
20,Saturday, 5,At Home,No trips,29.90
20,Saturday, 6,At Home,No trips,29.90
20,Saturday, 7,At Home,No trips,29.90
20,Saturday, 8,At Home,No trips,29.90
20,Saturday, 9,At Home,No trips,29.90
20,Saturday,10,At Home,No trips,29.90
20,Saturday,11,At Home,No trips,29.90
20,Saturday,12,At Home,No trips,29.90
20,Saturday,13,At Home,No trips,29.90
20,Saturday,14,At Home,No trips,29.90
20,Saturday,15,At Home,No trips,29.90
20,Saturday,16,At Home,No trips,29.90
20,Saturday,17,At Home,No trips,29.90
20,Saturday,18,At Home,No trips,29.90
20,Saturday,19,At Home,No trips,29.90
20,Saturday,20,At Home,No trips,29.90
20,Saturday,21,At Home,No trips,29.90
20,Saturday,22,At Home,No trips,29.90
20,Saturday,23,At Home,No trips,29.90
21,Sunday, 0,At Home,No trips,29.90
21,Sunday, 1,At Home,No trips,29.90
21,Sunday, 2,At Home,No trips,29.90
21,Sunday, 3,At Home,No trips,29.90
21,Sunday, 4,At Home,No trips,29.90
21,Sunday, 5,At Home,No trips,29.90
21,Sunday, 6,At Home,No trips,29.90
21,Sunday, 7,At Home,No trips,29.90
21,Sunday, 8,At Home,07:59,29.90
21,Sunday, 9,At Home,07:59,29.90
21,Sunday,10,At Home,07:59,29.90
21,Sunday,11,At Home,07:59,29.90
21,Sunday,12,At Home,07:59,29.90
21,Sunday,13,At Home,07:59,29.90
21,Sunday,14,At Home,07:59,29.90
21,Sunday,15,At Home,07:59,29.90
21,Sunday,16,At Home,07:59,29.90
21,Sunday,17,At Home,07:59,29.90
21,Sunday,18,At Home,07:59,29.90
21,Sunday,19,At Home,07:59,29.90
21,Sunday,20,At Home,07:59,29.90
21,Sunday,21,At Home,07:59,29.90
21,Sunday,22,At Home,07:59,29.90
21,Sunday,23,At Home,07:59,29.90
22,Monday, 0,At Home,07:59,29.90
22,Monday, 1,At Home,07:59,29.90
22,Monday, 2,At Home,07:59,29.90
22,Monday, 3,At Home,07:59,29.90
22,Monday, 4,At Home,07:59,29.90
22,Monday, 5,At Home,07:59,29.90
22,Monday, 6,At Home,07:59,29.90
22,Monday, 7,Away,07:48,32.00
22,Monday, 8,Away,07:48,32.00
22,Monday, 9,Away,07:48,32.00
22,Monday,10,Away,07:48,32.00
22,Monday,11,Away,07:48,32.00
22,Monday,12,Away,07:48,32.00
22,Monday,13,Away,07:48,32.00
22,Monday,14,Away,07:48,32.00
22,Monday,15,Away,07:48,32.00
22,Monday,16,Away,07:48,32.00
22,Monday,17,Away,07:48,32.00
22,Monday,18,At Home,07:48,30.01
22,Monday,19,At Home,07:48,30.01
22,Monday,20,At Home,07:48,30.01
22,Monday,21,At Home,07:48,30.01
22,Monday,22,At Home,07:48,30.01
22,Monday,23,At Home,07:48,30.01
23,Tuesday, 0,At Home,07:48,30.01
23,Tuesday, 1,At Home,07:48,30.01
23,Tuesday, 2,At Home,07:48,30.01
23,Tuesday, 3,At Home,07:48,30.01
23,Tuesday, 4,At Home,07:48,30.01
23,Tuesday, 5,At Home,07:48,30.01
23,Tuesday, 6,At Home,07:48,30.01
23,Tuesday, 7,Away,08:04,32.00
23,Tuesday, 8,Away,08:04,32.00
23,Tuesday, 9,Away,08:04,32.00
23,Tuesday,10,Away,08:04,32.00
23,Tuesday,11,Away,08:04,32.00
23,Tuesday,12,Away,08:04,32.00
23,Tuesday,13,Away,08:04,32.00
23,Tuesday,14,Away,08:04,32.00
23,Tuesday,15,Away,08:04,32.00
23,Tuesday,16,Away,08:04,32.00
23,Tuesday,17,Away,08:04,32.00
23,Tuesday,18,At Home,08:04,30.01
23,Tuesday,19,At Home,08:04,30.01
23,Tuesday,20,At Home,08:04,30.01
23,Tuesday,21,At Home,08:04,30.01
23,Tuesday,22,At Home,08:04,30.01
23,Tuesday,23,At Home,08:04,30.01
24,Wednesday, 0,At Home,08:04,30.01
24,Wednesday, 1,At Home,08:04,30.01
24,Wednesday, 2,At Home,08:04,30.01
24,Wednesday, 3,At Home,08:04,30.01
24,Wednesday, 4,At Home,08:04,30.01
24,Wednesday, 5,At Home,08:04,30.01
24,Wednesday, 6,At Home,08:04,30.01
24,Wednesday, 7,At Home,08:04,30.01
24,Wednesday, 8,Away,07:50,32.00
24,Wednesday, 9,Away,07:50,32.00
24,Wednesday,10,Away,07:50,32.00
24,Wednesday,11,Away,07:50,32.00
24,Wednesday,12,Away,07:50,32.00
24,Wednesday,13,Away,07:50,32.00
24,Wednesday,14,Away,07:50,32.00
24,Wednesday,15,Away,07:50,32.00
24,Wednesday,16,Away,07:50,32.00
24,Wednesday,17,At Home,07:50,29.81
24,Wednesday,18,At Home,07:50,29.81
24,Wednesday,19,At Home,07:50,29.81
24,Wednesday,20,At Home,07:50,29.81
24,Wednesday,21,At Home,07:50,29.81
24,Wednesday,22,At Home,07:50,29.81
24,Wednesday,23,At Home,07:50,29.81
25,Thursday, 0,At Home,07:50,29.81
25,Thursday, 1,At Home,07:50,29.81
25,Thursday, 2,At Home,07:50,29.81
25,Thursday, 3,At Home,07:50,29.81
25,Thursday, 4,At Home,07:50,29.81
25,Thursday, 5,At Home,07:50,29.81
25,Thursday, 6,At Home,07:50,29.81
25,Thursday, 7,Away,08:11,32.00
25,Thursday, 8,Away,08:11,32.00
25,Thursday, 9,Away,08:11,32.00
25,Thursday,10,Away,08:11,32.00
25,Thursday,11,Away,08:11,32.00
25,Thursday,12,Away,08:11,32.00
25,Thursday,13,Away,08:11,32.00
25,Thursday,14,Away,08:11,32.00
25,Thursday,15,Away,08:11,32.00
25,Thursday,16,Away,08:11,32.00
25,Thursday,17,At Home,08:11,29.86
25,Thursday,18,At Home,08:11,29.86
25,Thursday,19,At Home,08:11,29.86
25,Thursday,20,At Home,08:11,29.86
25,Thursday,21,At Home,08:11,29.86
25,Thursday,22,At Home,08:11,29.86
25,Thursday,23,At Home,08:11,29.86
26,Friday, 0,At Home,08:11,29.86
26,Friday, 1,At Home,08:11,29.86
26,Friday, 2,At Home,08:11,29.86
26,Friday, 3,At Home,08:11,29.86
26,Friday, 4,At Home,08:11,29.86
26,Friday, 5,At Home,08:11,29.86
26,Friday, 6,At Home,08:11,29.86
26,Friday, 7,At Home,08:11,29.86
26,Friday, 8,Away,No trips,32.00
26,Friday, 9,Away,No trips,32.00
26,Friday,10,Away,No trips,32.00
26,Friday,11,Away,No trips,32.00
26,Friday,12,Away,No trips,32.00
26,Friday,13,Away,No trips,32.00
26,Friday,14,Away,No trips,32.00
26,Friday,15,Away,No trips,32.00
26,Friday,16,Away,No trips,32.00
26,Friday,17,Away,No trips,32.00
26,Friday,18,At Home,No trips,28.60
26,Friday,19,At Home,No trips,28.60
26,Friday,20,At Home,No trips,28.60
26,Friday,21,At Home,No trips,28.60
26,Friday,22,At Home,No trips,28.60
26,Friday,23,At Home,No trips,28.60
27,Saturday, 0,At Home,No trips,28.60
27,Saturday, 1,At Home,No trips,28.60
27,Saturday, 2,At Home,No trips,28.60
27,Saturday, 3,At Home,No trips,28.60
27,Saturday, 4,At Home,No trips,28.60
27,Saturday, 5,At Home,No trips,28.60
27,Saturday, 6,At Home,No trips,28.60
27,Saturday, 7,At Home,No trips,28.60
27,Saturday, 8,At Home,No trips,28.60
27,Saturday, 9,At Home,No trips,28.60
27,Saturday,10,At Home,No trips,28.60
27,Saturday,11,At Home,No trips,28.60
27,Saturday,12,At Home,No trips,28.60
27,Saturday,13,At Home,No trips,28.60
27,Saturday,14,At Home,No trips,28.60
27,Saturday,15,At Home,No trips,28.60
27,Saturday,16,At Home,No trips,28.60
27,Saturday,17,At Home,No trips,28.60
27,Saturday,18,At Home,No trips,28.60
27,Saturday,19,At Home,No trips,28.60
27,Saturday,20,At Home,No trips,28.60
27,Saturday,21,At Home,No trips,28.60
27,Saturday,22,At Home,No trips,28.60
27,Saturday,23,At Home,No trips,28.60
28,Sunday, 0,At Home,No trips,28.60
28,Sunday, 1,At Home,No trips,28.60
28,Sunday, 2,At Home,No trips,28.60
28,Sunday, 3,At Home,No trips,28.60
28,Sunday, 4,At Home,No trips,28.60
28,Sunday, 5,At Home,No trips,28.60
28,Sunday, 6,At Home,No trips,28.60
28,Sunday, 7,At Home,No trips,28.60
28,Sunday, 8,At Home,No trips,28.60
28,Sunday, 9,At Home,08:09,28.60
28,Sunday,10,At Home,08:09,28.60
28,Sunday,11,At Home,08:09,28.60
