Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival
82,Friday,09:00,45.0,15:00,44.25
83,Saturday,No trips,45.00,,45.00
84,Sunday,No trips,45.00,,45.00
85,Monday,10:00,45.0,14:00,44.25
86,Tuesday,No trips,45.00,,45.00
87,Wednesday,09:00,45.0,15:00,44.25
88,Thursday,No trips,45.00,,45.00
89,Friday,09:00,45.0,15:00,44.25
90,Saturday,No trips,45.00,,45.00
91,Sunday,No trips,45.00,,45.00
92,Monday,10:00,45.0,14:00,44.25
93,Tuesday,No trips,45.00,,45.00
94,Wednesday,09:00,45.0,15:00,44.25
95,Thursday,No trips,45.00,,45.00
96,Friday,09:00,45.0,15:00,44.25
97,Saturday,No trips,45.00,,45.00
98,Sunday,No trips,45.00,,45.00
99,Monday,10:00,45.0,14:00,44.25
100,Tuesday,No trips,45.00,,45.00
101,Wednesday,09:00,45.0,15:00,44.25
102,Thursday,No trips,45.00,,45.00
103,Friday,09:00,45.0,15:00,44.25
104,Saturday,No trips,45.00,,45.00
105,Sunday,No trips,45.00,,45.00
106,Monday,10:00,45.0,14:00,44.25
107,Tuesday,No trips,45.00,,45.00
108,Wednesday,09:00,45.0,15:00,44.25
109,Thursday,No trips,45.00,,45.00
110,Friday,09:00,45.0,15:00,44.25
111,Saturday,No trips,45.00,,45.00
112,Sunday,No trips,45.00,,45.00
113,Monday,10:00,45.0,14:00,44.25
114,Tuesday,No trips,45.00,,45.00
115,Wednesday,09:00,45.0,15:00,44.25
116,Thursday,No trips,45.00,,45.00
117,Friday,09:00,45.0,15:00,44.25
118,Saturday,No trips,45.00,,45.00
119,Sunday,No trips,45.00,,45.00
120,Monday,10:00,45.0,14:00,44.25
121,Tuesday,No trips,45.00,,45.00
122,Wednesday,09:00,45.0,15:00,44.25
123,Thursday,15:44,45.0,16:31,39.19354877482394
124,Friday,09:00,45.0,15:00,44.25
125,Saturday,09:46,45.0,10:44,37.83087508814539
126,Sunday,No trips,45.00,,45.00
127,Monday,10:00,45.0,14:00,44.25
128,Tuesday,No trips,45.00,,45.00
129,Wednesday,09:00,45.0,15:00,44.25
130,Thursday,No trips,45.00,,45.00
131,Friday,09:00,45.0,15:00,44.25
132,Saturday,No trips,45.00,,45.00
133,Sunday,No trips,45.00,,45.00
134,Monday,10:00,45.0,14:00,44.25
135,Tuesday,16:20,45.0,17:44,34.452728448704036
136,Wednesday,09:00,45.0,15:00,44.25
137,Thursday,No trips,45.00,,45.00
138,Friday,09:00,45.0,15:00,44.25
139,Saturday,11:42,45.0,13:12,33.783428421463
139,Saturday,12:47,33.783428421463,14:08,23.692178569580165
140,Sunday,No trips,45.00,,45.00
141,Monday,10:00,45.0,14:00,44.25
142,Tuesday,12:36,45.0,13:09,40.79597815317315
142,Tuesday,14:42,40.79597815317315,15:27,35.1273084949742
142,Tuesday,08:44,35.1273084949742,09:22,30.427568996523732
143,Wednesday,09:00,45.0,15:00,44.25
144,Thursday,No trips,45.00,,45.00
145,Friday,09:00,45.0,15:00,44.25
146,Saturday,16:24,45.0,18:04,32.47905786901285
147,Sunday,No trips,45.00,,45.00
148,Monday,10:00,45.0,14:00,44.25
149,Tuesday,No trips,45.00,,45.00
150,Wednesday,09:00,45.0,15:00,44.25
151,Thursday,No trips,45.00,,45.00
152,Friday,09:00,45.0,15:00,44.25
153,Saturday,No trips,45.00,,45.00
154,Sunday,08:39,45.0,09:16,40.37766905709167
155,Monday,10:00,45.0,14:00,44.25
156,Tuesday,No trips,45.00,,45.00
157,Wednesday,09:00,45.0,15:00,44.25
158,Thursday,No trips,45.00,,45.00
159,Friday,09:00,45.0,15:00,44.25
160,Saturday,No trips,45.00,,45.00
161,Sunday,No trips,45.00,,45.00
162,Monday,10:00,45.0,14:00,44.25
163,Tuesday,No trips,45.00,,45.00
164,Wednesday,09:00,45.0,15:00,44.25
165,Thursday,No trips,45.00,,45.00
166,Friday,09:00,45.0,15:00,44.25
167,Saturday,No trips,45.00,,45.00
168,Sunday,No trips,45.00,,45.00
169,Monday,10:00,45.0,14:00,44.25
170,Tuesday,No trips,45.00,,45.00
171,Wednesday,09:00,45.0,15:00,44.25
172,Thursday,10:47,45.0,12:37,31.187928585313784
173,Friday,09:00,45.0,15:00,44.25
174,Saturday,14:22,45.0,15:11,38.86166373415524
175,Sunday,14:07,45.0,15:05,37.7528850329242
176,Monday,10:00,45.0,14:00,44.25
177,Tuesday,No trips,45.00,,45.00
178,Wednesday,09:00,45.0,15:00,44.25
179,Thursday,No trips,45.00,,45.00
180,Friday,09:00,45.0,15:00,44.25
181,Saturday,No trips,45.00,,45.00
182,Sunday,No trips,45.00,,45.00
183,Monday,10:00,45.0,14:00,44.25
184,Tuesday,No trips,45.00,,45.00
185,Wednesday,09:00,45.0,15:00,44.25
186,Thursday,No trips,45.00,,45.00
187,Friday,09:00,45.0,15:00,44.25
188,Saturday,No trips,45.00,,45.00
189,Sunday,No trips,45.00,,45.00
190,Monday,10:00,45.0,14:00,44.25
191,Tuesday,No trips,45.00,,45.00
192,Wednesday,09:00,45.0,15:00,44.25
193,Thursday,No trips,45.00,,45.00
194,Friday,09:00,45.0,15:00,44.25
195,Saturday,14:37,45.0,15:38,37.297560111407215
195,Saturday,09:03,37.297560111407215,10:17,28.085317820869143
196,Sunday,No trips,45.00,,45.00
197,Monday,10:00,45.0,14:00,44.25
198,Tuesday,16:34,45.0,18:33,30.121705849605878
198,Tuesday,19:21,30.121705849605878,20:18,22.99148181823698
199,Wednesday,09:00,45.0,15:00,44.25
200,Thursday,No trips,45.00,,45.00
201,Friday,09:00,45.0,15:00,44.25
202,Saturday,15:52,45.0,17:28,32.980403057311534
202,Saturday,10:52,32.980403057311534,12:32,20.443492116896735
202,Saturday,17:57,20.443492116896735,19:11,15.0
203,Sunday,No trips,45.00,,45.00
204,Monday,10:00,45.0,14:00,44.25
205,Tuesday,No trips,45.00,,45.00
206,Wednesday,09:00,45.0,15:00,44.25
207,Thursday,No trips,45.00,,45.00
208,Friday,09:00,45.0,15:00,44.25
209,Saturday,No trips,45.00,,45.00
210,Sunday,No trips,45.00,,45.00
211,Monday,10:00,45.0,14:00,44.25
212,Tuesday,No trips,45.00,,45.00
213,Wednesday,09:00,45.0,15:00,44.25
214,Thursday,No trips,45.00,,45.00
215,Friday,09:00,45.0,15:00,44.25
216,Saturday,No trips,45.00,,45.00
217,Sunday,No trips,45.00,,45.00
218,Monday,10:00,45.0,14:00,44.25
219,Tuesday,No trips,45.00,,45.00
220,Wednesday,09:00,45.0,15:00,44.25
221,Thursday,No trips,45.00,,45.00
222,Friday,09:00,45.0,15:00,44.25
223,Saturday,No trips,45.00,,45.00
224,Sunday,No trips,45.00,,45.00
225,Monday,10:00,45.0,14:00,44.25
226,Tuesday,No trips,45.00,,45.00
227,Wednesday,09:00,45.0,15:00,44.25
228,Thursday,18:47,45.0,20:19,33.51733367904201
229,Friday,09:00,45.0,15:00,44.25
230,Saturday,No trips,45.00,,45.00
231,Sunday,No trips,45.00,,45.00
232,Monday,10:00,45.0,14:00,44.25
233,Tuesday,No trips,45.00,,45.00
234,Wednesday,09:00,45.0,15:00,44.25
235,Thursday,No trips,45.00,,45.00
236,Friday,09:00,45.0,15:00,44.25
237,Saturday,No trips,45.00,,45.00
238,Sunday,No trips,45.00,,45.00
239,Monday,10:00,45.0,14:00,44.25
240,Tuesday,09:06,45.0,09:46,40.06818140099749
241,Wednesday,09:00,45.0,15:00,44.25
242,Thursday,No trips,45.00,,45.00
243,Friday,09:00,45.0,15:00,44.25
244,Saturday,No trips,45.00,,45.00
245,Sunday,10:02,45.0,11:50,31.57863572544486
246,Monday,10:00,45.0,14:00,44.25
247,Tuesday,10:48,45.0,11:20,41.09599812965864
248,Wednesday,09:00,45.0,15:00,44.25
249,Thursday,13:15,45.0,14:39,34.4954651292977
250,Friday,09:00,45.0,15:00,44.25
251,Saturday,No trips,45.00,,45.00
252,Sunday,No trips,45.00,,45.00
253,Monday,10:00,45.0,14:00,44.25
254,Tuesday,No trips,45.00,,45.00
255,Wednesday,09:00,45.0,15:00,44.25
256,Thursday,No trips,45.00,,45.00
257,Friday,09:00,45.0,15:00,44.25
258,Saturday,No trips,45.00,,45.00
259,Sunday,19:29,45.0,20:32,37.056420066602726
259,Sunday,14:13,37.056420066602726,15:02,30.95413997707304
260,Monday,10:00,45.0,14:00,44.25
261,Tuesday,No trips,45.00,,45.00
262,Wednesday,09:00,45.0,15:00,44.25
263,Thursday,11:08,45.0,13:00,31.029948959324706
264,Friday,09:00,45.0,15:00,44.25
265,Saturday,No trips,45.00,,45.00
266,Sunday,No trips,45.00,,45.00
267,Monday,10:00,45.0,14:00,44.25
268,Tuesday,No trips,45.00,,45.00
269,Wednesday,09:00,45.0,15:00,44.25
270,Thursday,14:17,45.0,15:00,39.65889005025847
271,Friday,09:00,45.0,15:00,44.25
272,Saturday,No trips,45.00,,45.00
273,Sunday,No trips,45.00,,45.00
274,Monday,10:00,45.0,14:00,44.25
275,Tuesday,No trips,45.00,,45.00
276,Wednesday,09:00,45.0,15:00,44.25
277,Thursday,No trips,45.00,,45.00
278,Friday,09:00,45.0,15:00,44.25
279,Saturday,No trips,45.00,,45.00
280,Sunday,No trips,45.00,,45.00
281,Monday,10:00,45.0,14:00,44.25
282,Tuesday,No trips,45.00,,45.00
283,Wednesday,09:00,45.0,15:00,44.25
284,Thursday,No trips,45.00,,45.00
285,Friday,09:00,45.0,15:00,44.25
286,Saturday,No trips,45.00,,45.00
287,Sunday,No trips,45.00,,45.00
288,Monday,10:00,45.0,14:00,44.25
289,Tuesday,No trips,45.00,,45.00
290,Wednesday,09:00,45.0,15:00,44.25
291,Thursday,No trips,45.00,,45.00
292,Friday,09:00,45.0,15:00,44.25
293,Saturday,No trips,45.00,,45.00
294,Sunday,No trips,45.00,,45.00
295,Monday,10:00,45.0,14:00,44.25
296,Tuesday,No trips,45.00,,45.00
297,Wednesday,09:00,45.0,15:00,44.25
298,Thursday,No trips,45.00,,45.00
299,Friday,09:00,45.0,15:00,44.25
300,Saturday,No trips,45.00,,45.00
301,Sunday,No trips,45.00,,45.00
302,Monday,10:00,45.0,14:00,44.25
303,Tuesday,No trips,45.00,,45.00
304,Wednesday,09:00,45.0,15:00,44.25
305,Thursday,No trips,45.00,,45.00
306,Friday,09:00,45.0,15:00,44.25
307,Saturday,No trips,45.00,,45.00
308,Sunday,No trips,45.00,,45.00
309,Monday,10:00,45.0,14:00,44.25
310,Tuesday,No trips,45.00,,45.00
311,Wednesday,09:00,45.0,15:00,44.25
312,Thursday,15:00,45.0,16:42,32.3013905301589
313,Friday,09:00,45.0,15:00,44.25
314,Saturday,No trips,45.00,,45.00
315,Sunday,No trips,45.00,,45.00
316,Monday,10:00,45.0,14:00,44.25
317,Tuesday,No trips,45.00,,45.00
318,Wednesday,09:00,45.0,15:00,44.25
319,Thursday,No trips,45.00,,45.00
320,Friday,09:00,45.0,15:00,44.25
321,Saturday,No trips,45.00,,45.00
322,Sunday,16:39,45.0,17:51,35.973405188341935
322,Sunday,08:22,35.973405188341935,09:06,30.515737704748908
323,Monday,10:00,45.0,14:00,44.25
324,Tuesday,13:04,45.0,13:51,39.111826523994594
325,Wednesday,09:00,45.0,15:00,44.25
326,Thursday,No trips,45.00,,45.00
327,Friday,09:00,45.0,15:00,44.25
328,Saturday,No trips,45.00,,45.00
329,Sunday,No trips,45.00,,45.00
330,Monday,10:00,45.0,14:00,44.25
331,Tuesday,11:05,45.0,11:59,38.280807534034466
332,Wednesday,09:00,45.0,15:00,44.25
333,Thursday,14:45,45.0,15:15,41.205342584986816
334,Friday,09:00,45.0,15:00,44.25
335,Saturday,No trips,45.00,,45.00
336,Sunday,No trips,45.00,,45.00
337,Monday,10:00,45.0,14:00,44.25
338,Tuesday,No trips,45.00,,45.00
339,Wednesday,09:00,45.0,15:00,44.25
340,Thursday,No trips,45.00,,45.00
341,Friday,09:00,45.0,15:00,44.25
342,Saturday,No trips,45.00,,45.00
343,Sunday,No trips,45.00,,45.00
344,Monday,10:00,45.0,14:00,44.25
345,Tuesday,No trips,45.00,,45.00
346,Wednesday,09:00,45.0,15:00,44.25
347,Thursday,No trips,45.00,,45.00
348,Friday,09:00,45.0,15:00,44.25
349,Saturday,17:42,45.0,18:33,38.588495450816225
350,Sunday,No trips,45.00,,45.00
351,Monday,10:00,45.0,14:00,44.25
352,Tuesday,16:31,45.0,17:06,40.61335994524927
353,Wednesday,09:00,45.0,15:00,44.25
354,Thursday,No trips,45.00,,45.00
355,Friday,09:00,45.0,15:00,44.25
356,Saturday,No trips,45.00,,45.00
357,Sunday,No trips,45.00,,45.00
358,Monday,10:00,45.0,14:00,44.25
359,Tuesday,No trips,45.00,,45.00
360,Wednesday,09:00,45.0,15:00,44.25
361,Thursday,17:29,45.0,19:13,31.994644799788688
362,Friday,09:00,45.0,15:00,44.25
363,Saturday,No trips,45.00,,45.00
364,Sunday,No trips,45.00,,45.00
365,Monday,10:00,45.0,14:00,44.25
