Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival
108,Wednesday,09:00,45.0,15:00,41.25
109,Thursday,No trips,45.00,,45.00
110,Friday,09:00,45.0,15:00,41.25
111,Saturday,17:28,45.0,19:15,31.589623354443574
112,Sunday,No trips,45.00,,45.00
113,Monday,10:00,45.0,14:00,41.25
114,Tuesday,No trips,45.00,,45.00
115,Wednesday,09:00,45.0,15:00,41.25
116,Thursday,No trips,45.00,,45.00
117,Friday,09:00,45.0,15:00,41.25
118,Saturday,No trips,45.00,,45.00
119,Sunday,No trips,45.00,,45.00
120,Monday,10:00,45.0,14:00,41.25
121,Tuesday,11:06,45.0,11:53,39.11163665687434
122,Wednesday,09:00,45.0,15:00,41.25
123,Thursday,No trips,45.00,,45.00
124,Friday,09:00,45.0,15:00,41.25
125,Saturday,No trips,45.00,,45.00
126,Sunday,No trips,45.00,,45.00
127,Monday,10:00,45.0,14:00,41.25
128,Tuesday,10:22,45.0,11:25,37.07173199268383
129,Wednesday,09:00,45.0,15:00,41.25
130,Thursday,No trips,45.00,,45.00
131,Friday,09:00,45.0,15:00,41.25
132,Saturday,No trips,45.00,,45.00
133,Sunday,No trips,45.00,,45.00
134,Monday,10:00,45.0,14:00,41.25
135,Tuesday,11:54,45.0,13:37,32.11280054522865
136,Wednesday,09:00,45.0,15:00,41.25
137,Thursday,No trips,45.00,,45.00
138,Friday,09:00,45.0,15:00,41.25
139,Saturday,No trips,45.00,,45.00
140,Sunday,No trips,45.00,,45.00
141,Monday,10:00,45.0,14:00,41.25
142,Tuesday,No trips,45.00,,45.00
143,Wednesday,09:00,45.0,15:00,41.25
144,Thursday,No trips,45.00,,45.00
145,Friday,09:00,45.0,15:00,41.25
146,Saturday,No trips,45.00,,45.00
147,Sunday,No trips,45.00,,45.00
148,Monday,10:00,45.0,14:00,41.25
149,Tuesday,No trips,45.00,,45.00
150,Wednesday,09:00,45.0,15:00,41.25
151,Thursday,No trips,45.00,,45.00
152,Friday,09:00,45.0,15:00,41.25
153,Saturday,No trips,45.00,,45.00
154,Sunday,No trips,45.00,,45.00
155,Monday,10:00,45.0,14:00,41.25
156,Tuesday,No trips,45.00,,45.00
157,Wednesday,09:00,45.0,15:00,41.25
158,Thursday,14:39,45.0,15:16,40.40815601648593
159,Friday,09:00,45.0,15:00,41.25
160,Saturday,No trips,45.00,,45.00
161,Sunday,No trips,45.00,,45.00
162,Monday,10:00,45.0,14:00,41.25
163,Tuesday,No trips,45.00,,45.00
164,Wednesday,09:00,45.0,15:00,41.25
165,Thursday,14:43,45.0,16:31,31.47515679712469
166,Friday,09:00,45.0,15:00,41.25
167,Saturday,No trips,45.00,,45.00
168,Sunday,08:53,45.0,10:18,34.42387995462932
168,Sunday,18:36,34.42387995462932,19:41,26.33919152505596
169,Monday,10:00,45.0,14:00,41.25
170,Tuesday,No trips,45.00,,45.00
171,Wednesday,09:00,45.0,15:00,41.25
172,Thursday,08:35,45.0,10:12,32.829815434282736
173,Friday,09:00,45.0,15:00,41.25
174,Saturday,18:31,45.0,20:09,32.692112458841066
174,Saturday,19:00,32.692112458841066,20:18,22.9711442267454
175,Sunday,No trips,45.00,,45.00
176,Monday,10:00,45.0,14:00,41.25
177,Tuesday,No trips,45.00,,45.00
178,Wednesday,09:00,45.0,15:00,41.25
179,Thursday,No trips,45.00,,45.00
180,Friday,09:00,45.0,15:00,41.25
181,Saturday,14:57,45.0,15:34,40.36599390770428
182,Sunday,No trips,45.00,,45.00
183,Monday,10:00,45.0,14:00,41.25
184,Tuesday,No trips,45.00,,45.00
185,Wednesday,09:00,45.0,15:00,41.25
186,Thursday,No trips,45.00,,45.00
187,Friday,09:00,45.0,15:00,41.25
188,Saturday,No trips,45.00,,45.00
189,Sunday,10:19,45.0,12:09,31.29253937768884
190,Monday,10:00,45.0,14:00,41.25
191,Tuesday,12:03,45.0,13:35,33.503130417994555
191,Tuesday,18:58,33.503130417994555,20:15,23.953582924358052
192,Wednesday,09:00,45.0,15:00,41.25
193,Thursday,No trips,45.00,,45.00
194,Friday,09:00,45.0,15:00,41.25
195,Saturday,No trips,45.00,,45.00
196,Sunday,15:01,45.0,15:52,38.68300698629429
197,Monday,10:00,45.0,14:00,41.25
198,Tuesday,No trips,45.00,,45.00
199,Wednesday,09:00,45.0,15:00,41.25
200,Thursday,No trips,45.00,,45.00
201,Friday,09:00,45.0,15:00,41.25
202,Saturday,No trips,45.00,,45.00
203,Sunday,No trips,45.00,,45.00
204,Monday,10:00,45.0,14:00,41.25
205,Tuesday,No trips,45.00,,45.00
206,Wednesday,09:00,45.0,15:00,41.25
207,Thursday,No trips,45.00,,45.00
208,Friday,09:00,45.0,15:00,41.25
209,Saturday,14:17,45.0,14:57,39.94642647091892
209,Saturday,18:06,39.94642647091892,19:22,30.477202077760943
210,Sunday,09:20,45.0,10:03,39.68850273835016
211,Monday,10:00,45.0,14:00,41.25
212,Tuesday,No trips,45.00,,45.00
213,Wednesday,09:00,45.0,15:00,41.25
214,Thursday,11:12,45.0,12:35,34.69538992881431
214,Thursday,14:13,34.69538992881431,15:40,23.728698476782405
215,Friday,09:00,45.0,15:00,41.25
216,Saturday,10:10,45.0,11:07,37.896872622727244
217,Sunday,15:14,45.0,15:50,40.39484735879938
218,Monday,10:00,45.0,14:00,41.25
219,Tuesday,No trips,45.00,,45.00
220,Wednesday,09:00,45.0,15:00,41.25
221,Thursday,12:07,45.0,13:38,33.585869781536246
222,Friday,09:00,45.0,15:00,41.25
223,Saturday,No trips,45.00,,45.00
224,Sunday,11:13,45.0,12:42,33.89501044106478
225,Monday,10:00,45.0,14:00,41.25
226,Tuesday,13:33,45.0,15:19,31.7972804227909
227,Wednesday,09:00,45.0,15:00,41.25
228,Thursday,16:56,45.0,17:30,40.83406593823108
229,Friday,09:00,45.0,15:00,41.25
230,Saturday,No trips,45.00,,45.00
231,Sunday,10:28,45.0,11:57,33.85599962589596
232,Monday,10:00,45.0,14:00,41.25
233,Tuesday,No trips,45.00,,45.00
234,Wednesday,09:00,45.0,15:00,41.25
235,Thursday,No trips,45.00,,45.00
236,Friday,09:00,45.0,15:00,41.25
237,Saturday,No trips,45.00,,45.00
238,Sunday,19:21,45.0,21:18,30.368220546610267
239,Monday,10:00,45.0,14:00,41.25
240,Tuesday,16:49,45.0,18:06,35.389108373775954
241,Wednesday,09:00,45.0,15:00,41.25
242,Thursday,18:59,45.0,20:40,32.34076040820737
243,Friday,09:00,45.0,15:00,41.25
244,Saturday,No trips,45.00,,45.00
245,Sunday,No trips,45.00,,45.00
246,Monday,10:00,45.0,14:00,41.25
247,Tuesday,No trips,45.00,,45.00
248,Wednesday,09:00,45.0,15:00,41.25
249,Thursday,No trips,45.00,,45.00
250,Friday,09:00,45.0,15:00,41.25
251,Saturday,No trips,45.00,,45.00
252,Sunday,No trips,45.00,,45.00
253,Monday,10:00,45.0,14:00,41.25
254,Tuesday,11:09,45.0,12:48,32.74376009440597
255,Wednesday,09:00,45.0,15:00,41.25
256,Thursday,No trips,45.00,,45.00
257,Friday,09:00,45.0,15:00,41.25
258,Saturday,No trips,45.00,,45.00
259,Sunday,No trips,45.00,,45.00
260,Monday,10:00,45.0,14:00,41.25
261,Tuesday,12:21,45.0,13:51,33.80739184130137
262,Wednesday,09:00,45.0,15:00,41.25
263,Thursday,No trips,45.00,,45.00
264,Friday,09:00,45.0,15:00,41.25
265,Saturday,No trips,45.00,,45.00
266,Sunday,No trips,45.00,,45.00
267,Monday,10:00,45.0,14:00,41.25
268,Tuesday,No trips,45.00,,45.00
269,Wednesday,09:00,45.0,15:00,41.25
270,Thursday,16:20,45.0,17:27,36.62875986374962
271,Friday,09:00,45.0,15:00,41.25
272,Saturday,No trips,45.00,,45.00
273,Sunday,08:25,45.0,09:17,38.468417133233594
274,Monday,10:00,45.0,14:00,41.25
275,Tuesday,No trips,45.00,,45.00
276,Wednesday,09:00,45.0,15:00,41.25
277,Thursday,17:20,45.0,18:41,34.89903975887751
278,Friday,09:00,45.0,15:00,41.25
279,Saturday,No trips,45.00,,45.00
280,Sunday,No trips,45.00,,45.00
281,Monday,10:00,45.0,14:00,41.25
282,Tuesday,No trips,45.00,,45.00
283,Wednesday,09:00,45.0,15:00,41.25
284,Thursday,No trips,45.00,,45.00
285,Friday,09:00,45.0,15:00,41.25
286,Saturday,No trips,45.00,,45.00
287,Sunday,No trips,45.00,,45.00
288,Monday,10:00,45.0,14:00,41.25
289,Tuesday,No trips,45.00,,45.00
290,Wednesday,09:00,45.0,15:00,41.25
291,Thursday,No trips,45.00,,45.00
292,Friday,09:00,45.0,15:00,41.25
293,Saturday,No trips,45.00,,45.00
294,Sunday,No trips,45.00,,45.00
295,Monday,10:00,45.0,14:00,41.25
296,Tuesday,No trips,45.00,,45.00
297,Wednesday,09:00,45.0,15:00,41.25
298,Thursday,No trips,45.00,,45.00
299,Friday,09:00,45.0,15:00,41.25
300,Saturday,18:10,45.0,18:44,40.74659873732934
300,Saturday,15:41,40.74659873732934,17:35,26.476258225055165
301,Sunday,No trips,45.00,,45.00
302,Monday,10:00,45.0,14:00,41.25
303,Tuesday,No trips,45.00,,45.00
304,Wednesday,09:00,45.0,15:00,41.25
305,Thursday,No trips,45.00,,45.00
306,Friday,09:00,45.0,15:00,41.25
307,Saturday,No trips,45.00,,45.00
308,Sunday,No trips,45.00,,45.00
309,Monday,10:00,45.0,14:00,41.25
310,Tuesday,No trips,45.00,,45.00
311,Wednesday,09:00,45.0,15:00,41.25
312,Thursday,10:04,45.0,11:55,31.14031029213469
312,Thursday,14:42,31.14031029213469,16:12,19.86051302292089
313,Friday,09:00,45.0,15:00,41.25
314,Saturday,No trips,45.00,,45.00
315,Sunday,No trips,45.00,,45.00
316,Monday,10:00,45.0,14:00,41.25
317,Tuesday,No trips,45.00,,45.00
318,Wednesday,09:00,45.0,15:00,41.25
319,Thursday,No trips,45.00,,45.00
320,Friday,09:00,45.0,15:00,41.25
321,Saturday,No trips,45.00,,45.00
322,Sunday,No trips,45.00,,45.00
323,Monday,10:00,45.0,14:00,41.25
324,Tuesday,No trips,45.00,,45.00
325,Wednesday,09:00,45.0,15:00,41.25
326,Thursday,No trips,45.00,,45.00
327,Friday,09:00,45.0,15:00,41.25
328,Saturday,No trips,45.00,,45.00
329,Sunday,12:44,45.0,13:44,37.49337235321121
330,Monday,10:00,45.0,14:00,41.25
331,Tuesday,09:30,45.0,10:23,38.37991948298899
332,Wednesday,09:00,45.0,15:00,41.25
333,Thursday,No trips,45.00,,45.00
334,Friday,09:00,45.0,15:00,41.25
335,Saturday,No trips,45.00,,45.00
336,Sunday,No trips,45.00,,45.00
337,Monday,10:00,45.0,14:00,41.25
338,Tuesday,No trips,45.00,,45.00
339,Wednesday,09:00,45.0,15:00,41.25
340,Thursday,No trips,45.00,,45.00
341,Friday,09:00,45.0,15:00,41.25
342,Saturday,13:22,45.0,14:17,38.221078810690436
343,Sunday,No trips,45.00,,45.00
344,Monday,10:00,45.0,14:00,41.25
345,Tuesday,14:10,45.0,14:40,41.16864974203488
346,Wednesday,09:00,45.0,15:00,41.25
347,Thursday,No trips,45.00,,45.00
348,Friday,09:00,45.0,15:00,41.25
349,Saturday,10:39,45.0,12:18,32.67606173919873
350,Sunday,No trips,45.00,,45.00
351,Monday,10:00,45.0,14:00,41.25
352,Tuesday,No trips,45.00,,45.00
353,Wednesday,09:00,45.0,15:00,41.25
354,Thursday,No trips,45.00,,45.00
355,Friday,09:00,45.0,15:00,41.25
356,Saturday,13:30,45.0,15:23,30.828258881665683
357,Sunday,09:45,45.0,10:17,40.986037713473095
358,Monday,10:00,45.0,14:00,41.25
359,Tuesday,No trips,45.00,,45.00
360,Wednesday,09:00,45.0,15:00,41.25
361,Thursday,No trips,45.00,,45.00
362,Friday,09:00,45.0,15:00,41.25
363,Saturday,No trips,45.00,,45.00
364,Sunday,15:06,45.0,16:26,34.95862413269726
365,Monday,10:00,45.0,14:00,41.25
