Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival
36,Monday,07:46,45.0,18:10,40.57595653741229
36,Monday,10:00,40.57595653741229,14:00,38.32595653741229
37,Tuesday,No trips,45.00,,45.00
38,Wednesday,09:00,45.0,15:00,42.75
39,Thursday,14:31,45.0,15:23,38.40278858984058
39,Thursday,15:38,38.40278858984058,16:30,31.907619641196337
39,Thursday,18:09,31.907619641196337,19:20,22.952787281596333
40,Friday,07:46,45.0,17:46,40.938849064833704
40,Friday,09:00,40.938849064833704,15:00,38.688849064833704
41,Saturday,09:08,45.0,09:55,39.063411322519734
42,Sunday,19:31,45.0,21:16,31.939501183316363
43,Monday,07:51,45.0,18:08,40.26658266421472
43,Monday,10:00,40.26658266421472,14:00,38.01658266421472
44,Tuesday,No trips,45.00,,45.00
45,Wednesday,09:00,45.0,15:00,42.75
46,Thursday,No trips,45.00,,45.00
47,Friday,07:59,45.0,18:03,40.348072804182245
47,Friday,09:00,40.348072804182245,15:00,38.098072804182245
48,Saturday,No trips,45.00,,45.00
49,Sunday,No trips,45.00,,45.00
50,Monday,07:58,45.0,18:13,40.89645968102836
50,Monday,10:00,40.89645968102836,14:00,38.64645968102836
51,Tuesday,No trips,45.00,,45.00
52,Wednesday,09:00,45.0,15:00,42.75
53,Thursday,No trips,45.00,,45.00
54,Friday,08:11,45.0,18:05,40.487114648633124
54,Friday,09:00,40.487114648633124,15:00,38.237114648633124
55,Saturday,12:26,45.0,13:16,38.80537942557649
56,Sunday,No trips,45.00,,45.00
57,Monday,08:10,45.0,18:11,40.64744449976349
57,Monday,10:00,40.64744449976349,14:00,38.39744449976349
58,Tuesday,No trips,45.00,,45.00
59,Wednesday,09:00,45.0,15:00,42.75
60,Thursday,No trips,45.00,,45.00
61,Friday,07:47,45.0,18:10,40.35142117563397
61,Friday,09:00,40.35142117563397,15:00,38.10142117563397
62,Saturday,No trips,45.00,,45.00
63,Sunday,17:59,45.0,19:15,35.54632556031656
64,Monday,07:59,45.0,17:51,40.844987768736225
64,Monday,10:00,40.844987768736225,14:00,38.594987768736225
65,Tuesday,No trips,45.00,,45.00
66,Wednesday,09:00,45.0,15:00,42.75
67,Thursday,17:34,45.0,19:18,32.0313774483395
68,Friday,07:54,45.0,18:13,40.74781985607039
68,Friday,09:00,40.74781985607039,15:00,38.49781985607039
69,Saturday,No trips,45.00,,45.00
70,Sunday,19:46,45.0,21:16,33.71100842368701
71,Monday,08:12,45.0,18:01,40.435258882279776
71,Monday,10:00,40.435258882279776,14:00,38.185258882279776
72,Tuesday,No trips,45.00,,45.00
73,Wednesday,09:00,45.0,15:00,42.75
74,Thursday,No trips,45.00,,45.00
75,Friday,08:02,45.0,17:53,40.91598120004578
75,Friday,09:00,40.91598120004578,15:00,38.66598120004578
76,Saturday,No trips,45.00,,45.00
77,Sunday,No trips,45.00,,45.00
78,Monday,07:57,45.0,17:46,40.585732906158235
78,Monday,10:00,40.585732906158235,14:00,38.335732906158235
79,Tuesday,No trips,45.00,,45.00
80,Wednesday,09:00,45.0,15:00,42.75
81,Thursday,14:09,45.0,15:09,37.55220234216567
81,Thursday,18:23,37.55220234216567,18:58,33.18507630274904
82,Friday,07:58,45.0,17:55,40.177297194864686
82,Friday,09:00,40.177297194864686,15:00,37.927297194864686
83,Saturday,19:50,45.0,21:42,31.060226192195255
84,Sunday,No trips,45.00,,45.00
85,Monday,08:11,45.0,17:56,40.29737599527121
85,Monday,10:00,40.29737599527121,14:00,38.04737599527121
86,Tuesday,No trips,45.00,,45.00
87,Wednesday,09:00,45.0,15:00,42.75
88,Thursday,16:50,45.0,18:48,30.270579663729
89,Friday,07:50,45.0,17:57,40.371209059040865
89,Friday,09:00,40.371209059040865,15:00,38.121209059040865
90,Saturday,No trips,45.00,,45.00
91,Sunday,No trips,45.00,,45.00
92,Monday,07:48,45.0,17:50,40.32384648120646
92,Monday,10:00,40.32384648120646,14:00,38.07384648120646
93,Tuesday,No trips,45.00,,45.00
94,Wednesday,09:00,45.0,15:00,42.75
95,Thursday,12:48,45.0,13:27,40.183918020893174
96,Friday,07:52,45.0,17:52,40.76908070749443
96,Friday,09:00,40.76908070749443,15:00,38.51908070749443
97,Saturday,No trips,45.00,,45.00
98,Sunday,No trips,45.00,,45.00
99,Monday,07:54,45.0,18:02,40.94436318154667
99,Monday,10:00,40.94436318154667,14:00,38.69436318154667
100,Tuesday,No trips,45.00,,45.00
101,Wednesday,09:00,45.0,15:00,42.75
102,Thursday,14:12,45.0,14:54,39.64005844339614
103,Friday,07:45,45.0,18:07,40.48722985372896
103,Friday,09:00,40.48722985372896,15:00,38.23722985372896
104,Saturday,No trips,45.00,,45.00
105,Sunday,08:05,45.0,09:52,31.615557166208042
106,Monday,08:09,45.0,17:52,40.22315030052413
106,Monday,10:00,40.22315030052413,14:00,37.97315030052413
107,Tuesday,No trips,45.00,,45.00
108,Wednesday,09:00,45.0,15:00,42.75
109,Thursday,No trips,45.00,,45.00
110,Friday,07:49,45.0,17:53,40.28103416206429
110,Friday,09:00,40.28103416206429,15:00,38.03103416206429
111,Saturday,16:58,45.0,18:11,35.87551135746257
112,Sunday,No trips,45.00,,45.00
113,Monday,07:46,45.0,18:04,40.08806538398967
113,Monday,10:00,40.08806538398967,14:00,37.83806538398967
114,Tuesday,No trips,45.00,,45.00
115,Wednesday,09:00,45.0,15:00,42.75
116,Thursday,No trips,45.00,,45.00
117,Friday,08:01,45.0,17:54,40.216875859366965
117,Friday,09:00,40.216875859366965,15:00,37.966875859366965
118,Saturday,No trips,45.00,,45.00
119,Sunday,No trips,45.00,,45.00
120,Monday,08:08,45.0,17:55,40.604556960756206
120,Monday,10:00,40.604556960756206,14:00,38.354556960756206
121,Tuesday,No trips,45.00,,45.00
122,Wednesday,09:00,45.0,15:00,42.75
123,Thursday,No trips,45.00,,45.00
124,Friday,07:58,45.0,18:08,40.64337473875025
124,Friday,09:00,40.64337473875025,15:00,38.39337473875025
125,Saturday,No trips,45.00,,45.00
126,Sunday,No trips,45.00,,45.00
127,Monday,08:07,45.0,17:58,40.47481195836372
127,Monday,10:00,40.47481195836372,14:00,38.22481195836372
128,Tuesday,18:16,45.0,19:12,37.97430964512343
129,Wednesday,09:00,45.0,15:00,42.75
130,Thursday,17:28,45.0,18:53,34.369056267514736
131,Friday,07:58,45.0,17:52,40.411081908776765
131,Friday,09:00,40.411081908776765,15:00,38.161081908776765
132,Saturday,No trips,45.00,,45.00
133,Sunday,10:21,45.0,11:07,39.25770806893129
134,Monday,07:54,45.0,17:54,40.15723647818122
134,Monday,10:00,40.15723647818122,14:00,37.90723647818122
135,Tuesday,15:32,45.0,16:31,37.649478341178444
136,Wednesday,09:00,45.0,15:00,42.75
137,Thursday,No trips,45.00,,45.00
138,Friday,07:45,45.0,17:48,40.72518912412461
138,Friday,09:00,40.72518912412461,15:00,38.47518912412461
139,Saturday,No trips,45.00,,45.00
140,Sunday,No trips,45.00,,45.00
141,Monday,07:46,45.0,18:13,40.83637077889141
141,Monday,10:00,40.83637077889141,14:00,38.58637077889141
142,Tuesday,No trips,45.00,,45.00
143,Wednesday,09:00,45.0,15:00,42.75
144,Thursday,11:29,45.0,12:55,34.23801263781981
145,Friday,07:45,45.0,18:06,40.61531246568224
145,Friday,09:00,40.61531246568224,15:00,38.36531246568224
146,Saturday,No trips,45.00,,45.00
147,Sunday,No trips,45.00,,45.00
148,Monday,08:14,45.0,17:57,40.57948526626319
148,Monday,10:00,40.57948526626319,14:00,38.32948526626319
149,Tuesday,19:22,45.0,19:53,41.15531568097338
149,Tuesday,19:21,41.15531568097338,20:34,32.02363199951732
150,Wednesday,09:00,45.0,15:00,42.75
151,Thursday,11:01,45.0,12:08,36.676282858044424
152,Friday,07:47,45.0,17:56,40.684717913279144
152,Friday,09:00,40.684717913279144,15:00,38.434717913279144
153,Saturday,10:49,45.0,12:22,33.41267591253314
154,Sunday,16:22,45.0,17:22,37.46362545852441
155,Monday,07:54,45.0,17:48,40.87088054244247
155,Monday,10:00,40.87088054244247,14:00,38.62088054244247
156,Tuesday,08:53,45.0,10:13,34.99872083098864
157,Wednesday,09:00,45.0,15:00,42.75
158,Thursday,No trips,45.00,,45.00
159,Friday,08:07,45.0,17:50,40.85101599126318
159,Friday,09:00,40.85101599126318,15:00,38.60101599126318
160,Saturday,No trips,45.00,,45.00
161,Sunday,No trips,45.00,,45.00
162,Monday,07:45,45.0,18:06,40.17028046059876
162,Monday,10:00,40.17028046059876,14:00,37.92028046059876
163,Tuesday,No trips,45.00,,45.00
164,Wednesday,09:00,45.0,15:00,42.75
165,Thursday,No trips,45.00,,45.00
166,Friday,07:46,45.0,17:56,40.801970950881646
166,Friday,09:00,40.801970950881646,15:00,38.551970950881646
167,Saturday,No trips,45.00,,45.00
168,Sunday,No trips,45.00,,45.00
169,Monday,08:04,45.0,18:08,40.62574905656312
169,Monday,10:00,40.62574905656312,14:00,38.37574905656312
170,Tuesday,No trips,45.00,,45.00
171,Wednesday,09:00,45.0,15:00,42.75
172,Thursday,No trips,45.00,,45.00
173,Friday,07:49,45.0,17:46,40.197624557725604
173,Friday,09:00,40.197624557725604,15:00,37.947624557725604
174,Saturday,17:23,45.0,18:49,34.28330372815138
175,Sunday,18:01,45.0,19:40,32.63993055360001
176,Monday,07:50,45.0,18:08,40.313999897436865
176,Monday,10:00,40.313999897436865,14:00,38.063999897436865
177,Tuesday,08:12,45.0,09:02,38.84168721754059
178,Wednesday,09:00,45.0,15:00,42.75
179,Thursday,No trips,45.00,,45.00
180,Friday,07:57,45.0,18:12,40.126161072354805
180,Friday,09:00,40.126161072354805,15:00,37.876161072354805
181,Saturday,No trips,45.00,,45.00
182,Sunday,No trips,45.00,,45.00
183,Monday,07:57,45.0,17:54,40.262827862483434
183,Monday,10:00,40.262827862483434,14:00,38.012827862483434
184,Tuesday,No trips,45.00,,45.00
185,Wednesday,09:00,45.0,15:00,42.75
186,Thursday,No trips,45.00,,45.00
187,Friday,07:51,45.0,18:00,40.36833334691503
187,Friday,09:00,40.36833334691503,15:00,38.11833334691503
188,Saturday,No trips,45.00,,45.00
189,Sunday,No trips,45.00,,45.00
190,Monday,08:07,45.0,18:03,40.56326029433715
190,Monday,10:00,40.56326029433715,14:00,38.31326029433715
191,Tuesday,No trips,45.00,,45.00
192,Wednesday,09:00,45.0,15:00,42.75
193,Thursday,No trips,45.00,,45.00
194,Friday,07:59,45.0,17:50,40.566338146675676
194,Friday,09:00,40.566338146675676,15:00,38.316338146675676
195,Saturday,08:14,45.0,09:39,34.42694694932969
196,Sunday,08:37,45.0,10:26,31.30525314261917
197,Monday,08:11,45.0,17:45,40.281789198604
197,Monday,10:00,40.281789198604,14:00,38.031789198604
198,Tuesday,No trips,45.00,,45.00
199,Wednesday,09:00,45.0,15:00,42.75
200,Thursday,18:47,45.0,19:19,41.06144474595928
201,Friday,08:08,45.0,18:07,40.42038156341206
201,Friday,09:00,40.42038156341206,15:00,38.17038156341206
202,Saturday,No trips,45.00,,45.00
203,Sunday,No trips,45.00,,45.00
204,Monday,08:12,45.0,18:07,40.762058058880626
204,Monday,10:00,40.762058058880626,14:00,38.512058058880626
205,Tuesday,No trips,45.00,,45.00
206,Wednesday,09:00,45.0,15:00,42.75
207,Thursday,No trips,45.00,,45.00
208,Friday,07:58,45.0,18:01,40.61628975483442
208,Friday,09:00,40.61628975483442,15:00,38.36628975483442
209,Saturday,No trips,45.00,,45.00
210,Sunday,No trips,45.00,,45.00
211,Monday,07:58,45.0,17:46,40.078624448170444
211,Monday,10:00,40.078624448170444,14:00,37.828624448170444
212,Tuesday,No trips,45.00,,45.00
213,Wednesday,09:00,45.0,15:00,42.75
214,Thursday,09:35,45.0,10:42,36.662226865071794
215,Friday,08:09,45.0,17:49,40.203706988073705
215,Friday,09:00,40.203706988073705,15:00,37.953706988073705
216,Saturday,12:43,45.0,13:44,37.40839425944069
217,Sunday,No trips,45.00,,45.00
218,Monday,07:52,45.0,18:03,40.39724039778993
218,Monday,10:00,40.39724039778993,14:00,38.14724039778993
219,Tuesday,16:34,45.0,17:59,34.449717117957434
220,Wednesday,09:00,45.0,15:00,42.75
221,Thursday,No trips,45.00,,45.00
222,Friday,08:09,45.0,18:04,40.64052949059066
222,Friday,09:00,40.64052949059066,15:00,38.39052949059066
223,Saturday,No trips,45.00,,45.00
224,Sunday,No trips,45.00,,45.00
225,Monday,08:05,45.0,18:13,40.75261441276604
225,Monday,10:00,40.75261441276604,14:00,38.50261441276604
226,Tuesday,No trips,45.00,,45.00
227,Wednesday,09:00,45.0,15:00,42.75
228,Thursday,No trips,45.00,,45.00
229,Friday,08:02,45.0,17:51,40.125637745860246
229,Friday,09:00,40.125637745860246,15:00,37.875637745860246
230,Saturday,No trips,45.00,,45.00
231,Sunday,No trips,45.00,,45.00
232,Monday,07:56,45.0,17:59,40.84726516154821
232,Monday,10:00,40.84726516154821,14:00,38.59726516154821
233,Tuesday,No trips,45.00,,45.00
234,Wednesday,09:00,45.0,15:00,42.75
235,Thursday,No trips,45.00,,45.00
236,Friday,08:07,45.0,18:12,40.77296791437705
236,Friday,09:00,40.77296791437705,15:00,38.52296791437705
237,Saturday,No trips,45.00,,45.00
238,Sunday,No trips,45.00,,45.00
239,Monday,07:53,45.0,17:51,40.70557836240857
239,Monday,10:00,40.70557836240857,14:00,38.45557836240857
240,Tuesday,No trips,45.00,,45.00
241,Wednesday,09:00,45.0,15:00,42.75
242,Thursday,No trips,45.00,,45.00
243,Friday,07:55,45.0,18:09,40.84709174322076
243,Friday,09:00,40.84709174322076,15:00,38.59709174322076
244,Saturday,12:54,45.0,14:18,34.51592581693872
245,Sunday,No trips,45.00,,45.00
246,Monday,07:48,45.0,17:52,40.194045656195954
246,Monday,10:00,40.194045656195954,14:00,37.944045656195954
247,Tuesday,No trips,45.00,,45.00
248,Wednesday,09:00,45.0,15:00,42.75
249,Thursday,14:50,45.0,15:48,37.75344895400038
250,Friday,07:47,45.0,17:51,40.59472392462354
250,Friday,09:00,40.59472392462354,15:00,38.34472392462354
251,Saturday,No trips,45.00,,45.00
252,Sunday,No trips,45.00,,45.00
253,Monday,08:09,45.0,18:09,40.79112092029954
253,Monday,10:00,40.79112092029954,14:00,38.54112092029954
254,Tuesday,No trips,45.00,,45.00
255,Wednesday,09:00,45.0,15:00,42.75
256,Thursday,No trips,45.00,,45.00
257,Friday,07:48,45.0,18:14,40.380851969659616
257,Friday,09:00,40.380851969659616,15:00,38.130851969659616
258,Saturday,No trips,45.00,,45.00
259,Sunday,No trips,45.00,,45.00
260,Monday,08:04,45.0,18:02,40.33779294262933
260,Monday,10:00,40.33779294262933,14:00,38.08779294262933
261,Tuesday,No trips,45.00,,45.00
262,Wednesday,09:00,45.0,15:00,42.75
263,Thursday,No trips,45.00,,45.00
264,Friday,07:58,45.0,17:45,40.81410016126175
264,Friday,09:00,40.81410016126175,15:00,38.56410016126175
265,Saturday,No trips,45.00,,45.00
266,Sunday,18:11,45.0,20:03,30.984789827658687
267,Monday,07:47,45.0,17:47,40.2192482362422
267,Monday,10:00,40.2192482362422,14:00,37.9692482362422
268,Tuesday,No trips,45.00,,45.00
269,Wednesday,09:00,45.0,15:00,42.75
270,Thursday,09:50,45.0,10:57,36.54953579376172
271,Friday,07:55,45.0,17:57,40.225625791106786
271,Friday,09:00,40.225625791106786,15:00,37.975625791106786
272,Saturday,No trips,45.00,,45.00
273,Sunday,13:00,45.0,13:35,40.5559429524356
274,Monday,07:55,45.0,18:03,40.10777280484551
274,Monday,10:00,40.10777280484551,14:00,37.85777280484551
275,Tuesday,No trips,45.00,,45.00
276,Wednesday,09:00,45.0,15:00,42.75
277,Thursday,No trips,45.00,,45.00
278,Friday,08:04,45.0,17:56,40.53386961099861
278,Friday,09:00,40.53386961099861,15:00,38.28386961099861
279,Saturday,No trips,45.00,,45.00
280,Sunday,18:17,45.0,20:03,31.82006556187653
281,Monday,07:53,45.0,17:49,40.422592456329994
281,Monday,10:00,40.422592456329994,14:00,38.172592456329994
282,Tuesday,No trips,45.00,,45.00
283,Wednesday,09:00,45.0,15:00,42.75
284,Thursday,No trips,45.00,,45.00
285,Friday,08:04,45.0,18:05,40.40215392146628
285,Friday,09:00,40.40215392146628,15:00,38.15215392146628
286,Saturday,No trips,45.00,,45.00
287,Sunday,No trips,45.00,,45.00
288,Monday,08:00,45.0,18:06,40.055809210112685
288,Monday,10:00,40.055809210112685,14:00,37.805809210112685
289,Tuesday,No trips,45.00,,45.00
290,Wednesday,09:00,45.0,15:00,42.75
291,Thursday,No trips,45.00,,45.00
292,Friday,07:48,45.0,18:09,40.472721671702594
292,Friday,09:00,40.472721671702594,15:00,38.222721671702594
293,Saturday,No trips,45.00,,45.00
294,Sunday,No trips,45.00,,45.00
295,Monday,08:01,45.0,17:54,40.78994558551514
295,Monday,10:00,40.78994558551514,14:00,38.53994558551514
296,Tuesday,08:24,45.0,09:15,38.71435733650813
297,Wednesday,09:00,45.0,15:00,42.75
298,Thursday,No trips,45.00,,45.00
299,Friday,07:51,45.0,18:14,40.400881862282155
299,Friday,09:00,40.400881862282155,15:00,38.150881862282155
300,Saturday,No trips,45.00,,45.00
301,Sunday,No trips,45.00,,45.00
302,Monday,08:11,45.0,17:50,40.14981407653435
302,Monday,10:00,40.14981407653435,14:00,37.89981407653435
303,Tuesday,No trips,45.00,,45.00
304,Wednesday,09:00,45.0,15:00,42.75
305,Thursday,No trips,45.00,,45.00
306,Friday,08:09,45.0,18:13,40.72555184875177
306,Friday,09:00,40.72555184875177,15:00,38.47555184875177
307,Saturday,16:41,45.0,17:48,36.595227633027264
308,Sunday,No trips,45.00,,45.00
309,Monday,07:55,45.0,18:09,40.18698977355783
309,Monday,10:00,40.18698977355783,14:00,37.93698977355783
310,Tuesday,No trips,45.00,,45.00
311,Wednesday,09:00,45.0,15:00,42.75
312,Thursday,No trips,45.00,,45.00
313,Friday,08:12,45.0,17:53,40.15204682864056
313,Friday,09:00,40.15204682864056,15:00,37.90204682864056
314,Saturday,No trips,45.00,,45.00
315,Sunday,No trips,45.00,,45.00
316,Monday,07:56,45.0,17:52,40.57537928311741
316,Monday,10:00,40.57537928311741,14:00,38.32537928311741
317,Tuesday,10:02,45.0,11:59,30.405879580537487
318,Wednesday,09:00,45.0,15:00,42.75
319,Thursday,No trips,45.00,,45.00
320,Friday,07:57,45.0,17:58,40.71537628178029
320,Friday,09:00,40.71537628178029,15:00,38.46537628178029
321,Saturday,No trips,45.00,,45.00
322,Sunday,No trips,45.00,,45.00
323,Monday,08:03,45.0,18:09,40.53950568998842
323,Monday,10:00,40.53950568998842,14:00,38.28950568998842
324,Tuesday,No trips,45.00,,45.00
325,Wednesday,09:00,45.0,15:00,42.75
326,Thursday,No trips,45.00,,45.00
327,Friday,07:59,45.0,17:55,40.70827537549022
327,Friday,09:00,40.70827537549022,15:00,38.45827537549022
328,Saturday,No trips,45.00,,45.00
329,Sunday,14:58,45.0,15:52,38.28481203895126
330,Monday,07:57,45.0,17:58,40.39301637522101
330,Monday,10:00,40.39301637522101,14:00,38.14301637522101
331,Tuesday,No trips,45.00,,45.00
332,Wednesday,09:00,45.0,15:00,42.75
333,Thursday,No trips,45.00,,45.00
334,Friday,07:58,45.0,17:57,40.693009622356456
334,Friday,09:00,40.693009622356456,15:00,38.443009622356456
335,Saturday,No trips,45.00,,45.00
336,Sunday,No trips,45.00,,45.00
337,Monday,07:57,45.0,18:03,40.80040126393046
337,Monday,10:00,40.80040126393046,14:00,38.55040126393046
338,Tuesday,No trips,45.00,,45.00
339,Wednesday,09:00,45.0,15:00,42.75
340,Thursday,No trips,45.00,,45.00
341,Friday,08:13,45.0,18:12,40.09809829490543
341,Friday,09:00,40.09809829490543,15:00,37.84809829490543
342,Saturday,No trips,45.00,,45.00
343,Sunday,No trips,45.00,,45.00
344,Monday,08:00,45.0,18:01,40.621581213839484
344,Monday,10:00,40.621581213839484,14:00,38.371581213839484
345,Tuesday,No trips,45.00,,45.00
346,Wednesday,09:00,45.0,15:00,42.75
347,Thursday,No trips,45.00,,45.00
348,Friday,08:14,45.0,18:11,40.167259367855635
348,Friday,09:00,40.167259367855635,15:00,37.917259367855635
349,Saturday,17:19,45.0,18:48,33.8394192433806
350,Sunday,No trips,45.00,,45.00
351,Monday,08:14,45.0,17:49,40.926170403244726
351,Monday,10:00,40.926170403244726,14:00,38.676170403244726
352,Tuesday,No trips,45.00,,45.00
353,Wednesday,09:00,45.0,15:00,42.75
354,Thursday,No trips,45.00,,45.00
355,Friday,08:01,45.0,18:10,40.90984057122749
355,Friday,09:00,40.90984057122749,15:00,38.65984057122749
356,Saturday,No trips,45.00,,45.00
357,Sunday,10:06,45.0,11:53,31.63231887939723
358,Monday,07:53,45.0,18:11,40.895196821100996
358,Monday,10:00,40.895196821100996,14:00,38.645196821100996
359,Tuesday,No trips,45.00,,45.00
360,Wednesday,09:00,45.0,15:00,42.75
361,Thursday,14:58,45.0,16:53,30.579745222230734
361,Thursday,15:12,30.579745222230734,17:11,15.662368789734877
362,Friday,07:59,45.0,18:07,40.05724617755078
362,Friday,09:00,40.05724617755078,15:00,37.80724617755078
363,Saturday,08:24,45.0,09:57,33.408351652394465
364,Sunday,10:14,45.0,10:49,40.529521339123704
364,Sunday,13:44,40.529521339123704,15:05,30.427860524691557
365,Monday,08:03,45.0,17:57,40.32051371541448
365,Monday,10:00,40.32051371541448,14:00,38.07051371541448
