Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min)
112,Sunday,No trips,32.0,,32.0
113,Monday,07:54,32.00,17:54,30.40,9.76,600
114,Tuesday,07:50,32.00,17:51,30.33,10.17,600
115,Wednesday,08:00,32.00,17:46,30.52,9.04,600
116,Thursday,07:54,32.00,17:55,30.47,9.33,600
117,Friday,08:09,32.00,17:49,30.47,9.33,600
118,Saturday,19:51,32.00,20:55,31.12,5.34,13
118,Saturday,18:53,31.12,19:40,30.48,3.90,9
119,Sunday,No trips,32.0,,32.0
120,Monday,08:05,32.00,17:51,30.38,9.91,600
121,Tuesday,08:00,32.00,18:08,30.49,9.19,600
121,Tuesday,17:31,30.49,18:09,29.97,3.20,8
122,Wednesday,07:46,32.00,18:12,30.27,10.54,600
123,Thursday,08:00,32.00,18:06,30.34,10.11,600
124,Friday,07:53,32.00,18:03,30.31,10.30,600
124,Friday,08:49,30.31,10:44,28.74,9.59,23
125,Saturday,No trips,32.0,,32.0
126,Sunday,No trips,32.0,,32.0
127,Monday,07:47,32.00,17:59,30.52,9.01,600
128,Tuesday,08:06,32.00,17:52,30.43,9.58,600
129,Wednesday,08:13,32.00,18:02,30.35,10.04,600
130,Thursday,07:58,32.00,17:48,30.27,10.55,600
131,Friday,08:03,32.00,17:54,30.42,9.60,600
132,Saturday,No trips,32.0,,32.0
133,Sunday,No trips,32.0,,32.0
134,Monday,08:14,32.00,18:07,30.52,9.05,600
135,Tuesday,08:09,32.00,17:58,30.46,9.39,600
136,Wednesday,07:57,32.00,17:55,30.47,9.35,600
137,Thursday,07:46,32.00,17:45,30.30,10.36,600
138,Friday,07:50,32.00,17:53,30.33,10.16,600
139,Saturday,No trips,32.0,,32.0
140,Sunday,No trips,32.0,,32.0
141,Monday,08:12,32.00,17:54,30.34,10.15,600
142,Tuesday,08:14,32.00,18:11,30.34,10.14,600
143,Wednesday,08:12,32.00,17:56,30.46,9.36,600
144,Thursday,07:53,32.00,18:03,30.34,10.14,600
145,Friday,08:02,32.00,18:00,30.35,10.05,600
145,Friday,14:17,30.35,16:16,28.72,9.93,24
146,Saturday,11:02,32.00,11:59,31.22,4.77,11
147,Sunday,No trips,32.0,,32.0
148,Monday,07:59,32.00,17:59,30.34,10.13,600
149,Tuesday,07:59,32.00,18:01,30.52,9.05,600
150,Wednesday,07:53,32.00,17:49,30.28,10.49,600
151,Thursday,08:07,32.00,17:54,30.31,10.28,600
152,Friday,07:56,32.00,18:09,30.31,10.31,600
153,Saturday,No trips,32.0,,32.0
154,Sunday,No trips,32.0,,32.0
155,Monday,07:45,32.00,18:05,30.43,9.60,600
156,Tuesday,07:58,32.00,17:46,30.25,10.67,600
156,Tuesday,10:26,30.25,11:19,29.52,4.45,11
157,Wednesday,07:58,32.00,17:53,30.27,10.58,600
158,Thursday,08:07,32.00,18:04,30.47,9.31,600
159,Friday,07:55,32.00,17:54,30.34,10.10,600
160,Saturday,No trips,32.0,,32.0
161,Sunday,No trips,32.0,,32.0
162,Monday,08:03,32.00,18:13,30.26,10.59,600
163,Tuesday,07:57,32.00,18:11,30.32,10.25,600
164,Wednesday,08:08,32.00,18:06,30.23,10.81,600
165,Thursday,08:02,32.00,18:14,30.32,10.22,600
166,Friday,08:06,32.00,17:58,30.41,9.68,600
166,Friday,14:51,30.41,15:24,29.96,2.75,7
167,Saturday,No trips,32.0,,32.0
168,Sunday,No trips,32.0,,32.0
169,Monday,08:13,32.00,18:01,30.21,10.90,600
170,Tuesday,07:53,32.00,17:47,30.35,10.08,600
171,Wednesday,08:11,32.00,18:14,30.23,10.81,600
171,Wednesday,17:28,30.23,19:17,28.73,9.10,22
172,Thursday,07:49,32.00,18:08,30.50,9.17,600
172,Thursday,18:47,30.50,19:56,29.55,5.75,14
173,Friday,08:00,32.00,18:08,30.48,9.30,600
174,Saturday,No trips,32.0,,32.0
175,Sunday,No trips,32.0,,32.0
176,Monday,07:55,32.00,17:57,30.50,9.12,600
177,Tuesday,08:12,32.00,17:56,30.23,10.81,600
178,Wednesday,08:10,32.00,18:10,30.24,10.75,600
179,Thursday,07:47,32.00,17:46,30.39,9.79,600
180,Friday,08:04,32.00,17:53,30.46,9.38,600
181,Saturday,No trips,32.0,,32.0
182,Sunday,No trips,32.0,,32.0
183,Monday,08:02,32.00,18:01,30.46,9.42,600
184,Tuesday,07:45,32.00,17:45,30.20,10.99,600
185,Wednesday,08:08,32.00,17:50,30.21,10.91,600
186,Thursday,08:09,32.00,17:45,30.31,10.32,600
187,Friday,08:04,32.00,17:49,30.24,10.73,600
188,Saturday,No trips,32.0,,32.0
189,Sunday,No trips,32.0,,32.0
190,Monday,08:14,32.00,18:14,30.24,10.74,600
191,Tuesday,07:48,32.00,17:47,30.33,10.18,600
192,Wednesday,08:04,32.00,17:50,30.24,10.75,600
192,Wednesday,17:04,30.24,18:19,29.21,6.29,15
193,Thursday,07:48,32.00,17:50,30.33,10.19,600
194,Friday,08:14,32.00,18:08,30.23,10.82,600
195,Saturday,No trips,32.0,,32.0
196,Sunday,No trips,32.0,,32.0
197,Monday,08:14,32.00,18:14,30.20,10.99,600
198,Tuesday,08:03,32.00,17:59,30.41,9.69,600
199,Wednesday,07:45,32.00,18:14,30.29,10.45,600
200,Thursday,08:02,32.00,17:51,30.29,10.44,600
201,Friday,08:13,32.00,17:52,30.21,10.90,600
202,Saturday,No trips,32.0,,32.0
203,Sunday,No trips,32.0,,32.0
204,Monday,08:02,32.00,17:55,30.50,9.14,600
205,Tuesday,07:56,32.00,18:03,30.31,10.28,600
206,Wednesday,08:07,32.00,17:50,30.30,10.35,600
207,Thursday,07:54,32.00,18:00,30.41,9.70,600
208,Friday,07:56,32.00,17:52,30.35,10.03,600
209,Saturday,No trips,32.0,,32.0
210,Sunday,No trips,32.0,,32.0
211,Monday,08:06,32.00,18:09,30.33,10.18,600
212,Tuesday,07:55,32.00,17:57,30.48,9.28,600
212,Tuesday,09:19,30.48,11:00,29.10,8.41,20
213,Wednesday,07:54,32.00,18:09,30.28,10.46,600
214,Thursday,07:55,32.00,18:06,30.26,10.62,600
215,Friday,07:55,32.00,17:46,30.42,9.61,600
216,Saturday,No trips,32.0,,32.0
217,Sunday,No trips,32.0,,32.0
218,Monday,07:52,32.00,17:48,30.38,9.87,600
219,Tuesday,08:00,32.00,18:14,30.32,10.22,600
220,Wednesday,08:10,32.00,18:14,30.21,10.94,600
221,Thursday,08:00,32.00,18:08,30.26,10.60,600
222,Friday,08:14,32.00,18:03,30.52,9.02,600
223,Saturday,14:07,32.00,15:03,31.23,4.68,11
224,Sunday,No trips,32.0,,32.0
225,Monday,08:04,32.00,18:05,30.39,9.81,600
226,Tuesday,08:10,32.00,18:09,30.23,10.80,600
226,Tuesday,14:41,30.23,15:35,29.49,4.49,11
227,Wednesday,08:09,32.00,17:45,30.28,10.49,600
228,Thursday,08:13,32.00,17:52,30.37,9.94,600
229,Friday,08:13,32.00,17:53,30.49,9.21,600
230,Saturday,No trips,32.0,,32.0
231,Sunday,No trips,32.0,,32.0
232,Monday,07:56,32.00,17:55,30.37,9.91,600
233,Tuesday,07:46,32.00,18:02,30.22,10.87,600
234,Wednesday,07:57,32.00,17:50,30.49,9.23,600
235,Thursday,07:47,32.00,18:14,30.48,9.27,600
236,Friday,07:50,32.00,18:01,30.46,9.40,600
237,Saturday,No trips,32.0,,32.0
238,Sunday,No trips,32.0,,32.0
239,Monday,08:00,32.00,17:49,30.21,10.90,600
240,Tuesday,08:09,32.00,18:04,30.27,10.55,600
241,Wednesday,07:49,32.00,17:55,30.44,9.50,600
241,Wednesday,14:00,30.44,14:45,29.83,3.76,9
242,Thursday,07:58,32.00,17:46,30.36,10.02,600
243,Friday,07:56,32.00,17:58,30.34,10.11,600
243,Friday,08:32,30.34,10:25,28.80,9.39,23
244,Saturday,No trips,32.0,,32.0
245,Sunday,No trips,32.0,,32.0
246,Monday,07:56,32.00,18:06,30.40,9.76,600
247,Tuesday,08:08,32.00,18:10,30.33,10.16,600
248,Wednesday,07:51,32.00,18:07,30.36,9.99,600
249,Thursday,08:07,32.00,18:12,30.48,9.29,600
250,Friday,07:54,32.00,17:50,30.48,9.29,600
251,Saturday,No trips,32.0,,32.0
252,Sunday,No trips,32.0,,32.0
253,Monday,07:45,32.00,18:05,30.25,10.68,600
254,Tuesday,08:03,32.00,17:45,30.28,10.46,600
255,Wednesday,07:48,32.00,18:06,30.24,10.75,600
256,Thursday,08:12,32.00,18:02,30.37,9.91,600
257,Friday,07:46,32.00,18:08,30.38,9.86,600
258,Saturday,No trips,32.0,,32.0
259,Sunday,No trips,32.0,,32.0
260,Monday,07:45,32.00,17:45,30.22,10.88,600
260,Monday,15:56,30.22,16:48,29.52,4.27,10
261,Tuesday,07:45,32.00,18:09,30.39,9.83,600
262,Wednesday,08:02,32.00,18:09,30.41,9.67,600
263,Thursday,08:13,32.00,17:49,30.50,9.17,600
264,Friday,08:02,32.00,18:00,30.40,9.77,600
265,Saturday,18:27,32.00,19:45,30.93,6.50,16
266,Sunday,No trips,32.0,,32.0
267,Monday,07:57,32.00,18:14,30.24,10.74,600
268,Tuesday,07:53,32.00,17:45,30.28,10.50,600
269,Wednesday,08:00,32.00,18:00,30.49,9.18,600
270,Thursday,08:06,32.00,17:49,30.27,10.56,600
271,Friday,08:03,32.00,18:13,30.33,10.17,600
272,Saturday,No trips,32.0,,32.0
273,Sunday,No trips,32.0,,32.0
274,Monday,08:05,32.00,17:51,30.45,9.45,600
275,Tuesday,07:48,32.00,18:08,30.23,10.77,600
276,Wednesday,08:11,32.00,17:53,30.42,9.61,600
277,Thursday,08:14,32.00,17:55,30.47,9.35,600
278,Friday,07:55,32.00,18:05,30.38,9.86,600
279,Saturday,No trips,32.0,,32.0
280,Sunday,No trips,32.0,,32.0
281,Monday,08:13,32.00,17:53,30.38,9.90,600
281,Monday,15:49,30.38,16:50,29.54,5.13,12
282,Tuesday,08:06,32.00,18:14,30.44,9.49,600
283,Wednesday,07:50,32.00,17:48,30.21,10.91,600
284,Thursday,08:11,32.00,17:57,30.50,9.15,600
285,Friday,07:50,32.00,17:49,30.34,10.14,600
286,Saturday,No trips,32.0,,32.0
287,Sunday,No trips,32.0,,32.0
288,Monday,07:57,32.00,17:46,30.36,10.01,600
289,Tuesday,08:03,32.00,17:45,30.39,9.81,600
290,Wednesday,08:01,32.00,17:50,30.21,10.92,600
291,Thursday,08:04,32.00,18:00,30.22,10.85,600
292,Friday,07:52,32.00,17:54,30.45,9.42,600
293,Saturday,No trips,32.0,,32.0
294,Sunday,09:56,32.00,11:11,30.98,6.22,15
295,Monday,08:06,32.00,18:04,30.46,9.41,600
296,Tuesday,07:57,32.00,18:01,30.33,10.17,600
297,Wednesday,07:47,32.00,17:48,30.46,9.42,600
298,Thursday,07:48,32.00,17:55,30.20,10.96,600
299,Friday,07:48,32.00,17:54,30.42,9.63,600
300,Saturday,No trips,32.0,,32.0
301,Sunday,No trips,32.0,,32.0
302,Monday,08:10,32.00,17:50,30.27,10.55,600
303,Tuesday,07:56,32.00,18:13,30.21,10.92,600
304,Wednesday,08:12,32.00,17:46,30.24,10.73,600
305,Thursday,08:06,32.00,18:08,30.47,9.34,600
306,Friday,08:04,32.00,18:02,30.51,9.10,600
307,Saturday,No trips,32.0,,32.0
308,Sunday,No trips,32.0,,32.0
309,Monday,07:50,32.00,18:08,30.48,9.30,600
310,Tuesday,08:14,32.00,17:52,30.29,10.42,600
311,Wednesday,07:46,32.00,17:49,30.27,10.57,600
311,Wednesday,10:13,30.27,12:02,28.79,9.04,22
311,Wednesday,18:46,28.79,19:46,27.97,4.98,12
312,Thursday,08:01,32.00,18:04,30.35,10.06,600
313,Friday,07:45,32.00,17:55,30.45,9.48,600
314,Saturday,No trips,32.0,,32.0
315,Sunday,No trips,32.0,,32.0
316,Monday,08:09,32.00,17:58,30.50,9.17,600
317,Tuesday,08:13,32.00,18:04,30.39,9.82,600
318,Wednesday,08:05,32.00,18:14,30.24,10.73,600
318,Wednesday,18:56,30.24,19:29,29.78,2.81,7
319,Thursday,07:50,32.00,18:08,30.42,9.61,600
320,Friday,08:00,32.00,17:59,30.27,10.52,600
320,Friday,09:00,30.27,09:53,29.54,4.46,11
321,Saturday,No trips,32.0,,32.0
322,Sunday,No trips,32.0,,32.0
323,Monday,08:14,32.00,17:45,30.22,10.85,600
323,Monday,14:49,30.22,15:54,29.34,5.40,13
324,Tuesday,07:57,32.00,17:53,30.29,10.40,600
324,Tuesday,15:24,30.29,17:09,28.86,8.74,21
325,Wednesday,07:52,32.00,18:04,30.42,9.61,600
326,Thursday,08:05,32.00,17:57,30.43,9.57,600
327,Friday,08:01,32.00,17:58,30.50,9.12,600
328,Saturday,No trips,32.0,,32.0
329,Sunday,No trips,32.0,,32.0
330,Monday,08:07,32.00,18:09,30.35,10.06,600
331,Tuesday,07:49,32.00,18:05,30.39,9.80,600
332,Wednesday,07:57,32.00,18:14,30.44,9.54,600
333,Thursday,07:45,32.00,18:11,30.20,10.96,600
334,Friday,07:57,32.00,17:47,30.51,9.11,600
335,Saturday,No trips,32.0,,32.0
336,Sunday,No trips,32.0,,32.0
337,Monday,08:10,32.00,17:47,30.35,10.04,600
337,Monday,09:01,30.35,10:36,29.06,7.88,19
338,Tuesday,07:56,32.00,17:58,30.46,9.36,600
339,Wednesday,08:08,32.00,17:46,30.30,10.34,600
340,Thursday,07:59,32.00,17:58,30.47,9.33,600
341,Friday,07:54,32.00,17:52,30.38,9.85,600
342,Saturday,No trips,32.0,,32.0
343,Sunday,No trips,32.0,,32.0
344,Monday,08:03,32.00,18:05,30.31,10.29,600
345,Tuesday,08:08,32.00,17:47,30.33,10.17,600
346,Wednesday,07:45,32.00,18:11,30.42,9.62,600
347,Thursday,08:10,32.00,17:56,30.27,10.53,600
348,Friday,07:48,32.00,18:07,30.26,10.62,600
348,Friday,17:28,30.26,18:58,29.02,7.56,18
349,Saturday,No trips,32.0,,32.0
350,Sunday,No trips,32.0,,32.0
351,Monday,07:58,32.00,18:02,30.37,9.95,600
352,Tuesday,07:48,32.00,18:07,30.30,10.38,600
353,Wednesday,07:49,32.00,17:51,30.49,9.20,600
354,Thursday,08:11,32.00,18:00,30.24,10.72,600
355,Friday,07:53,32.00,17:55,30.50,9.13,600
356,Saturday,No trips,32.0,,32.0
357,Sunday,No trips,32.0,,32.0
358,Monday,07:57,32.00,17:59,30.33,10.21,600
359,Tuesday,07:47,32.00,17:45,30.32,10.26,600
360,Wednesday,07:52,32.00,18:00,30.20,10.99,600
361,Thursday,07:49,32.00,17:51,30.20,11.00,600
361,Thursday,13:44,30.20,15:05,29.09,6.76,16
362,Friday,07:52,32.00,17:47,30.49,9.23,600
362,Friday,16:33,30.49,17:51,29.42,6.51,16
363,Saturday,19:41,32.00,21:37,30.41,9.70,23
364,Sunday,No trips,32.0,,32.0
365,Monday,07:57,32.00,18:08,30.42,9.61,600
